,Net_demand,BESS_Charging,BESS_Discharging,PP,PV,Wind
40,10.623,0.031080184723390452,0.010119191289644648,7.154653713619833,30.96178614596594,7.5549931725241715
41,10.528,0.029601016238782214,0.010315408990478173,0.0003077749918216563,41.249018077520546,7.866403092570377
42,10.169,0.02942344482294772,0.010345532908921802,0.00030704361688647117,48.12374562558115,8.44245646478864
43,10.057,0.03026395416314709,0.010231750717377969,0.00030693271138701196,50.92419866970666,8.97806718245497
44,10.328,0.032517889335872054,0.009945085303763443,0.0003070104143937238,49.64165374467297,9.415746057724771
45,10.637,0.03727384693462553,0.009485171554751615,0.00030744025403931153,44.8087276305613,9.152206286890557
46,10.34,0.047871730777331596,0.008850592956655908,0.0003086942726510991,36.49995897508949,8.12479051557709
47,9.86,0.006973811834965043,0.1433970615310377,3.4294582477529296,25.776762383317283,7.6863441706978515
48,9.008,0.04784163536901597,0.008806545938511734,15.057734495127676,17.318358760151632,7.952147109196093
49,8.599,0.03604753073850673,0.00965615636413157,26.048275783685458,4.861349851479174,7.94480884425173
50,8.239,0.03082357202928817,0.010220463499838411,29.76765578898026,0.1587316510222571,7.895328023900724
51,8.011,0.028091904626997014,0.010615067684728169,29.24805681356381,0.0,7.78596895917203
52,7.92,0.026571472698293734,0.010876925682291113,28.917849872203202,0.0,7.851268362245495
53,8.053,0.02562115098995675,0.011067002904740723,28.721687095285926,0.0,7.944179503376062
54,8.145,0.025012624515059975,0.011201029825010471,28.966844707816332,0.0,7.966648523207263
55,8.066,0.02469113913912835,0.01127076181420771,28.953040836925542,0.0,8.052669142520726
56,7.991,0.024503357528197045,0.011312288847070006,29.213245419823856,0.0,8.133596026726147
57,7.959,0.024460409343594048,0.011316055762658962,29.988551501495664,0.0,8.411746231863363
58,8.457,0.024115821028846934,0.011424207810316426,30.77668654297847,0.0,7.986264528260198
59,8.764,0.024211804967192056,0.011397686724004562,31.067061488147992,0.0005186937391679076,8.467918851060636
60,8.843,0.02438077881068192,0.011350478733214544,31.262058863103334,0.2634903122968198,8.706175405327546
61,8.845,0.024660731155990157,0.011274528834714524,31.49219720446526,1.701893613521889,8.492746226141207
62,8.846,0.02496671238907776,0.011198284044441792,24.53852942031273,10.297549878032168,7.8501100809981486
63,8.844,0.025522594490873178,0.011060197615256567,11.42037604607656,25.273999477987537,7.70174584169394
64,8.676,0.026346347726419896,0.01088437238820456,0.000308253351362811,38.785520419321415,7.899203154166713
65,8.647,0.02755761355948823,0.010652593515684311,0.0003065209739496333,48.143549053011036,8.092794596452265
66,8.788,0.029571579808116276,0.01032671382740731,0.00030635126611450273,53.977022130684205,8.291253475511306
67,9.242,0.033055906879073234,0.009887326146203553,0.0003064947313580974,55.523958197003715,8.081107990253114
68,9.633,0.040348517240774096,0.009248128209392139,0.0003068848240017687,53.22192335179495,7.708121851474463
69,9.554,0.058869648553803784,0.008075537535934154,0.0003072698623813035,47.877903525509346,7.448918794432528
70,9.469,0.0010462277911576507,0.055427885739307826,0.6231989223415546,38.689570652868326,6.8346574348211115
71,9.238,0.0010358083169529479,0.04037162075160429,7.022745014374082,28.157910913165555,6.251148516546601
72,9.492,0.0010297411463843391,0.042665991130225775,26.586681974882595,14.125910635078291,6.216914669313766
73,8.949,0.0010460090366899196,0.05546179533065098,33.045866118890814,5.261009136249692,6.551753755042951
74,8.558,0.04169182253102885,0.009229637026831619,35.947246615511006,0.5166009765342429,6.8517859910017265
75,8.224,0.05043139190075889,0.008692263865945207,35.56339403670869,0.005735713426727666,7.136689766240983
76,8.077,0.03493940949112695,0.009867300338509574,34.860569182596635,0.0,7.506076018484399
77,8.08,0.029906392354170513,0.01043478643387193,34.24494308525259,0.0,8.054484156672778
78,8.224,0.027581343900831785,0.010729133389017983,33.913273982626855,0.0,8.804652910296461
79,8.891,0.026308027717119632,0.010925686676921826,33.233205772287114,0.0,9.44407998376127
80,9.673,0.025506393853133864,0.011083953102901509,33.755676832705795,0.0,9.797976885025578
81,10.089,0.025044540267742117,0.011189139614861262,34.3166407246446,0.0,9.92741941906977
82,10.872,0.02423669230598173,0.011388722342452999,35.03152894872617,0.0,9.45959131609891
83,10.861,0.02429310679278351,0.011363606833870905,35.71869009768152,0.0001288368319868674,9.621748842117157
84,10.814,0.024354107465889705,0.01135569886722891,36.27911779431909,0.10394267597679743,9.64399030968684
85,10.674,0.024672262458536744,0.011287743354692625,35.706115836475824,2.0393018283788322,9.610274769895252
86,10.635,0.025043364106173843,0.011186789273423547,29.029169539619105,10.82135604275237,9.269988844808239
87,10.611,0.025583300133352967,0.011051389621301148,17.89258708050461,23.78835092055359,9.01619741679457
88,10.565,0.02639225807206696,0.010875093650485307,7.568239519919864,35.809657148114056,9.142727738166775
89,10.526,0.027580549464254246,0.010653940127922474,0.00036248591908678477,44.292057889023816,9.20995171064862
90,10.363,0.02960059948286945,0.010329378804773538,0.0003067950871430808,49.420916904752616,9.450398451544975
91,10.632,0.03318211589460249,0.009866431419817183,0.0003065026244774012,51.53255657338502,9.344970478247603
92,10.708,0.04055134000808043,0.00921578447259698,0.0003071616936197362,49.04418036760867,8.984976212362808
93,10.574,0.058513951045313185,0.008070148298781468,0.9588792070294909,43.22767024692257,8.637947587046732
94,10.365,0.0010349439680965486,0.09120552956726447,7.973470107701353,34.61737242855271,7.484961044445061
95,10.242,0.0010261009428056472,0.10063607895349953,16.31743112394368,25.237164572485323,6.999119572020728
96,9.862,0.058126277006411806,0.008068343514542449,25.536005463970262,14.218111642221176,8.239531726463278
97,9.242,0.0421583191678968,0.009132470696472973,33.32127589128033,5.018842190711367,8.472991424742224
98,8.809,0.03441773686637849,0.009807906361060255,36.72057780420158,0.4844881522342802,8.656757765670735
99,8.475,0.031082442524893863,0.010169927307944948,36.16245485821852,0.004188814908542357,8.798175900461104
100,8.273,0.02980934976721448,0.010322456932861296,35.39836592829649,0.0,8.921791652629388
101,8.265,0.029831534617970997,0.01031236724040329,34.86835002725101,0.0,9.001725058564666
102,8.417,0.031120313355462736,0.010137027006884495,34.24441628041298,0.0,9.057754513532227
103,9.129,0.03425942196434448,0.009797855517472186,33.52361150189256,0.0,8.981215215561406
104,9.795,0.04127840847999997,0.009196714632934727,33.956824308190356,0.0,8.757576078361081
105,10.186,0.05785945062958103,0.008198663412348794,34.950706611096955,0.0,8.663040463391376
106,10.565,0.0024246698402678075,0.18695566431020977,35.49242377975851,0.0,8.271580572249716
107,10.644,0.05232563369051207,0.010410407307818635,36.401500255245715,0.0,8.583661389513404
108,10.558,0.04150647901619348,0.009536589243824205,36.96288599731263,0.08920133076084935,8.718814753581011
109,10.427,0.034736165367821537,0.009758739094618666,37.184825159044415,1.3717643435294418,9.017037447695346
110,10.32,0.03061880402419352,0.010219059675340422,31.40224867906583,8.769747095062435,9.070384311195138
111,10.25,0.028544965930821935,0.010500442172420946,20.491471036071236,21.514031024610905,9.084617446498797
112,10.178,0.027545138843626193,0.010660451251209782,10.190388160606888,33.677547211171856,9.481419960973236
113,10.204,0.02715917939336969,0.010732119743224912,2.05100616348196,42.50406017992761,10.06155870511583
114,10.092,0.027267503443557273,0.010716868719675868,0.00031122526825790546,47.54502554980286,10.486701200189568
115,10.577,0.027966403572272786,0.010597844775354064,0.0003113800706461452,49.83099973403842,10.495786696072933
116,10.933,0.029463457451013652,0.01036675542047794,0.0003124028162743819,48.74049119793659,10.12849355794012
117,10.858,0.032262962983210845,0.01004764538699117,3.482204528753892,40.8979952306973,9.695468980742419
118,10.689,0.03961102792372731,0.009307229326982386,9.371546605894272,33.16024807307037,9.322690359012547
119,10.565,0.06348668801329206,0.007687244427171698,17.2796131935809,23.92847574452581,8.984779730832095
120,9.142,0.0010327908235585035,0.028789298298878177,31.561334195701882,10.661835832680575,4.995345941374101
121,8.744,0.001068484403518237,0.015651799711713665,38.05468968882867,2.233341472071146,4.789627230511072
122,8.31,0.0010939487502203986,0.01250336011988781,38.90600685862916,0.026410501749493984,4.668439102701038
123,7.984,0.0011125609941258577,0.0110335564793686,38.09885413222952,0.0,4.491156746737871
124,7.747,0.0011251800504186557,0.010216336863423986,37.681256208309186,0.0,4.282794077453329
125,7.664,0.0011327326262434367,0.009743057134604275,37.96595054063488,0.0,4.107930324608667
126,7.655,0.001137309117519214,0.009480545536643046,38.81389621850373,0.0,4.047215710855581
127,7.581,0.0011390901830881852,0.00938589009919665,39.96736891108252,0.0,3.993173678378359
128,7.629,0.001133569607925936,0.009489166878727003,41.58322581902507,0.0,3.702478611419856
129,7.423,0.0011271980280012342,0.009736569893696947,42.92383867959082,0.0,3.49198446980619
130,7.851,0.001114477103999709,0.01027232615169039,44.44289970924819,0.0005061446970912647,3.368828250519216
131,8.314,0.0010989104733052928,0.011141582660183126,45.643537788054886,0.01980941586050546,3.393783605761619
132,8.539,0.001082720927625376,0.01257598200857202,45.9074336220526,0.6079405185702599,3.325574197393
133,8.595,0.0010648671559229628,0.015469224570533947,45.0936497331617,2.241704487600007,3.2937770879289854
134,8.55,0.0010453717608598907,0.030049599612419667,38.347792379763916,9.200365748254912,3.6873836637650887
135,8.367,0.06239561317717249,0.007757461692515445,26.164581266735354,22.32589674299132,4.369047918126936
136,8.14,0.046236176259512124,0.008768493765342245,15.229443176737798,34.679487184020445,5.010932400461359
137,8.001,0.04131566844869477,0.009096119952312607,7.150923771723878,42.86189807703839,5.343641820349271
138,7.918,0.04158638473351108,0.009072176055595868,1.7486090608779583,47.26042849435782,5.723162662000269
139,8.0,0.04667262938724326,0.008720820854376551,0.26672327381556055,47.9908835222388,5.911371263219777
140,8.704,0.06218107752885159,0.007764283116768777,4.0453469642692035,44.84410828544307,5.601552276715119
141,9.262,0.0010295624190496068,0.06999615910498184,9.700908159222232,37.677820316844176,5.243633413804801
142,9.371,0.0009973828089047865,0.0520015071820172,18.426414256425634,28.529947335225007,4.7539679804880555
143,9.273,0.0009913657124077744,0.07105971946871238,25.86196970789225,19.733076671391363,4.2542830431631975
144,9.371,0.07117160372213963,0.007135637769709214,28.831745318347863,5.060145400589744,9.254980570927403
145,8.998,0.0509474133874407,0.00840296699213815,32.29525464596946,0.1941495331412306,8.403454625440924
146,8.751,0.04720780953946576,0.008718789798324007,31.777247181121542,0.0,7.67987738725277
147,8.578,0.03694480985244207,0.00961877167443355,31.25325214634987,0.0,7.222032601234785
148,8.543,0.031185889910554942,0.009835958595113348,31.320453283428396,0.0,6.984074755644956
149,8.436,0.07892899408701638,0.004852837375079039,31.66891474389984,0.0,6.842942166320097
150,8.562,0.007972888899183744,0.01115268252785069,32.656312196801125,0.0,6.81618866557861
151,8.863,0.0010635905013007183,0.04620430575132272,34.10590138664857,0.0,6.763900345229555
152,9.165,0.001049299785547186,0.03384287884390051,36.128897121188345,0.0,6.731005322853061
153,9.553,0.0010443451134313556,0.028259882128117836,37.829822550518394,0.000677648272138718,6.638379612364038
154,10.018,0.001034747905089284,0.03103846374509072,38.863212171516466,0.029722573479089794,6.592925250925526
155,10.156,0.001026510808372625,0.051627849168590506,38.84199439091679,0.4353443402593335,6.737957973468944
156,10.292,0.024549213448872488,0.009914867839000302,38.0678643995068,1.5459136489721048,6.98154103250703
157,10.332,0.05425280954981173,0.008346538661058459,38.13909919035275,3.1319684253730067,7.347055383730477
158,10.287,0.03972534910446937,0.009308230721843443,35.03922989797491,7.862480897777768,7.770330023533775
159,10.184,0.03397077151973867,0.009804144800881825,25.334045778493724,18.622395096156904,8.364203868680367
160,10.096,0.03159791570305321,0.010064224952375071,14.010606459668871,30.96813787137279,8.865378424255178
161,9.939,0.031016672764187066,0.010137407352169272,5.167289894841774,39.44621542128697,9.336868827529067
162,9.848,0.03197326080058055,0.01001256337494488,0.0004910334054052474,45.5693869675897,9.707677609433413
163,9.775,0.03498874877319453,0.009681716880456633,0.5279751285475505,43.78326146761607,9.973780859374322
164,9.862,0.042173153673421844,0.00907588946242426,0.5736671087965695,41.71565120105451,10.05195034350584
165,10.192,0.059499091104613724,0.00799369247504889,5.38526360817897,34.03692662398882,9.493858044383973
166,10.28,0.001098784959772138,0.08869971828332655,11.08641327973089,25.60201501463753,7.858672134220536
167,9.934,0.0011279255988273364,0.10259554241950432,21.65008113665315,15.215901053990768,6.464878520941574
