,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,fast_slow_2055,102.43669213021037,56.90897009,50359.04708089,54.622178247160385,33204.65032364217,13.584160800111704,65.4880616976958,72.8870616976958,3.107891742641671,0.0,7.399,0.0
1,2,fast_slow_2055,104.9205296579302,57.64056648,51201.047146319994,54.94378415520552,34009.781325567186,13.250993569249259,4.01736110697521e-09,72.88706170171317,2.959896897930592,0.0,7.399,0.0
2,3,fast_slow_2055,106.7479850909259,58.88709077,51904.12100707,56.2025285573562,34602.14737500511,12.839802872316236,4.489339871104026e-11,72.88706170175806,2.81894942660241,0.0,7.399,0.0
3,4,fast_slow_2055,103.34637422351588,60.6385859,53363.08454018,58.26465141390054,33499.52196763772,11.838716353138606,17.401800959112574,90.28886266087063,3.360370718121427,4.61112863249452e-13,7.399000000000461,3.3094782210002584e-14
4,5,fast_slow_2055,107.38911116395917,62.07380229,54824.943059490004,59.132007408613156,34809.96711835823,11.716025803775171,3.6969034402799064e-11,89.9648626609076,3.200353064878916,8.744828025241894e-13,7.075000000001336,9.099789563581982e-14
5,6,fast_slow_2055,109.02141706237735,63.49749724,56233.140570624004,60.98007650237849,35339.075833712806,11.327722341613958,6.115853366079553,95.98671602698715,3.2647123188107,2.583398821841289e-12,6.9810000000039185,2.538983116389616e-13
6,7,fast_slow_2055,109.27562426001256,64.96367652,57486.699176409995,61.88932590082369,35421.47659199285,10.813462281327675,10.545697395204588,106.45041342219174,3.4700258399709965,4.550768228613375e-12,6.89900000000847,5.234087970019362e-13
7,8,fast_slow_2055,104.2673008300177,65.70342158,57912.15527807,62.51424354863835,33798.03849825499,9.826532742201012,23.9864151048273,129.22282852701903,4.1014091730035656,5.292631294482165,10.977631294490635,0.31443104014476014
8,9,fast_slow_2055,99.48156956000321,66.63889343,59562.774270309994,61.038995422508314,32246.75321112585,8.929055123524158,8.78944182075822,137.70527034777723,4.1908838991544695,28.188333172724626,38.85896446721526,1.91405242856636
9,10,fast_slow_2055,94.91843044001664,69.2362676,60929.20450895,63.51743393230094,30767.620727380112,8.113796750645307,9.868405283788234e-11,137.25827034787594,3.9913179991978653,31.990016184834804,70.40198065205006,3.5966884786330713
