,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL_zero_cost_HVDC,RE_PV_MY,646.2485285509181,26.101881920305914,0.0,26.101881920305914,0.0
1,MEX-CHL_zero_cost_HVDC,RE_WIND_MY,646.2485285509181,4.791445863906475e-12,0.0,4.791445863906475e-12,0.0
2,MEX-CHL_zero_cost_HVDC,PP_CO2_MY,646.2485285509181,0.0,507.77030164853744,507.77030164853744,4040.776197642103
3,MEX-CHL_zero_cost_HVDC,EL_Demand_MY,646.2485285509181,0.0,0.0,0.0,0.0
4,MEX-CHL_zero_cost_HVDC,CO2_Budget_MY,646.2485285509181,0.0,0.0,0.0,0.0
5,MEX-CHL_zero_cost_HVDC,RE_PV_MY,646.2485285509181,33.55810222174651,0.0,33.55810222174651,0.0
6,MEX-CHL_zero_cost_HVDC,RE_WIND_MY,646.2485285509181,7.751850805426652,0.0,7.751850805426652,0.0
7,MEX-CHL_zero_cost_HVDC,PP_CO2_MY,646.2485285509181,0.0,71.06639195489686,71.06639195489686,812.3680488488212
8,MEX-CHL_zero_cost_HVDC,EL_Demand_MY,646.2485285509181,0.0,0.0,0.0,0.0
9,MEX-CHL_zero_cost_HVDC,EL_Transport_MY,646.2485285509181,0.0,0.0,0.0,0.0
