,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX-CHL_zero_cost_HVDC,353467.4722313108,353467.4722313108,143.496482766801,61388.689513944875,61388.689513944875,22.19219542535962,374416.17568612914,374416.17568612914,93476.79041948917,93476.79041948917,1.0820000000495014,8.615000000049502,15080.453283142993,15080.453283142993,0.06993856690965078,0.0,7.217,5868.250173035043,5868.250173035043,0.0,32.69220650667398,2.155000000017024,6.852000000017023,12517.3461646917,12517.3461646917,0.12911535625146248,0.18400000005430822,4.881000000054308,19570.75474253868,19570.75474253868,0.01968395497314369,3.879765177281318,0.0,0.0,0.07863061047501457,0.07863061047552643
1,2,MEX-CHL_zero_cost_HVDC,356734.0896386129,339746.7520367741,144.8226249024082,56834.69064479867,54128.27680457016,20.545911172166676,379874.37278915837,361785.1169420556,94258.17065420083,89769.68633733412,1.25198220006202,9.866982200111522,17272.032978935607,16449.55521803391,0.13768892828087104,0.0,7.217,5868.250173035043,5588.809688604802,0.0,31.4231770958812,2.4782500000241097,9.330250000041133,17044.65397742841,16233.003788027056,0.25338581650453645,0.2015352000624739,5.082535200116782,20378.82603374279,19408.405746421704,0.039122614590709856,3.4209070940488377,0.0,0.0,0.07811738750842902,0.07811738750895528
2,3,MEX-CHL_zero_cost_HVDC,369665.3877567464,335297.40386099444,150.07231813683094,51965.375433726884,47134.12737753005,18.785639115418583,395341.54777322913,358586.43788955023,95288.08910061957,86429.10576019915,1.4486686036965335,11.315650803808055,19807.909844945596,17966.358136005074,0.2028606528187502,0.0,7.217,5868.250173035043,5322.675893909336,0.0,31.011656883103406,2.8499875000342754,12.180237500075409,22251.05796208759,20182.365498492145,0.37211925275946955,0.22074150463144676,5.303276704748229,21263.906519010754,19286.99003991905,0.058350734540262926,2.9788768502599012,0.0,0.0,0.07777324408138091,0.07780371914544314
3,4,MEX-CHL_zero_cost_HVDC,367551.58767020254,317504.88082945906,149.2141829432967,47175.251204987384,40751.755711035425,17.053994836356566,396162.01080828754,342219.64004603174,95073.26788676542,82127.86341584314,1.6762544413427816,12.991905245150836,22742.172966615417,19645.544080868516,0.26496911288300623,0.0,7.217,5868.250173035043,5069.215137056511,0.0,29.36602642791665,3.2774856250470568,15.457723125122465,28238.422544459605,24393.411117123076,0.48446889423826056,0.2417781700258416,5.54505487477407,22233.335174536856,19205.990864517313,0.07740211840911503,2.5755109609374403,0.0,0.0,0.07681814528324227,0.0772206204750973
4,5,MEX-CHL_zero_cost_HVDC,375260.0875847219,308727.4027465691,152.34358723659443,45993.41132690686,37838.893322767246,16.626756174910817,406435.13927540835,334375.19492426165,97140.76079378958,79917.9443082169,1.939594014084875,14.607499259235713,25570.25074418854,21036.70856829287,0.32342210735935567,0.0,6.893,5604.800948140577,4611.083610751139,0.0,28.554197480030183,3.7691084688099856,19.08383159393245,34862.65706499405,28681.59424519129,0.5894133284096423,0.26481962963229166,5.666874504406362,22721.780594396307,18693.265126688,0.096309680724492,2.3914180579988913,0.0,0.0,0.07615729831721536,0.07713079853005073
5,6,MEX-CHL_zero_cost_HVDC,385820.39891874924,302300.3781101391,156.63073570824676,45794.44476142809,35881.14574947335,16.554829164590554,420683.0993580875,329616.2161381121,101838.64234628459,79793.24103593682,2.244304233705943,16.757803492941655,29334.332292738825,22984.21692724157,0.37750465100210806,0.0,6.799,5528.368148325519,4331.621102083826,0.0,27.959761971406763,4.334474739136989,23.397306333069444,42742.58358021541,33489.93265756388,0.685733942941975,0.29005694033926577,5.935931444745629,23800.585632523547,18648.381620355456,0.11510550726547336,2.2676884113667177,0.0,0.0,0.07519902220095664,0.07670998784630358
6,7,MEX-CHL_zero_cost_HVDC,389956.1172152131,290991.2586786294,158.30970499362564,43595.7291908149,32531.804349786933,15.759986889667166,429154.4170030792,320241.63350231334,101197.18405026916,75514.89683458139,2.5968844288258133,19.272687921767467,33736.607062465286,25174.775620291577,0.43428039518673445,0.0,6.717,5461.692727210251,4075.5992047425807,0.0,26.913781515186432,4.984645950012028,28.381952283081468,51848.61668946439,38690.23606798913,0.7860783935306866,0.31769936675676286,6.253630811502392,25074.426318568876,18710.922980746764,0.13356828022523412,2.056010034906535,0.0,0.0,0.07392880702035982,0.0766221560342214
7,8,MEX-CHL_zero_cost_HVDC,394897.87972181645,280646.5504262652,160.3159024349064,42190.54052570078,29984.02945971382,15.252006971662402,436243.92799642915,310030.41500969115,102477.20270712793,72828.63472791575,3.004854972601162,21.06354289436863,36871.47702776315,26203.870337952925,0.4939729711233809,0.0,5.503,4474.571248747658,3179.9942468219833,0.0,25.956999448925266,5.732342842520651,34.09629512560212,62287.67206940918,44266.685636996524,0.8907669355279717,0.34797611641168663,6.583606927914078,26397.491601321726,18760.20444332603,0.15171882957920776,1.8949906618539125,0.0,0.0,0.07291671182992623,0.07676049153637916
8,9,MEX-CHL_zero_cost_HVDC,397635.01570834045,269135.0303523001,161.42709205708368,41013.49334446171,27759.546669833268,14.826500884502948,444280.3402784083,300706.42207592586,102561.68769824333,69417.78727026445,3.4769176888040607,24.233460583172693,42420.37959504621,28711.782662125806,0.5568123301075378,0.0,5.196,4224.944977011235,2859.60906284659,0.0,24.892298957284247,6.592194268909999,40.589489394512114,74149.54603005377,50187.33142969835,1.0001239720395874,0.38113824030872007,6.865745168222798,27528.74714414327,18632.53965449097,0.16957637625663513,1.754403349533463,0.0,0.0,0.07141763471174804,0.07665863045095489
9,10,MEX-CHL_zero_cost_HVDC,413011.29788574186,266230.76511583384,167.66937058007878,42262.52123395709,27242.79800925272,15.278028213639184,465553.1524597542,300099.713048861,106579.42127470627,68702.04523900844,4.0231414577233116,27.809602040896007,48680.371955672716,31379.801807425436,0.6230342433309337,0.0,4.749,3861.482620443871,2489.146126958183,0.0,24.62368346556346,7.581023409251488,47.7395128037636,87211.32625466376,56217.19849893552,1.1144769084251187,0.41746071461314455,6.852205882835942,27474.460310770504,17710.282084594655,0.18715854619700134,1.7217448341847708,0.0,0.0,0.07045156275441716,0.07665391328106133
10,11,MEX-CHL_zero_cost_HVDC,314674.20732526685,193182.66642441394,127.74765859942389,83482.01812995435,51250.71736230891,30.17900000003289,467041.73056302086,286723.10834925075,106735.79417421001,65526.51867074607,4.655176980735734,31.762779021631736,55600.360438277356,34133.798174701755,0.6928796083198518,0.0,4.047,3290.675966505864,2020.189588945997,0.0,17.86746481759404,8.718176920643002,56.27968972440661,102812.6617513266,63118.05568094247,1.2341547061107652,0.4572447207187517,7.131450603554693,28594.11405841947,17554.305593719855,0.20448137961425006,3.239045337297923,0.0,0.0,0.06432498210419589,0.06597033486033368
11,12,MEX-CHL_zero_cost_HVDC,305322.3983202902,178515.68279207332,123.95112340129153,89130.93390659598,52113.01107211877,32.22110000003619,482258.77962185425,281966.72042499855,112079.27607091668,65530.4314544661,5.386505284416823,36.369284306048556,63663.9922130655,37223.01770753962,0.7665935292282183,0.0,3.267,2656.4463510191886,1553.1691640101596,0.0,16.510915501438852,10.025903458742253,66.17659318314887,120892.48757609361,70683.33369188137,1.3594860867524414,0.5008201426772968,7.5032707462319905,30084.95626710461,17590.05084244728,0.22155933527262298,3.2935422997579074,0.0,0.0,0.061933024461868706,0.06374756349120778
12,13,MEX-CHL_zero_cost_HVDC,291165.882656789,162132.05835999656,118.20403105041129,89285.28947210546,49717.39007088322,32.276900000034566,488625.7698542333,272085.11214065354,111173.78134071667,61905.721370801184,6.232725264600894,42.47300957064946,74348.48945107186,41400.02091133635,0.8444241319252882,0.0,3.138,2551.5545299963924,1420.8010368224468,0.0,14.995594077716078,11.529788977566378,77.44338216071525,141474.84277112875,78778.48618575146,1.4907973420453897,0.5485483022792342,7.7888190485112245,31229.884722542636,17389.968378883445,0.23840528971281372,3.142139052479822,0.0,0.0,0.05903384780914526,0.06201176144904307
13,14,MEX-CHL_zero_cost_HVDC,285499.4697251624,151406.46439316348,115.90364872538488,92619.14838890522,49117.91186922117,33.482100000034414,508220.45096948347,269520.15598369716,112974.79703528751,59912.94695263169,7.211886403668789,49.684895974318245,86972.80935742546,46123.53772784558,0.9266210731309387,0.0,3.138,2551.5545299963924,1353.1438445928063,0.0,14.003583891723709,13.259257324203165,90.31263948491842,164984.61346715112,87494.86304959143,1.628409685177947,0.6008249554911461,7.999644004002372,32075.20402134984,17010.16551882563,0.25503053163943457,3.104252030134778,0.0,0.0,0.0565036973262988,0.06046112863058707
14,15,MEX-CHL_zero_cost_HVDC,274290.87594353146,138535.53123814714,111.3533183250437,93686.63607227,47318.11750405752,33.86800000003384,509221.18790452083,257191.30299688264,113159.62907680168,57153.30221955238,8.344873757671293,55.66876973198954,97447.50798241314,49217.613381191855,1.013433691803761,0.0,0.777,631.7902708117263,319.0970188013629,0.0,12.813151284216243,15.248145922731611,105.25378540765003,192279.34429195247,97114.13482485697,1.7726360833380705,0.658083573754236,8.350727577756606,33482.90132026434,16911.140430176856,0.27144475116782363,2.990505026256436,0.0,0.0,0.053979184043436615,0.06000157319002148
15,16,MEX-CHL_zero_cost_HVDC,277123.237930086,133301.0157227034,112.50316665600131,98456.16772207647,47359.10008683105,35.592200000033785,533169.7841134876,256463.78234405874,117662.3769139529,56597.615097635564,9.655853424963185,64.87062315695272,113555.24108661385,54622.01254050348,1.105108747735697,0.0,0.323,262.6361100028154,126.33245948745505,0.0,12.329010944192854,11.635273868571282,116.59505927622129,212997.7697095132,102455.56908551874,1.8445215161099342,0.7207989383376767,8.777526516094284,35194.18534945706,16929.004906471564,0.2876560238656403,2.993095125487721,0.0,0.0,0.052310475507994836,0.05928355430933773
16,17,MEX-CHL_zero_cost_HVDC,273276.14175107115,125190.94922152079,110.9413687143988,105310.88262070798,48244.128719630215,38.07020000003381,539123.5874406751,246978.72718391134,121753.03351477502,55776.46749052352,11.172787997845733,75.56941115479846,132283.34005200406,60600.52224532951,1.201887683036657,0.0,0.0,0.0,0.0,0.0,11.578910893498449,1.4656691372089088,117.2137284134302,214127.96465286342,98094.48778804397,1.7748538281884074,0.7894910771664942,8.720017593260778,34963.59878435367,16017.227453396925,0.30367078974748574,3.0490289350806297,0.0,0.0,0.05143900681106725,0.05915126294962245
17,18,MEX-CHL_zero_cost_HVDC,274728.64196743816,119863.19648222237,111.53103732223701,106215.7160522404,46341.56508580783,38.397300000033034,548695.5857853708,239394.06658485616,121064.52021838333,52820.04915847829,12.928032982910059,88.3324441377085,154624.87489226897,67462.32073774014,1.3040033335082157,0.0,0.0,0.0,0.0,0.0,11.086147042640754,1.6855195076010197,118.21524792103122,215957.55694231208,94221.56675846381,1.7095940482549306,0.8647295768250688,8.900747170085847,35688.24828706354,15570.66451427967,0.3194938268594422,2.9287869134230524,0.0,0.0,0.050509694973581445,0.05936751248500256
18,19,MEX-CHL_zero_cost_HVDC,277578.60227033723,115339.64259257114,112.6880300064842,108476.2782052493,45074.13415743246,39.21450000003219,557320.5149268375,231578.18533348237,122576.23604638335,50932.95787318439,5.230099380800282,93.56254351850879,163780.10058906532,68054.01465103067,1.3012636613115496,0.0,0.0,0.0,0.0,0.0,10.667763543386895,1.9383474336535702,119.4445953546848,218203.3490298309,90667.9984831533,1.6485751938690922,0.9471383055012396,9.138885475587086,36643.08261849494,15225.957686000302,0.3351282195100342,2.8486852787497274,0.0,0.0,0.0502492166610668,0.059471692713148935
