Case_study,scenario,build_time_s,build_time_min,update_time_s,update_time_min,solve_time_s,solve_time_min,full_time_s,full_time_min
three_country_Autarky,MEX-CHL-USA,19.04565715789795,0.31742761929829916,0.2896840572357178,0.004828067620595297,70.66852712631226,1.1778087854385375,90.01349925994873,1.5002249876658122
