,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,slow_fast_2055,100.64881563253967,56.81350746,99909.77623629,54.098158188630926,65250.227414979214,13.34706995570775,66.6151911313926,74.01419113139261,3.1613823509917105,34001.93502530953,0.0,7.399,0.0,1755.3538514591378
1,2,slow_fast_2055,102.69443464816443,58.17234609,102635.04445976,55.24505861863476,66576.39409796566,12.969847727199891,3.6931129132177993,77.70730404461041,3.1732048745744903,35698.54189754355,6.6377888668816095e-15,7.399000000000006,5.367837844874804e-16,1755.7962979857875
2,3,slow_fast_2055,104.14728701936319,59.45655351,104757.47779830999,57.02067213760538,67518.27251973678,12.526987126512367,3.1655363997705828,80.872840444381,3.1522938616366374,37152.78143377215,0.0,7.399000000000006,5.112226518928385e-16,1712.3191196256264
3,4,slow_fast_2055,105.89494872758614,60.6655974,106673.57266286999,57.993822622091244,68651.27466376897,12.130665160101817,1.8166134311925308,82.68945387557352,3.07271799302206,37987.329118605456,0.0,7.399000000000006,4.868787160884176e-16,1760.8277551336514
4,5,slow_fast_2055,108.90213042839096,62.1781037,109571.386855362,59.56453668103446,70600.81861639806,11.8810944271352,2.8637488769585557,85.22920275253207,3.0322378264897725,39154.083425784804,0.0,7.075000000000006,4.636940153223024e-16,1634.1280963966515
5,6,slow_fast_2055,111.27841081060436,63.70655604,111796.18448309,60.32778244048873,72141.35175001461,11.562232213119719,1.5357204338823405,86.67092318641441,2.9422742874700907,39816.40620156849,0.0,6.981000000000006,4.416133479260023e-16,1656.1866788804236
6,7,slow_fast_2055,113.73032687659715,64.85470242,114050.67379504,62.209777748978446,73730.91919701302,11.254281165183702,1.4515320232005677,88.04045520961499,2.8518239590636516,40445.565801317134,0.0,6.899000000000006,4.205841408819069e-16,1637.1453790787875
7,8,slow_fast_2055,117.02556691395024,66.33880109,116883.42280167,63.69399550735563,75867.21022510905,11.028918518081603,3.3638390035084003,90.19029421312338,2.827740653391158,41433.19648395745,0.0,5.685000000000006,4.0055632464943516e-16,1315.6553851968765
8,9,slow_fast_2055,113.07038844521477,67.95038888,119542.09982351001,64.84882592711804,73303.08373310887,10.14873142564015,23.172096096834114,113.05539030995749,3.4438675488402684,51937.3646704589,0.0,5.378000000000006,3.81482213951843e-16,1279.8664234503017
9,10,slow_fast_2055,115.92150236979096,69.26710894,121798.35518260999,66.32299684577151,75151.44956628353,9.909176804733598,1.749790706108538e-12,112.60839030995923,3.2798738560384066,51732.013984003745,2.206781421734995e-14,4.9310000000000285,1.586931857741265e-15,1138.9237658419684
