scenario_2055
135.26668153476712
103.94604426547838
109.02007286714556
111.60255670617784
106.88182762519396
118.1496432073821
105.65184615490516
106.3188293727164
108.57887542231562
114.06218526214414
111.72413793
108.49655171999989
105.26896551999992
102.04137930999983
90.41329134862379
95.58620690000008
87.05970398333392
89.13103447999993
70.25263476527626
47.283021867844475
79.44827586000011
52.78381250964788
72.99310345000004
61.663692580095606
37.274172849596326
63.3103448300001
41.25108522446795
55.59413053681967
50.287707500039
37.756580650391406
