total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
93298.4908398137,2.8632204102002334,93298.49082726167,0.03068881805511904,0.0306888180592478
89908.69945275424,2.7574057042811018,89908.69944018572,0.030668953294448215,0.03066895329873549
86265.67195689767,2.635289835602953,86265.67194431368,0.030548534264239726,0.030548534268695988
82215.30266120068,2.489541883571521,82215.30264860239,0.030280760430094405,0.030280760434734492
79925.77385690919,2.4080993292572206,79925.77384429601,0.030129196291154237,0.03012919629590896
79861.23885032363,2.3814092279324988,79861.23883769507,0.029819337418440863,0.029819337423156237
75579.77285108627,2.1913352283659413,75370.85813436566,0.02899367311785254,0.029074038462709142
74358.8484416926,2.102581011454265,72941.41371686547,0.02827613734635728,0.028825613657774602
71065.5241345765,2.0180773161534296,69491.69444237177,0.0283974169012221,0.02904055416042539
69650.38545123805,2.020667011435442,68690.23341792828,0.0290115696897342,0.029417093389990493
66619.27589273683,1.9440370658079413,65532.938283419644,0.029181299852883723,0.029665037410657322
66245.31291287512,1.9565705879359077,65586.27484961168,0.02953523052278674,0.02983201275605748
62977.60442406032,1.869521958685047,62001.585649716246,0.029685504486588635,0.030152808820843487
60768.22154763143,1.8232220509603905,59799.65408060373,0.030002886451618634,0.03048883942544009
58349.8106747641,1.7685769064521248,57214.15173686459,0.03030989965520184,0.030911528927074595
57463.78781579087,1.7645725443116012,56587.88437070722,0.030707557078698218,0.031182868275334112
56338.54454825146,1.7743665783376412,55823.998801775,0.03149471809336457,0.03178501390841286
53546.002636814126,1.7099874618595277,52719.29908693368,0.03193492282622553,0.032435701753920756
51882.7848939293,1.680924431359176,51011.83025109535,0.03239850048133899,0.032951658920786955
50486.29710017322,1.6328847317952564,49182.68400683695,0.03234312725600257,0.033200398977173896
49704.507135548185,1.595201145640977,48019.70573464411,0.032093692052729446,0.03321971930557062
48286.0748272116,1.5305887408609598,45759.005727289885,0.031698346704263414,0.03344890730324901
48606.193889302915,1.5237520227979071,45740.075088596524,0.03134892697560607,0.03331328205838023
47611.02967693716,1.4640510487462877,43110.612329782954,0.030750249651825438,0.03396033991692687
47504.19372858229,1.4297447133543635,41507.185298315795,0.03009723144704413,0.034445715918308174
47761.39703178778,1.4008293942610093,39576.610290420984,0.0293297407805865,0.035395385910552885
49117.415749718944,1.399446611367067,39043.44925126677,0.028491861593412,0.03584331400540033
50420.57680827356,1.3809319404450244,37113.23643933799,0.02738826145714434,0.037208609998273086
54588.58246363291,1.4148335480788228,36078.75785637633,0.025918122146172038,0.03921514021383566
59594.94614356947,1.4518178105023345,34770.182759916774,0.02436142499407211,0.04175467872938524
