RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
0.027109839467923693,3.233718510493193e-06,9.3599782802388e-05,0.000118617491456772,9.633589712893975e-05,19.14748381435162,24.6446669
0.0007898452117519747,3.362649747149569e-06,0.0001072799294434298,0.00010536442043044715,9.841635307594033e-05,23.03669044526582,23.8957202
0.0,3.2838592901598795e-06,0.0001090011337014721,0.00010401315386841184,9.747821592455889e-05,22.471710130986537,23.1738763
0.0,3.134027181796561e-06,0.00010980736022323384,0.00010338718560786955,9.656899959601748e-05,21.84209373673118,22.5122237
0.0,2.985798838696643e-06,0.00011029956797333813,0.00010298724668641108,9.576809003732163e-05,21.33309031606498,21.9715276
0.0,2.855917409238038e-06,0.00011082996230848623,0.00010250381729354178,9.517696583370233e-05,21.087137264118656,21.6978045
0.0,2.7646851914303945e-06,0.00011121866695722486,0.00010214980679956914,9.469288752583586e-05,20.94039949531349,21.5315602
0.0,2.615032311638476e-06,0.00011060101639893047,0.00010271650864341594,9.395732996534934e-05,20.410929015673076,20.9700946
0.0,2.417523996413593e-06,0.0001105037520325646,0.00010278608326904227,9.363494752463813e-05,20.362765249086028,20.8797037
0.0,2.3247529583433215e-06,0.00011130880710039707,0.00010216416618108791,9.379834793104336e-05,20.89603501167774,21.3931379
0.0,1.779934876188031e-06,0.00011247570132143742,0.00010149822154295805,9.412337492720917e-05,21.65201237504532,22.0326325
0.0,1.8733150885501803e-06,0.00011383389203261354,0.00010086514606536261,9.408880355143919e-05,22.15868085558854,22.5592635
0.0,1.9001477127205969e-06,0.00011518811089724716,0.00010032378621741067,9.372621697971653e-05,22.37798714168406,22.7843043
0.0,2.002464717085727e-06,0.00011763987934500963,9.920606354329274e-05,9.31542589877709e-05,22.60393195708188,23.0321202
0.0054126745000285,2.071491437541193e-06,0.0001182830644170926,9.905928002512281e-05,9.12667487792179e-05,21.530818983828887,22.9332566
0.03033136724664182,2.2530868534257435e-06,0.0001134180764310751,0.00010180966194962366,8.378891006050627e-05,17.26066494097574,23.1192155
0.06350856894033473,2.10474200193905e-06,0.00011049730425168176,0.0001036659458753796,7.661858220205385e-05,11.705188500761015,23.4132785
0.0906005005138213,2.0649464537681612e-06,0.00011319941047516332,0.00011150244448961027,7.62131960360913e-05,7.569787893731219,24.071908
0.10842663060376526,2.460167636431947e-06,0.0001150681023798477,0.00011035602373497405,7.606205716986462e-05,7.179288707018836,26.9259066
0.11569313412668047,2.8245742320719264e-06,0.00011537417489481883,0.00010939923003967364,7.628197075759219e-05,7.409175280340752,28.5218206
0.10820757723339226,3.097292359004632e-06,0.00011407893080413585,0.00010649692654532399,7.671068305379154e-05,8.783827217920425,28.6278281
