,year,total_fossil_gen,total_curtailment
0,1,1272779.807610772,4.912726581096649e-08
1,2,1269968.537891739,5.005858838558197e-08
2,3,1232552.2713565137,5.3551048040390015e-08
3,4,1216519.799197946,5.471520125865936e-08
4,5,1230319.0405559062,5.727633833885193e-08
5,6,1213020.8874356144,6.05359673500061e-08
6,7,1169775.648491872,6.263144314289093e-08
7,8,1151304.5696886133,6.635673344135284e-08
8,9,1057023.7439080956,898.1372488357592
9,10,989833.9959949083,9910.584463201463
10,11,994027.1665552338,9472.71692710137
11,12,991434.6951879134,9836.327918483876
12,13,977614.7583891748,10558.735443748068
13,14,948577.0617608002,13830.31785365683
14,15,932987.1380515185,18826.04737404338
15,16,939984.9763119405,19067.676484298892
16,17,944810.2317414855,19409.29738263227
17,18,909439.8629234151,33351.340853269445
18,19,885617.9809551119,48228.36482330458
19,20,836814.9471755384,85839.82539799577
20,21,821870.0190932201,132138.09091525222
21,22,801913.893198041,192240.71548684104
22,23,775199.0501288413,272838.3753710147
23,24,745458.3952708566,374339.2634098944
24,25,718067.4372386739,423121.96155017824
25,26,703809.1083390318,491200.94465191755
26,27,690482.5914570112,530102.4277514813
27,28,679758.4529757953,557244.7104955956
28,29,669428.4356250014,504842.6912768781
29,30,664217.999686212,423012.1687438416
