total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
1457621.6253050882,10.218114240424253,1457621.625299146,0.007010128049030244,0.007010128049058824
1394482.3812303087,9.781206143161146,1394482.381224365,0.00701421995345075,0.0070142199534806455
1332757.583445929,9.35249309309852,1332757.5834399848,0.00701740002027755,0.0070174000203088475
1269671.0351626053,8.957466038899486,1269671.0351566605,0.007054950290925014,0.007054950290958047
1211352.5561812352,8.665884984794316,1211352.5561752904,0.007153891689561744,0.0071538916895968535
1150998.7817588774,8.298580312045747,1150998.7817529324,0.0072098949569385515,0.007209894956975792
1093416.470187265,7.974109580338122,1093416.4701813199,0.007292838362835735,0.007292838362875387
1045275.4531764025,7.798307800257372,1045275.4531704574,0.007460528970196066,0.007460528970238498
998422.0532441317,7.454868619256928,998422.0532381868,0.007466650596342628,0.007466650596387088
948510.1584724167,7.10925460227617,948510.158466472,0.007495180245328824,0.007495180245375799
907340.8010295744,6.821307197438504,907340.8010236312,0.0075179107890863675,0.007517910789135609
862667.2848250408,6.490895514456244,862667.2848190968,0.00752421661124274,0.007524216611294584
821433.6049449714,6.210589505270334,821433.604939028,0.007560671328617469,0.0075606713286721725
785187.9177682496,5.9654444861945075,785187.9177623071,0.007597473612622787,0.007597473612680287
747022.3016522514,5.6944308235322465,747022.3016463099,0.0076228391186413036,0.007622839118701933
709152.9655075105,5.49443012606041,709152.9655015711,0.007747877246946687,0.007747877247011578
676418.7453410699,5.3166275383113915,676418.7453351308,0.00785996481459217,0.007859964814661183
642682.6106675304,5.071439067448756,642682.6106615935,0.007891047592187441,0.007891047592260338
613656.7160622675,4.860161191213177,613656.7160563308,0.00792000000000003,0.00792000000007665
586097.0683561006,4.641888781380374,586097.0683501658,0.007920000000000099,0.007920000000080295
556109.152000328,4.404384483842661,556109.151994396,0.007920000000000116,0.007920000000084597
531295.3034107682,4.2078588030133925,531295.303404819,0.007920000000000205,0.007920000000088887
504566.0769299899,3.9961633292856336,504566.07692406053,0.007920000000000225,0.007920000000093297
479056.20697692985,3.794125159257406,479056.20697100187,0.007920000000000255,0.007920000000098258
458707.18709813035,3.632960921817329,458707.1870922065,0.007920000000000297,0.007920000000102578
435985.49846700556,3.453005147858842,435985.49846108165,0.007920000000000363,0.007920000000107974
413204.1017917107,3.2725764861905353,413204.1017857897,0.007920000000000451,0.007920000000113942
393911.08183623216,3.119775768143186,393911.08182972705,0.007920000000000578,0.00792000000013137
371967.58082502196,2.9459832401344666,371967.5808191023,0.007920000000000786,0.00792000000012683
354261.53243795974,2.805751336909077,354261.5324320373,0.00792000000000123,0.007920000000133634
