,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,WECC,5528.180427301044,95843.61371830001,95843.61371830001,84832.82889517849,84832.82889517849,0.0,48.4064,5740.529222938248,5740.529222938248,0.0,0.0,48.4064,5270.255600573958,5270.255600573958,0.0,10.218114240424253,0.10661236407900168,0.10661236407943626
1,2,WECC,5556.395694736709,96276.59179959999,91691.99219009523,85265.80697649809,81205.5304538077,0.0,48.4064,5740.529222938248,5467.170688512617,0.0,0.0,48.4064,5270.255600573958,5019.291048165674,0.0,9.781206143161146,0.10667459512539688,0.10667459512585149
2,3,WECC,5578.500153948329,96615.7963228,87633.37534947845,85605.01149971875,77646.26893398525,0.0,48.4064,5740.529222938248,5206.829227154873,0.0,0.0,48.4064,5270.255600573958,4780.277188729213,0.0,9.35249309309852,0.10672295864172102,0.10672295864219707
3,4,WECC,5610.021460433321,96644.5763555,83485.218750027,86088.72248469095,74366.67529181812,0.0,46.4064,5503.3486342996275,4753.999468134868,0.0,0.0,46.4064,5052.505236961958,4364.543990464924,0.0,8.957466038899486,0.10729403567448458,0.10729403567498697
4,5,WECC,5698.7758093171315,96815.7766346,79650.57903618347,87450.70453132957,71945.91104021847,0.0,41.171400000000006,4882.52844353804,4016.8682337405003,0.0,0.0,41.1714,4482.543660207548,3687.79976261541,0.0,8.665884984794316,0.10879876944541819,0.10879876944595217
5,6,WECC,5730.09407092176,96591.68374430001,75682.11167690514,87931.2996860896,68896.47415563097,0.0,38.07340000000001,4515.135711736819,3537.7269753019864,0.0,0.0,38.0734,4145.24834697256,3247.9105463631263,0.0,8.298580312045747,0.10965048580344043,0.10965048580400683
6,7,WECC,5781.352487351838,96347.3520051,71895.87749137446,88717.88697780963,66202.6532199097,0.0,33.5412,3977.660779822841,2968.191716501458,0.0,0.0,33.5412,3651.8042479914075,2725.032555354229,0.0,7.974109580338122,0.11091191676812677,0.11091191676872986
7,8,WECC,5936.588158355053,96710.6322377,68730.44075641363,91100.0597903336,64743.11166672787,0.0,24.665600000000005,2925.1007635623737,2078.8145014131414,0.0,0.0,24.6656,2685.4716843540737,1908.5145886635305,0.0,7.798307800257372,0.11346221142173184,0.11346221142237715
8,9,WECC,5958.896493415965,96994.4612223,65649.66925401775,91442.39289542058,61891.810869713,0.0,24.4084,2894.5993398634464,1959.1787705218335,0.0,0.0,24.4084,2657.4689875935705,1798.679614173853,0.0,7.454868619256928,0.11355531115271077,0.11355531115338699
9,10,WECC,5966.76886047574,96752.91432139999,62367.791241631036,91563.198498017,59022.45414924176,0.0,22.815400000000004,2705.6850010127855,1744.108676129601,0.0,0.0,22.8154,2484.0308229766124,1601.228416650557,0.0,7.10925460227617,0.11398919956437586,0.1139891995650903
10,11,WECC,6011.350546990259,97181.099536,59660.76499881411,92247.32786638335,56631.85718089253,0.0,21.690200000000004,2572.2472018446983,1579.1366485955925,0.0,0.0,21.6902,2361.524468408501,1449.7711697167745,0.0,6.821307197438504,0.11433489325068848,0.11433489325143739
11,12,WECC,6006.180271683429,97016.1409437,56723.32831687212,92167.98727932897,53888.71327900586,0.0,21.3138,2527.6098150629095,1477.8411097588832,0.0,0.0,21.3138,2320.543849976723,1356.7739284982945,0.0,6.490895514456244,0.11443079429598317,0.11443079429677179
12,13,WECC,6034.146764949715,96997.9223564,54012.07265352513,92597.14779050548,51561.55670627096,0.0,19.347,2294.366424195691,1277.5890760024072,0.0,0.0,19.347,2106.408142400682,1172.9268716425845,0.0,6.210589505270334,0.11498520978939063,0.11498520979022263
13,14,WECC,6085.764627202711,97353.7922427,51628.79459259006,93389.25096695358,49526.3137085472,0.0,17.4292,2066.933957750118,1096.1392081686668,0.0,0.0,17.4292,1897.6073187331353,1006.3416762649522,0.0,5.9654444861945075,0.11554491119197154,0.11554491119284603
14,15,WECC,6099.7489870219515,97252.80397909999,49119.274628798456,93603.84830496661,47276.30405589252,3.5271872795383335e-14,16.041800000000038,1902.4017834115116,960.842174522676,6.615546474648958e-16,0.0,16.0418,1746.5538914954907,882.1283987739845,0.0,5.694430823532246,0.11593067826266973,0.11593067826359191
15,16,WECC,6179.788273142339,96938.8328873,46629.23608777453,94832.09314133451,45615.858248737306,1.7336118550695937e-13,9.261800000000209,1098.35958792661,528.3297416448515,3.633201870838747e-15,0.0,9.2618,1008.3801588508109,485.0480977829284,0.0,5.494430126060406,0.11783229979731416,0.11783229979830111
16,17,WECC,6278.797500033792,97087.3834716,44476.84900833737,96351.44167099654,44139.70558996583,2.5066422431208217e-13,3.2354000000004577,383.68703824074987,175.77145305684243,7.466863803120783e-15,0.0,3.2354,352.25476321513236,161.37196570520453,0.0,5.316627538311384,0.1195369648885893,0.11953696488963883
17,18,WECC,6288.6981727148805,96857.4454467,42258.582618844506,96503.37268745792,42104.101846813945,3.9488431005796093e-13,1.5566000000008573,184.5976521375396,80.53934416834979,1.2929360069445057e-14,0.0,1.5566,169.4751079992196,73.94142825255179,0.0,5.071439067448742,0.12000968213118411,0.12000968213229264
18,19,WECC,6328.044311600183,97107.15982979999,40350.03064479983,97107.15983073917,40350.03064519008,1.7243306265343234e-12,2.578512219206709e-12,3.0578652298166076e-10,1.2706061627899033e-10,3.570562320569993e-14,0.0,0.0,0.0,0.0,0.0,4.860161191213141,0.12045000000000039,0.12045000000116572
19,20,WECC,6346.040919128482,97383.32721379999,38537.889425764326,97383.32721478518,38537.8894261542,5.890928859870236e-12,8.469441079076944e-12,1.0043935102877894e-09,3.9747261822803066e-10,1.0749969317855807e-13,0.0,0.0,0.0,0.0,0.0,4.641888781380267,0.12045000000000138,0.12045000000122116
20,21,WECC,6322.410068001393,97020.6994058,36566.08122702878,97020.6994068337,36566.08122741837,1.385299018534901e-12,9.854740097611845e-12,1.1686765286160946e-09,4.404618925159331e-10,1.182547035025719e-13,0.0,0.0,0.0,0.0,0.0,4.404384483842543,0.12045000000000179,0.12045000000128657
21,22,WECC,6342.316254727421,97326.1702844,34934.48570333056,97326.17028548758,34934.485703720944,8.871958600055792e-12,1.8726698697667635e-11,2.220804710185444e-09,7.971408940797291e-10,2.0587286126064383e-13,0.0,0.0,0.0,0.0,0.0,4.2078588030131865,0.12045000000000311,0.12045000000135186
22,23,WECC,6324.399051320258,97051.2213982,33176.947523773844,97051.22139933806,33176.94752416289,1.8164346072028905e-12,2.0543133304870527e-11,2.4362162248654154e-09,8.328202024093783e-10,2.1355538136732768e-13,6.043921335978381e-14,6.043921335978381e-14,6.580330342758086e-12,2.2494850793792363e-12,1.3893700439117679e-15,3.9961633292854186,0.12045000000000343,0.12045000000141888
23,24,WECC,6304.882348287692,96751.7273511,31499.586211791902,96751.72735229442,31499.586212180773,2.664360296155982e-12,2.320749360102651e-11,2.752183496559237e-09,8.960319747671454e-10,2.2684012245815142e-13,2.0102473436437165e-13,2.6146394772415546e-13,2.8466934844181908e-11,9.268017149252232e-12,5.607216128737039e-15,3.794125159257174,0.1204500000000039,0.12045000000149436
24,25,WECC,6338.921289589538,97274.0727631,30161.568466336863,97274.07276435291,30161.568466725348,3.6948792651362715e-12,2.690237286616278e-11,3.1903603160860633e-09,9.892283562575004e-10,2.4572963720246494e-13,3.9125707296902246e-13,6.52721020693178e-13,7.106511979656764e-11,2.203501318930791e-11,1.3064163243713593e-14,3.63296092181707,0.12045000000000461,0.12045000000156006
25,26,WECC,6326.17436071093,97078.46445199999,28667.539624838242,97078.46445331485,28667.539625226527,6.314503370799482e-12,3.3216876236962264e-11,3.93919912930945e-09,1.1632564211544908e-09,2.802622161579157e-13,6.615024634856324e-13,1.3142234841788105e-12,1.4308632077368277e-10,4.2253787116503566e-11,2.4529747401305374e-14,3.4530051478585375,0.12045000000000564,0.12045000000164213
26,27,WECC,6295.395750250527,96606.1505271,27169.58477495603,96606.15052847922,27169.584775343923,8.053181791384142e-12,4.1270058028346405e-11,4.8942283281566025e-09,1.3764563720250934e-09,3.2053197385449044e-13,1.0697663447196658e-12,2.3839898288984765e-12,2.595573260449765e-10,7.29980931386107e-11,4.144055033507593e-14,3.2725764861901734,0.12045000000000682,0.12045000000173287
27,28,WECC,6301.528583105208,96700.2620645,25901.002640858766,96700.26206609003,25901.00264128465,1.2725663722322104e-11,5.399572175066851e-11,6.403368534395348e-09,1.7151314978768086e-09,3.8213355841660765e-13,1.7699219402597499e-12,4.153911769158226e-12,4.5225789907318497e-10,1.2113651802133167e-10,6.710622172109088e-14,3.1197757681427367,0.12045000000000886,0.12045000000199792
28,29,WECC,6248.015537446558,95879.0763045,24458.14230043412,95879.07630601597,24458.142300820833,2.3086507986465427e-11,7.708222973713393e-11,9.141204311315384e-09,2.331863055641475e-09,4.90135465726138e-13,3.0704635078439645e-12,7.224375277002191e-12,7.865551717183851e-10,2.006452195673453e-10,1.0817457603831657e-13,2.9459832401338684,0.12045000000001195,0.12045000000192888
29,30,WECC,6248.13359214417,95880.8879157,23293.90898183259,95880.88791728564,23293.90898221781,5.545355702755777e-11,1.325357867646917e-10,1.5717457960266096e-08,3.818498588312177e-09,7.403746289241482e-13,7.480640090737368e-12,1.470501536773956e-11,1.6010112216226685e-09,3.889597863148738e-10,2.0247825410708547e-13,2.805751336908134,0.12045000000001867,0.12045000000203236
