,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,USA_maxEmissions,5453.723580681489,47376.3653321,47376.3653321,41845.12476082742,41845.12476082742,0.0,48.4064,2754.0289854694174,2754.0289854694174,0.0,0.0,48.4064,2777.2115858031325,2777.2115858031325,0.0,10.080490554883333,0.21277467117244794,0.2127746711724478
1,2,USA_maxEmissions,5503.38685493732,47757.4198312,45483.256982095234,42226.179259927456,40215.408818978525,0.0,48.4064,2754.0289854694174,2622.8847480661116,0.0,0.0,48.4064,2777.2115858031325,2644.963415050602,0.0,9.687891984491927,0.2129990820205691,0.21299908202056914
2,3,USA_maxEmissions,5412.392786774143,47059.2439742,42684.121518548745,41528.00340292744,37667.1232679614,0.0,48.4064,2754.0289854694174,2497.9854743486776,0.0,0.0,48.4064,2777.2115858031325,2519.0127762386687,0.0,9.074009995251902,0.21258514108832519,0.21258514108832519
3,4,USA_maxEmissions,5439.421648530174,47038.096565399996,40633.276376546804,41735.38943479947,36052.59858313311,0.0,46.4064,2640.2411811514175,2280.7396014697483,0.0,0.0,46.4064,2662.4659494491325,2299.9381919439647,0.0,8.68507099867676,0.21374281803398232,0.21374281803398243
4,5,USA_maxEmissions,5623.412771842183,47851.6304415,39367.654787048596,43147.10959185839,35497.23384133844,0.0,41.171400000000006,2342.4016033490534,1927.0995960317382,0.0,0.0,41.1714,2362.119246292538,1943.3213496784056,0.0,8.551283632378436,0.2172159779045738,0.21721597790457375
5,6,USA_maxEmissions,5699.029779284506,48077.8234669,37670.23271316747,43727.30091685932,34261.48445739951,0.0,38.07340000000001,2166.1442944604714,1697.2307350561377,0.0,0.0,38.0734,2184.3782555801918,1711.517520711807,0.0,8.253591605787546,0.21910115789920626,0.21910115789920617
6,7,USA_maxEmissions,5707.556550247741,47625.3677239,35538.782666055275,43792.72480376615,32678.80550924103,0.0,33.5412,1908.289751095451,1423.995193511303,0.0,0.0,33.5412,1924.3531690383925,1435.981963302935,0.0,7.872324247176166,0.22151361573494147,0.22151361573494144
7,8,USA_maxEmissions,5885.007757869516,47972.722959299994,34093.31856267913,45154.26574218034,32090.293638701693,0.0,24.665600000000005,1403.3222330930307,997.3149112157273,0.0,0.0,24.6656,1415.1349840266114,1005.7100127617002,0.0,7.730551737563241,0.2267468249930246,0.2267468249930246
8,9,USA_maxEmissions,5789.221687305524,47208.38980640001,31952.496438965354,44419.32198975078,30064.745557289745,0.0,24.4084,1388.6891214577358,939.9194590236317,0.0,0.0,24.4084,1400.3786951914867,947.831422651971,0.0,7.242597204751099,0.22666764766207484,0.2266676476620748
9,10,USA_maxEmissions,5869.506260512129,47642.3673686,30710.694795523388,45035.32643744599,29030.172966356768,0.0,22.815400000000004,1298.0571353184487,836.7392031864036,0.0,0.0,22.8154,1308.9837958355258,843.7826259801966,0.0,6.993368667595351,0.22771769620187035,0.22771769620187018
