,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh
0,1,MEX_2042_low-CHL_2040_low_equal_FF_Cost,353743.38158178015,353743.38158178015,143.60849313399203,78955.84269010219,78955.84269010219,28.542774000000023,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,0.6626388211268447,8.195638821126845,14346.366612513793,14346.366612513793,0.04283180178021415,0.9090000000002922,8.126000000000293,6362.445790725743,6362.445790725743,0.11510441543246308,8.790876775688812,0.30017498237120505,4.997174982371204,9287.317876574447,9287.317876574447,0.01798477948321505,0.1782118589447282,4.875211858944728,5055.330260591395,5055.330260591395,0.01906475112017876,1.9621316466917302,0.0,0.3494698978359932,0.02415274725373491,0.024152747253737113,0.0,0.0,0.0
1,2,MEX_2042_low-CHL_2040_low_equal_FF_Cost,356961.05821885506,339962.91258938576,144.91476688299213,79491.52609499416,75706.21532856586,28.736425157918706,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,0.8154077707784412,9.011046591905286,15773.728051151678,15022.59814395398,0.0870866296268894,1.0392225337173442,9.165222533717635,7176.129895485406,6834.409424271816,0.23399162238057547,8.448418340758824,0.18840031338237012,5.185575295753575,9637.462429166852,9178.535646825572,0.02704299665054828,0.2119837277945772,5.0871955867393055,5275.145888071606,5023.948464830101,0.03958928333593047,1.8813751571301922,0.0,0.3328284741295173,0.024462325441877944,0.02446232544188184,0.0,0.0,0.0
2,3,MEX_2042_low-CHL_2040_low_equal_FF_Cost,369743.03495016636,335367.8321543459,150.10384041264913,79497.55286399987,72106.62391292505,28.73860385299457,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1.0033970414157105,10.014443633320997,17530.16243390578,15900.374089710458,0.13262113006031556,1.1881006321073135,10.35332316582495,8106.381663355145,7352.7271322949155,0.3572190824078626,8.334225996867652,0.23474164978346643,5.42031694553704,10073.732987652691,9137.172777916272,0.036528641246791504,0.25215550253377145,5.339351089273077,5536.617466992799,5021.875253508207,0.061796681848421214,1.7919217108601018,0.0,0.31697949917096885,0.024795740331426928,0.024795740331430942,0.0,0.0,0.0
3,4,MEX_2042_low-CHL_2040_low_equal_FF_Cost,367338.6842247658,317320.9668284339,149.12775095735978,78709.5365603643,67992.25704383051,28.453733595181355,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1.2347265488537584,11.249170182174755,19691.536321002524,17010.289446930157,0.17917040286885977,1.358306874817757,11.711630040642707,9169.900474356593,7921.304804540842,0.48537565443657876,7.885743346653415,0.2924816904695875,5.712798636006628,10617.314199447675,9171.63520090502,0.046396549055591395,0.29993999124155946,5.639291080514637,5847.638968817992,5051.410403902811,0.08593536516904916,1.6896755797962304,0.0,0.3018852373056846,0.025147209123260714,0.02514720912326498,0.0,0.0,0.0
4,5,MEX_2042_low-CHL_2040_low_equal_FF_Cost,374558.0943068709,308149.8711395938,152.0586004295717,80052.12647645091,65859.08256452889,28.939083877616397,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1.5193882257150206,12.444558407889776,21784.048949326498,17921.790981598402,0.22631187676473508,1.552896712885961,12.940526753528669,10132.094508092467,8335.699226632907,0.6190845740807402,7.6578324476900415,0.3644242056697066,5.934222841676335,11028.83410637052,9073.449113380138,0.05656453018245361,0.3567798340388682,5.853070914553505,6069.3170610506495,4993.2421664229605,0.11228226821315036,1.6366640608111056,0.0,0.2875097498149377,0.02557422664890872,0.025574226648913182,0.0,0.0,0.0
5,6,MEX_2042_low-CHL_2040_low_equal_FF_Cost,384382.6592206183,301173.87143608305,156.04705939847594,83604.12809287776,65506.02198555049,30.223143117959573,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1.8696776080376176,14.220236015927393,24892.351121558706,19503.808448661734,0.27342028723809897,1.7753633185546296,14.621890072083298,11448.55807796918,8970.2448224227,0.7590066285786831,7.484471879058098,0.4540626165855766,6.367285458261912,11833.686887167654,9272.003321890543,0.06690137257092227,0.42439105719079073,6.2564619717442955,6487.611706959633,5083.213530289976,0.14114640556379288,1.6278901523629146,0.0,0.2738188093475597,0.02594973807846174,0.025949738078466313,0.0,0.0,0.0
6,7,MEX_2042_low-CHL_2040_low_equal_FF_Cost,387445.9422464308,289118.1274686722,157.2906542818991,81107.94076553304,60523.99418873232,29.3207639105625,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,2.3007249225932274,16.43896093852062,28776.202258310877,21473.245181881266,0.3266273827580138,2.029700292823512,16.56959036490681,12973.556543348188,9681.067641782281,0.903933081834456,7.184874585723976,0.5657496307130581,6.93303508897497,12885.140293846955,9615.090075091595,0.07881071172016052,0.5048148808878451,6.7612768526321405,7011.0773566968655,5231.773870577628,0.17247143501942325,1.504081779584187,0.0,0.2607798184262473,0.02636612028194917,0.026366120281953953,0.0,0.0,0.0
7,8,MEX_2042_low-CHL_2040_low_equal_FF_Cost,390838.9964092503,277761.97783484776,158.66812569427051,80859.0479242295,57465.015731846644,29.230788401752736,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,2.8311486144380873,18.05610955295871,31607.001344996064,22462.505757286337,0.38680006814034684,2.3204733564292606,17.67606372133607,13839.896286046107,9835.755901430173,1.054361816768179,6.902662911173799,0.704908602824024,7.619943691798994,14161.769303054312,10064.50504529056,0.09253448076294993,0.6004793448115534,7.343756197443693,7615.076842912563,5411.892939764185,0.2065554221456431,1.4280631059521207,0.0,0.24836173183452126,0.026943328965493823,0.026943328965498888,0.0,0.0,0.0
8,9,MEX_2042_low-CHL_2040_low_equal_FF_Cost,391478.34733175946,264967.95485607284,158.9276817095797,78807.69788858833,53340.15196186163,28.489219209818337,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,3.4838595428436734,21.232969095802382,37168.05554379882,25156.8030021116,0.4549153248579079,2.6529023112114705,20.02196603254754,15676.676532836735,10610.591743215304,1.2108057413725146,6.584718646128265,0.8782968849825511,8.399240576781546,15610.103195021193,10565.532287720112,0.10834942865398456,0.714272611994219,7.959028809437913,8253.081168451916,5586.0101928259655,0.2437248780389327,1.3255561164042224,0.0,0.23653498269954404,0.02745505840722061,0.02745505840722596,0.0,0.0,0.0
9,10,MEX_2042_low-CHL_2040_low_equal_FF_Cost,404006.50878742005,260426.1977743948,164.01371435941138,81031.00092502961,52233.305686326654,29.29294992740099,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,4.28705058164948,25.073019677451864,43890.017633309944,28291.89669938793,0.5320728031573334,3.0329547431913046,22.607920775738844,17701.411564934227,11410.487724397433,1.3737931463763577,6.471851440891486,1.0943339534793284,9.062574530260873,16842.91839681429,10857.095373715256,0.12657172265724365,0.8496301640569381,8.37765897349485,8687.177941594296,5599.832357922253,0.28433740478297587,1.298049879610904,0.0,0.22527141209480384,0.02795938648722161,0.027959386487227067,0.0,0.0,0.0
