,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,scenario_2055,135.26668153476726,52.48666157,6353.38273807,51.15417501518476,5480.803273953038,17.937755648435978,19.936597072620902,27.335597072620903,0.9461386367548071,795.5866509164175,0.0,7.399,0.0,76.99281320098899
1,2,scenario_2055,103.94604426547838,53.92082334,6348.5642297,50.94567476155104,4211.737977605899,13.127920423213814,44.21463991274582,71.55023698536672,2.8449431206616715,2082.4280246828375,0.0,7.399,0.0,112.579335402751
2,3,scenario_2055,109.02007286714557,58.6403178,6564.49384039,55.80516192711463,4417.33001443724,13.113092893953748,4.847956302801894e-13,71.5502369853672,2.7094696387254213,2082.4280246828516,0.0,7.399,0.0,97.461189100212
3,4,scenario_2055,111.6025567061779,59.44361835,6853.91121484,56.660993354870804,4521.968390416479,12.784493147983785,6.9066076790774105,78.45684466444462,2.848609040939515,2283.440823415328,0.0,7.399,0.0,113.35117467345
4,5,scenario_2055,106.88182762519399,59.56341654,6678.35711806,56.428088217290444,4330.691520836057,11.66068176595248,2.3546219602777136e-13,78.13284466444486,2.7129609913709753,2274.0109918952066,0.0,7.075,0.0,151.791328457675
5,6,scenario_2055,118.14964320738214,61.38922567,7094.954855,59.48343451383217,4787.246526344066,12.276178287503136,9.483470026906153e-14,78.03884466444494,2.5837723727342654,2271.275176577641,0.0,6.981,0.0,72.643171909191
6,7,scenario_2055,105.65184615490516,59.91544914,7252.61940769,57.72146838341483,4280.854514466326,10.454868238778523,49.15421854900747,127.11106321345241,4.142337321507706,3699.4935507629516,4.4174702245964363e-13,6.8990000000004414,2.7335241990619272e-14,104.97159547825773
7,8,scenario_2055,106.31882937271638,65.42808402,7324.350730339999,62.44468330621537,4307.879675151685,10.01987631430761,5.742746193713142,131.63980940716556,4.135807859855056,3831.3000742325066,8.165778607953469e-13,5.685000000001258,7.45458088149628e-14,74.88401946679657
8,9,scenario_2055,108.57887542231562,66.15911406,7396.876363926,63.957476831499136,4399.453354992006,9.74559175316742,4.130245848968168e-10,131.33280940757857,3.9388646284467685,3822.365017835023,3.138766513782077e-12,5.3780000000043975,2.5078083198640253e-13,82.38986584596736
9,10,scenario_2055,114.06218526214424,67.87187079,7825.69751527,64.7047215686673,4621.62885439248,9.750239061699837,2.060691403478963e-11,130.8858094075992,3.7512996461404335,3809.3553428680393,3.0242987792555587,7.955298779259955,0.1676912228870129,170.67779081011855
