Case_study,scenario,build_time_s,build_time_min,update_time_s,update_time_min,solve_time_s,solve_time_min,full_time_s,full_time_min
two_country_scurve_red_50_Collab,CHL-WECC,35.233885288238525,0.5872314214706421,0.20854520797729492,0.0034757534662882487,355.8690187931061,5.931150313218435,391.3602559566498,6.52267093261083
two_country_scurve_red_50_Collab,MEX-WECC,,,0.2071089744567871,0.003451816240946452,526.5634319782257,8.776057199637096,925.994725227356,15.433245420455933
two_country_scurve_red_50_Collab,MEX-CHL,,,0.20475101470947266,0.0034125169118245442,425.05570793151855,7.084261798858643,1360.4719831943512,22.674533053239188
