Demand,Unit
83.125,GW
79.077,GW
76.863,GW
75.34,GW
74.411,GW
74.378,GW
75.423,GW
77.547,GW
80.059,GW
80.727,GW
80.628,GW
80.023,GW
81.969,GW
77.15,GW
75.513,GW
74.645,GW
75.391,GW
78.41,GW
85.472,GW
91.896,GW
92.968,GW
92.131,GW
93.212,GW
86.463,GW
81.754,GW
77.725,GW
75.801,GW
74.769,GW
74.794,GW
76.142,GW
79.649,GW
85.341,GW
91.467,GW
93.587,GW
92.525,GW
90.103,GW
87.778,GW
85.394,GW
83.455,GW
82.558,GW
82.963,GW
85.333,GW
91.328,GW
96.365,GW
96.714,GW
95.9,GW
93.577,GW
89.082,GW
83.848,GW
80.965,GW
78.456,GW
76.931,GW
76.647,GW
77.408,GW
80.537,GW
85.943,GW
91.495,GW
93.165,GW
91.497,GW
89.116,GW
86.674,GW
84.499,GW
82.932,GW
82.304,GW
82.521,GW
84.152,GW
89.483,GW
94.562,GW
94.922,GW
93.858,GW
91.46,GW
87.452,GW
82.37,GW
78.093,GW
75.732,GW
74.404,GW
74.011,GW
74.994,GW
78.095,GW
83.363,GW
89.019,GW
90.62,GW
89.477,GW
87.404,GW
84.787,GW
82.642,GW
80.873,GW
80.301,GW
80.573,GW
82.221,GW
87.426,GW
91.813,GW
91.961,GW
90.418,GW
88.467,GW
85.306,GW
81.211,GW
77.212,GW
74.45,GW
72.635,GW
72.378,GW
72.24,GW
73.67,GW
76.538,GW
79.954,GW
82.107,GW
83.564,GW
84.434,GW
83.768,GW
83.075,GW
82.518,GW
81.981,GW
82.602,GW
84.111,GW
87.926,GW
90.519,GW
89.355,GW
87.867,GW
85.541,GW
82.32,GW
78.093,GW
74.081,GW
71.569,GW
69.679,GW
68.18,GW
68.116,GW
69.079,GW
71.056,GW
73.675,GW
76.162,GW
77.852,GW
79.02,GW
79.564,GW
79.506,GW
79.467,GW
79.669,GW
79.847,GW
81.817,GW
86.751,GW
91.722,GW
91.447,GW
89.864,GW
87.27,GW
83.112,GW
78.328,GW
73.957,GW
71.336,GW
70.262,GW
70.552,GW
71.968,GW
75.376,GW
81.851,GW
89.005,GW
91.272,GW
90.112,GW
88.445,GW
86.315,GW
83.169,GW
82.09,GW
81.372,GW
81.487,GW
83.255,GW
87.922,GW
92.11,GW
91.998,GW
90.804,GW
88.441,GW
84.398,GW
79.676,GW
75.919,GW
73.778,GW
72.763,GW
72.478,GW
73.524,GW
76.97,GW
83.352,GW
89.516,GW
90.476,GW
88.648,GW
86.945,GW
86.097,GW
84.648,GW
83.922,GW
83.488,GW
83.765,GW
85.948,GW
90.286,GW
94.551,GW
94.179,GW
92.438,GW
89.524,GW
84.816,GW
79.209,GW
74.849,GW
72.561,GW
70.907,GW
70.622,GW
71.427,GW
74.642,GW
80.365,GW
86.442,GW
88.723,GW
87.518,GW
85.816,GW
84.139,GW
82.851,GW
82.021,GW
81.863,GW
82.443,GW
84.271,GW
88.188,GW
92.458,GW
92.262,GW
90.366,GW
87.448,GW
83.048,GW
77.912,GW
73.526,GW
70.808,GW
69.371,GW
68.812,GW
69.74,GW
72.679,GW
78.324,GW
84.029,GW
85.835,GW
84.865,GW
83.507,GW
81.498,GW
80.937,GW
80.265,GW
79.758,GW
80.081,GW
81.734,GW
85.717,GW
90.479,GW
90.648,GW
89.259,GW
86.868,GW
82.718,GW
77.881,GW
72.976,GW
70.939,GW
69.692,GW
69.252,GW
70.276,GW
73.651,GW
79.904,GW
86.545,GW
88.504,GW
87.872,GW
86.695,GW
84.855,GW
82.749,GW
81.516,GW
81.037,GW
81.174,GW
82.147,GW
86.24,GW
90.218,GW
89.052,GW
87.909,GW
85.708,GW
83.008,GW
78.974,GW
75.122,GW
72.281,GW
70.776,GW
70.104,GW
70.371,GW
71.817,GW
74.855,GW
78.315,GW
80.54,GW
82.384,GW
82.359,GW
80.735,GW
78.677,GW
76.674,GW
75.086,GW
74.958,GW
76.767,GW
81.515,GW
86.645,GW
86.69,GW
85.53,GW
83.612,GW
80.724,GW
77.204,GW
73.96,GW
71.81,GW
70.294,GW
69.794,GW
70.04,GW
71.373,GW
73.748,GW
76.836,GW
78.677,GW
78.699,GW
77.466,GW
75.919,GW
74.151,GW
73.528,GW
73.117,GW
73.922,GW
77.082,GW
82.576,GW
89.786,GW
89.494,GW
88.312,GW
85.828,GW
81.493,GW
76.621,GW
72.609,GW
70.382,GW
69.399,GW
69.298,GW
70.813,GW
74.662,GW
81.837,GW
88.979,GW
92.016,GW
92.015,GW
90.24,GW
88.998,GW
87.624,GW
86.455,GW
85.749,GW
85.673,GW
87.191,GW
91.524,GW
96.313,GW
96.654,GW
94.893,GW
91.824,GW
86.887,GW
80.762,GW
76.12,GW
73.4,GW
71.988,GW
71.584,GW
72.565,GW
76.14,GW
82.546,GW
89.79,GW
92.704,GW
92.101,GW
91.033,GW
88.838,GW
86.918,GW
85.772,GW
86.275,GW
86.322,GW
87.816,GW
92.057,GW
96.239,GW
96.056,GW
94.507,GW
91.536,GW
86.172,GW
79.814,GW
75.478,GW
72.777,GW
71.198,GW
70.899,GW
71.752,GW
74.825,GW
81.133,GW
88.273,GW
90.255,GW
88.396,GW
86.951,GW
85.651,GW
83.762,GW
82.838,GW
82.573,GW
83.147,GW
84.843,GW
89.329,GW
93.966,GW
93.684,GW
92.23,GW
89.263,GW
84.294,GW
78.64,GW
74.363,GW
71.451,GW
69.81,GW
69.141,GW
70.267,GW
73.745,GW
79.617,GW
85.796,GW
87.734,GW
87.077,GW
86.268,GW
85.609,GW
84.331,GW
82.798,GW
81.571,GW
82.623,GW
83.761,GW
86.917,GW
90.595,GW
90.202,GW
88.493,GW
85.514,GW
80.718,GW
75.426,GW
70.72,GW
68.086,GW
66.459,GW
66.052,GW
66.717,GW
69.736,GW
75.474,GW
81.996,GW
84.453,GW
83.083,GW
81.71,GW
80.522,GW
79.471,GW
79.211,GW
78.63,GW
78.173,GW
80.257,GW
84.235,GW
88.608,GW
88.411,GW
86.942,GW
84.699,GW
81.475,GW
76.662,GW
72.697,GW
70.129,GW
68.465,GW
67.623,GW
67.505,GW
68.585,GW
71.364,GW
74.709,GW
75.899,GW
75.414,GW
74.674,GW
73.463,GW
72.196,GW
70.972,GW
70.575,GW
71.057,GW
73.29,GW
78.371,GW
82.719,GW
83.092,GW
82.062,GW
80.225,GW
77.376,GW
73.771,GW
70.118,GW
68.152,GW
66.624,GW
65.577,GW
65.489,GW
66.519,GW
68.799,GW
71.743,GW
72.919,GW
72.965,GW
72.757,GW
72.387,GW
71.924,GW
71.534,GW
71.258,GW
72.672,GW
75.086,GW
79.429,GW
84.256,GW
83.807,GW
82.922,GW
81.146,GW
77.999,GW
73.879,GW
69.979,GW
67.418,GW
66.393,GW
65.898,GW
66.911,GW
70.352,GW
75.385,GW
80.465,GW
82.441,GW
82.379,GW
81.683,GW
80.021,GW
78.467,GW
77.726,GW
77.513,GW
