Demand,Unit
26.50649099,GW
25.81700129,GW
24.90265388,GW
24.17579126,GW
23.59250338,GW
23.18647309,GW
23.01054225,GW
22.51454415,GW
22.5071488,GW
22.86160901,GW
23.43652467,GW
24.12759966,GW
24.49525196,GW
24.97676796,GW
25.20034875,GW
25.44885567,GW
25.8298019,GW
26.52135871,GW
28.788983,GW
30.17306685,GW
30.02431602,GW
29.55003662,GW
28.6005205,GW
27.38038272,GW
26.01048924,GW
24.97841086,GW
24.32589442,GW
23.79872495,GW
23.54114781,GW
23.52139562,GW
23.77411244,GW
24.0974137,GW
24.77840093,GW
25.41388222,GW
26.13958812,GW
26.63759928,GW
26.8319672,GW
27.18120065,GW
27.49520634,GW
27.71742155,GW
28.22044849,GW
28.99997908,GW
31.3614452,GW
32.69529382,GW
32.44277294,GW
31.76997724,GW
30.68110703,GW
28.98267414,GW
27.61460432,GW
26.42733,GW
25.90328227,GW
25.47714883,GW
25.54348909,GW
26.31570628,GW
28.1000037,GW
29.83558394,GW
31.21583895,GW
32.40903509,GW
32.94232796,GW
33.37808783,GW
33.62714453,GW
33.76842953,GW
33.79825037,GW
33.98165102,GW
34.32842903,GW
34.59970899,GW
35.61853385,GW
36.7664166,GW
36.5534216,GW
35.48669979,GW
34.08376628,GW
32.37769912,GW
30.53037972,GW
29.34317114,GW
28.90015066,GW
28.35853854,GW
28.6320974,GW
29.1023944,GW
30.34225808,GW
31.7467369,GW
32.97713728,GW
34.07028846,GW
34.51370184,GW
34.77691095,GW
34.90317077,GW
35.12450259,GW
35.13426493,GW
35.33103013,GW
35.51036518,GW
35.51121716,GW
36.57883871,GW
37.61713988,GW
37.4122851,GW
36.28622258,GW
34.79185823,GW
32.84819897,GW
30.99267716,GW
29.74980974,GW
29.06559202,GW
28.82159459,GW
28.87075074,GW
29.38840123,GW
30.50714387,GW
32.01479333,GW
33.26355446,GW
34.126061,GW
34.67235459,GW
35.14596013,GW
35.41593307,GW
35.56759399,GW
35.55168569,GW
36.01240099,GW
35.89699284,GW
36.07110207,GW
36.90831849,GW
37.62350451,GW
37.06676401,GW
35.9131524,GW
34.64140722,GW
33.1504607,GW
31.63750988,GW
30.37220759,GW
29.63070618,GW
29.20541597,GW
29.20881603,GW
29.62772101,GW
30.82210684,GW
31.95719991,GW
33.38647412,GW
34.39363158,GW
34.94167425,GW
35.17320787,GW
35.4145178,GW
35.67137105,GW
35.84366797,GW
36.01801281,GW
36.38234754,GW
36.57553711,GW
37.12272811,GW
37.65215378,GW
36.94211565,GW
36.02061176,GW
34.74620456,GW
33.33831667,GW
31.84101318,GW
30.66052053,GW
29.84473448,GW
29.36579724,GW
29.24109837,GW
29.75305425,GW
31.06853207,GW
32.41718837,GW
33.56993069,GW
34.42097177,GW
35.08918535,GW
35.3471321,GW
35.58183421,GW
35.83082887,GW
35.85258406,GW
36.05462977,GW
36.14728487,GW
36.31646005,GW
37.07683967,GW
37.77306583,GW
37.32989047,GW
36.1163123,GW
34.85747339,GW
33.48902532,GW
31.67818168,GW
30.40179505,GW
29.58000909,GW
29.19399946,GW
29.01826624,GW
29.20060096,GW
29.90249016,GW
30.59771194,GW
31.72428063,GW
32.60764522,GW
33.17150604,GW
33.51318566,GW
33.69461977,GW
33.67892081,GW
33.47520949,GW
33.39906103,GW
33.5113981,GW
33.65944905,GW
35.38179707,GW
35.53598074,GW
34.95789955,GW
34.26125374,GW
32.92191436,GW
31.34164648,GW
29.95813387,GW
28.63072442,GW
27.79160092,GW
27.29606003,GW
26.98270427,GW
27.00742551,GW
26.89102437,GW
26.81472198,GW
27.33442821,GW
28.02100604,GW
28.66454447,GW
29.18488386,GW
29.39865803,GW
29.6166925,GW
29.79793059,GW
29.88186592,GW
30.14038253,GW
30.75481823,GW
32.99417362,GW
34.34054247,GW
34.40642424,GW
33.77232853,GW
32.39294848,GW
30.78635056,GW
28.98036253,GW
27.95428621,GW
27.35166455,GW
26.97246094,GW
27.17616587,GW
27.8834355,GW
29.63433276,GW
31.43935265,GW
33.09745021,GW
34.49994991,GW
35.10728019,GW
35.6889332,GW
35.91119071,GW
35.94445148,GW
36.08925752,GW
36.18011361,GW
36.27992378,GW
36.64247502,GW
37.36301275,GW
38.17701557,GW
37.55685607,GW
36.45166884,GW
34.96288157,GW
33.08789058,GW
31.52427202,GW
30.55095757,GW
29.74695714,GW
29.39253317,GW
29.42777183,GW
30.06326215,GW
31.49536465,GW
32.93692746,GW
34.10903651,GW
35.25277364,GW
35.71670802,GW
36.04397876,GW
36.07292817,GW
36.0943313,GW
36.03705122,GW
36.10667727,GW
36.27449954,GW
36.40857571,GW
37.31719937,GW
38.33631499,GW
37.89951461,GW
36.67190509,GW
35.01804397,GW
33.25328333,GW
31.6114369,GW
30.53770526,GW
29.87957935,GW
29.33056541,GW
29.48751225,GW
29.89846431,GW
31.24352184,GW
32.57953068,GW
34.12388824,GW
35.10535732,GW
35.66142088,GW
35.96061605,GW
36.11285649,GW
36.16715315,GW
36.25232138,GW
36.29776502,GW
36.42759142,GW
36.71674074,GW
37.39121196,GW
38.28842225,GW
37.96990045,GW
36.74707626,GW
35.23613367,GW
33.6391286,GW
31.9235155,GW
30.89571002,GW
30.21337576,GW
29.73197907,GW
29.71454074,GW
30.40267438,GW
31.54506023,GW
32.75787607,GW
34.21290107,GW
35.10776094,GW
35.51674793,GW
35.81553397,GW
35.80286771,GW
35.91845745,GW
35.88214083,GW
36.05186043,GW
36.21156567,GW
36.48368328,GW
36.92630402,GW
38.00326207,GW
37.57827918,GW
36.30612148,GW
34.87078945,GW
33.17122806,GW
31.47688653,GW
30.40074604,GW
29.69224917,GW
29.3247181,GW
29.3181834,GW
29.93221722,GW
30.97017884,GW
32.23503051,GW
33.53311829,GW
34.51212691,GW
35.0970949,GW
35.43850301,GW
35.65038768,GW
35.73096486,GW
35.67399319,GW
35.8056609,GW
35.75594506,GW
35.56417811,GW
36.14232755,GW
37.25042258,GW
36.79136973,GW
35.72133341,GW
34.32015184,GW
32.9029525,GW
31.30041458,GW
30.10193459,GW
29.18332127,GW
28.88725875,GW
28.76084347,GW
28.99935061,GW
29.56207534,GW
30.14230347,GW
31.46612526,GW
32.28275679,GW
32.9175607,GW
33.32414818,GW
33.6409272,GW
33.39955121,GW
33.10082291,GW
32.89818183,GW
33.10273176,GW
33.36210512,GW
34.63139018,GW
35.104629,GW
34.6628595,GW
33.88707055,GW
32.5708966,GW
31.1285951,GW
29.56761746,GW
28.50608141,GW
27.62712978,GW
27.32574902,GW
26.90150205,GW
26.78695978,GW
27.00949445,GW
27.07748798,GW
27.52599873,GW
28.13458216,GW
28.49396846,GW
28.8826746,GW
28.85818469,GW
28.91889842,GW
28.72287501,GW
29.02706057,GW
29.49722791,GW
30.40380773,GW
32.09433188,GW
33.42405703,GW
33.26876972,GW
32.3915133,GW
31.01677793,GW
29.31986698,GW
27.88630044,GW
27.21138202,GW
26.5691089,GW
26.38761721,GW
26.58396862,GW
27.27956254,GW
29.39999065,GW
31.27074743,GW
32.66935221,GW
33.9379519,GW
34.43908182,GW
34.86532378,GW
34.91429555,GW
34.98780907,GW
34.95080818,GW
