country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name,collaboration_emissions_MtCO2e/y,technology_cost_G$/y,technology_size
MX,CL,,,,,RE_PV_Existing_[MX],79.02628121856445,0.0,10.893
MX,CL,,,,,RE_WIND_Existing_[MX],79.02628121856445,0.0,7.318
MX,CL,,,,,RE_PV_Openfield_Lim_[MX],79.02628121856445,1.5532908974648523,58.24840865493196
MX,CL,,,,,RE_WIND_Onshore_Lim_[MX],79.02628121856445,8.331372284541513e-07,3.1242646067030674e-05
MX,CL,,,,,BESS_[MX],79.02628121856445,0.00022987594752961222,0.012782543142666166
MX,CL,,,,,PP_CO2_[MX],79.02628121856445,6.807185990434104,31.22183446563581
MX,CL,,,,,PP_CO2_Existing_[MX],79.02628121856445,0.5907983031897631,11.174882419454619
MX,CL,,,,,EL_Demand_[MX],79.02628121856445,0.0,45.58846579
MX,CL,,,,,RE_PV_Existing_[CL],79.02628121856445,0.0,8.366
MX,CL,,,,,RE_WIND_Existing_[CL],79.02628121856445,0.0,4.51
MX,CL,,,,,RE_PV_Openfield_Lim_[CL],79.02628121856445,1.525028680807723e-07,7.420659560768876e-06
MX,CL,,,,,RE_WIND_Onshore_Lim_[CL],79.02628121856445,0.4650889147356816,17.6616043570512
MX,CL,,,,,BESS_[CL],79.02628121856445,0.0034990363765201034,0.19456834836913467
MX,CL,,,,,PP_CO2_[CL],79.02628121856445,4.9106509539002876e-05,0.00033171167354496036
MX,CL,,,,,PP_CO2_Existing_[CL],79.02628121856445,0.15303044701772647,4.019372345101213
MX,CL,,,,,EL_Demand_[CL],79.02628121856445,0.0,10.933
MX,CL,,,,,EL_Transport_[MX-CL],79.02628121856445,0.00012434984283162456,0.0005168080417729194
