fast_slow_2055,linear_red_2055,slow_fast_2055
137.00334969705247,137.00334969712995,137.0033496970466
137.65612366000116,140.77241379000654,141.9016574795604
131.53483948000112,137.5448275900062,143.55481570000137
125.63614744000121,134.31724138000604,142.99833532000105
119.96004756000119,131.08965517000618,142.21926278000117
112.28882024255985,126.34543175680862,140.53248116353632
109.27562426000117,124.63448276000601,139.9933412600013
104.26730083000103,121.40689655000556,138.5464922700012
99.48156956000089,118.17931034000486,136.87705113000092
94.91843044000106,114.9517241400059,134.98501784000123
84.36837838011968,106.86637666506181,129.7830796720956
86.45992866000107,108.49655172000568,130.53317479000108
79.40259862075312,101.32643762957916,124.09758816587463
72.86754702692588,97.43161001062992,121.68393840986737
75.44161712000098,98.8137931000054,122.18596908000104
63.16179980307048,84.98731106358981,110.66648254554327
69.20903686000092,92.35862069000534,115.50820452000123
63.939951787673095,82.98649971959068,105.6594989977789
51.972744739336186,75.59609552391623,101.29019963693199
61.529607610000895,82.67586207000495,103.82211653000101
44.78696796165547,67.07373564286478,86.3783585491627
57.52294887000093,76.22068966000494,94.9184304400011
50.90172535428636,66.49207177095636,80.57015603570807
35.4765508919626,48.71913979217103,64.98028887435491
53.182401900000976,66.53793103000463,79.89346017000057
32.515052656136874,41.48214799391826,51.717007722237476
51.40166468000109,60.082758620004725,68.76385256000103
43.29180538764306,50.766304529822285,53.820328400762584
28.236340613835804,29.395155745215245,30.819218840455402
50.40000000000089,50.40000000000437,50.400000000000546
