country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_size,technology_name,collaboration_emissions_MtCO2e/y,technology_cost_G$/y
CL,,,,,,121.11836,RE_PV_Existing_[CL],0.0,0.0
CL,,,,,,45.95221836,RE_WIND_Existing_[CL],0.0,0.0
CL,,,,,,0.1422468414634089,RE_PV_Openfield_Lim_[CL],0.0,0.0
CL,,,,,,29.999999151150995,RE_WIND_Onshore_Lim_[CL],0.0,0.8
CL,,,,,,2.225622344149549,BESS_[CL],0.0,0.0
CL,,,,,,0.0,PP_CO2_[CL],0.0,0.0
CL,,,,,,0.0,PP_CO2_Existing_[CL],0.0,0.0
CL,,,,,,10.7,EL_Demand_[CL],0.0,0.0
