,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh
0,1,MEX-CHL_higher_ambition_cheapHVDC,353263.84419461613,353263.84419461613,143.4138163,75557.06774217643,75557.06774217643,27.31410666,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,0.9365838088913426,8.469583808891343,14825.903999642054,14825.903999642054,0.060539121424811444,0.9090000000000216,8.12600000000002,6362.445790725531,6362.445790725531,0.1151044154324288,8.77895979208041,2.155000000000006,6.852000000000006,12734.535475500194,12734.535475500194,0.12911535625044285,0.1314951906974353,4.828495190697435,5006.887609585114,5006.887609585114,0.014067094631028806,2.7168810418731795,0.0,7.6766175027926264,0.041670242198167395,0.04167024219816743,0.0,0.0,0.0
1,2,MEX-CHL_higher_ambition_cheapHVDC,356163.1164006963,339202.9680006631,144.59082803895788,75828.8398570585,72217.94272100809,27.41235309484622,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,0.9390553482314928,9.408639157122836,16469.709026828266,15685.437168407872,0.1109707834192562,1.1694450665250287,9.29544506652505,7278.090737931646,6931.514988506329,0.24957593042181214,8.429532957784478,0.4363095427409736,7.288309542740979,13545.422712851945,12900.402583668518,0.14592795484644594,0.02216531819990716,4.8506605088973425,5029.871842285903,4790.3541355103835,0.015638232667001067,2.5968127843620086,0.0,7.31106428837393,0.04174967472432484,0.041749674724325135,0.0,0.0,0.0
2,3,MEX-CHL_higher_ambition_cheapHVDC,368052.03390415,333834.0443575056,149.41734810000003,75291.11381324728,68291.25969455535,27.21796351683035,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1.372046880390993,10.780686037513828,18871.46049309635,17116.970968794874,0.17362100741381514,1.5045123912207876,10.799957457745837,8456.084650141474,7669.918050014942,0.40784631511940284,8.296109836328375,0.6509500279214729,7.939259570662452,14755.222220053322,13383.421514787593,0.1688541851184948,0.030566153292419237,4.8812266621897615,5061.567285306605,4590.990734971977,0.01781404713010086,2.4556171160968225,0.0,6.962918369879933,0.04154492550695335,0.041544925506953496,0.0,0.0,0.0
3,4,MEX-CHL_higher_ambition_cheapHVDC,365192.95135328313,315467.40209764225,148.25665207498972,73509.03710585911,63499.8700838865,26.573737440879377,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1.2362918264350613,12.01697786394889,21035.574379663773,18171.320055858996,0.21828492214986842,1.935582611043874,12.73554006878971,9971.595287138472,8613.838926369483,0.5952875427022472,7.83968040952851,0.9711819186648675,8.910441489327319,16560.177064828877,14305.303586937804,0.19935563120955435,0.04215097291495607,4.923377635104718,5105.275557901855,4410.12897777938,0.020771542500678482,2.2833283284763897,0.0,6.631350828457078,0.04190672775266463,0.04190672775266493,0.0,0.0,0.0
4,5,MEX-CHL_higher_ambition_cheapHVDC,371176.2067383556,305367.58386750834,150.6856622971568,73145.70752335769,60177.154599869544,26.442392706816374,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1.806336918167428,13.499314782116318,23630.387222864425,19440.778048541026,0.27407816905781296,2.4901623051010313,14.901702373890743,11667.643803028002,9598.999431741302,0.8184140014972819,7.588689826691451,1.4489504242794988,10.216391913606817,18987.303744226392,15620.901780000217,0.23907480477618012,0.058126532988303725,4.838504168093022,5017.266376245818,4127.717464427531,0.02474155041485646,2.1638501251021083,0.0,6.315572217578169,0.0420541328104009,0.04205413281040122,0.0,0.0,0.0
5,6,MEX-CHL_higher_ambition_cheapHVDC,378535.38445963734,296592.3786583239,153.6732529583101,73880.8917061516,57887.61185379232,26.708163994448917,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,2.6392256198467967,16.044540401963115,28085.773880431196,22005.938740834226,0.3427371791298625,3.2036391887204885,18.011341562611232,14102.410080033884,11049.6073079751,1.0851279325707277,7.370617202038006,2.1617549623514076,12.357146875958225,22965.92604609695,17994.403994296474,0.28972691767566416,0.08015695969953564,4.897661127792557,5078.608934712268,3979.222989607567,0.0300249753189043,2.0815227470386635,0.0,6.01483068340778,0.04203712436655913,0.04203712436655947,0.0,0.0,0.0
6,7,MEX-CHL_higher_ambition_cheapHVDC,377238.0530951729,281500.84341684356,153.1465779389411,67131.71935234447,50094.72258340849,24.2683179410306,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,3.8561531917990055,19.81869359376212,34692.38338617964,25887.990628787982,0.43741697484318853,4.121540202613124,22.050881765224354,17265.26456669181,12883.606246670239,1.4011379031232787,6.995577459751976,3.2252204346982407,15.582367310656466,28960.04222268377,21610.429393813443,0.361984516004673,0.11053709653671995,5.008198224329277,5193.229908160783,3875.268115743395,0.03692604286551324,1.8013060346542034,0.0,5.728410174674076,0.042345934015993764,0.042368363555193585,0.0,0.0,0.0
7,8,MEX-CHL_higher_ambition_cheapHVDC,373389.6053882247,265361.0214140647,151.5842313202468,63824.286899465566,45358.729108318665,23.072671187017495,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,5.6341971397977035,24.238890733559828,42429.88500760955,30154.127114476047,0.5672887262967887,5.302436585731978,26.13931835095633,20466.403644410075,14545.090964989315,1.7765161586689415,6.594486743160921,3.6529465577955427,19.21731386845201,35715.639988561554,25382.43853351948,0.4353139422396175,0.15243155125354518,5.142629775582822,5332.628135087766,3789.7992561334822,0.04590472194919062,1.6310091812769218,0.0,5.455628737784834,0.042918683363172054,0.04309680669265917,0.0,0.0,0.0
8,9,MEX-CHL_higher_ambition_cheapHVDC,362453.2015638869,245322.5937117563,147.14440133248803,63078.62029533044,42694.09311834124,22.803110472622844,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,8.232084108488186,32.163974842048006,56302.64886859018,38107.84894074175,0.7447486909950071,6.8216813044509665,32.6539996554073,25567.228975867405,17304.906948867454,2.2233047995684494,6.096511776330855,1.0012151065822674,20.119528975034278,37392.41907223116,25308.661069558246,0.4376360499892871,0.21020434356934153,5.253834119152164,5447.941007516858,3687.3809158976323,0.05755207985828352,1.5351942003493144,0.0,5.195836893128414,0.043742399914217765,0.044002146121705686,0.0,0.0,0.0
9,10,MEX-CHL_higher_ambition_cheapHVDC,356934.3841939362,230083.08655612002,144.903938082444,65212.92963168871,42036.83589327033,23.574669700644396,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,12.027837700342609,43.74481254239062,76574.76516791397,49360.77638452135,0.9865362181706647,8.776217323317942,40.983216978725245,32088.788623760876,20684.719257504476,2.75589532424647,5.717794784006142,1.4937583017108584,21.182287276745136,39367.56987418959,25376.68655072975,0.44871222105831055,0.2898734920168968,5.112707611169061,5301.600473603527,3417.4589355093294,0.07262719885324237,1.511560545050216,0.0,4.948416088693727,0.04432165657494086,0.04457891431763028,0.0,0.0,0.0
