,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,slow_fast_2055,100.25985290895389,56.90897009,143732.09574078,54.62051541417315,94111.78078372595,13.29548949100744,65.69281987070922,73.09181987070922,3.117609028795052,0.0,7.399,0.0
1,2,slow_fast_2055,102.59398456214616,58.14726887,148745.32465298002,55.57746309390481,96302.78027247541,12.957161330665315,5.194918004241639,78.28673787495086,3.197541568471615,0.0,7.399,0.0
2,3,slow_fast_2055,104.54268796624858,59.57792659,152034.93014428,56.75459718715066,98131.98650266882,12.574546527368609,2.6554543669049058,80.94219224185576,3.154492721449191,0.0,7.399,0.0
3,4,slow_fast_2055,106.63423432094804,60.8915819,155483.369807115,58.320315103704075,100095.27635719544,12.215353108852142,2.492343069569848,83.4345353114256,3.1010485932117846,0.0,7.399,0.0
4,5,slow_fast_2055,109.0350020386807,62.07380229,158382.60613869003,59.334159552443,102348.82569532507,11.89559056364169,1.4475144696146658,84.55804978104027,3.0068775129395173,0.0,7.075,0.0
5,6,slow_fast_2055,110.24491295080998,63.70655604,160921.01445153402,61.05224541288729,103484.54320563836,11.454848020987043,2.635915520667899,87.09996530170817,2.9571145321845616,0.0,6.981,0.0
6,7,slow_fast_2055,112.86745034562377,64.96367652,164075.45870617,61.925258515709885,105946.26299912324,11.168894484628831,1.0095239037891097,88.02748920549729,2.850836104764043,0.0,6.899,0.0
7,8,slow_fast_2055,118.46295182997856,66.47422342,169633.36073088,63.54183903119495,111198.64063375631,11.164382942959396,1.2296826687115632,88.04317187420885,2.7559214994213144,0.0,5.685,0.0
8,9,slow_fast_2055,114.51058854105652,67.81195929,173385.81622056,65.2653446570866,107488.64169966165,10.277997842540815,20.584087488797405,108.32025936300626,3.291616283885568,1.6158141246079761e-15,5.378000000000002,9.255191683524609e-17
9,10,slow_fast_2055,118.41010524978336,69.52513481,177528.681454134,66.75970777141201,111149.03467856853,10.12190701811496,3.9633568189837596e-14,107.87325936300628,3.134872651319589,0.0,4.931000000000002,8.814468270023437e-17
10,11,slow_fast_2055,117.29610646045343,70.71119881,180421.10420310003,67.65438214372907,110103.3478277209,9.549219442322531,15.300846187729357,122.47210555073563,3.463090674030745,4.39340697411762e-15,4.229000000000006,3.206600737973347e-16
11,12,slow_fast_2055,118.89385626559873,72.37542371,182794.93219122,69.43795977410433,111603.12141651343,9.218375435707674,2.6330360193618643,124.3251415700975,3.3792090800656873,7.587697902255454e-15,3.4490000000000136,7.040330840188563e-16
