fast_slow_2055,linear_red_2055
137.00334969705247,137.00334969712995
137.65612366000116,140.77241379000654
131.53483948000112,137.5448275900062
125.63614744000121,134.31724138000604
119.96004756000119,131.08965517000618
112.28882024255985,126.34543175680862
109.27562426000117,124.63448276000601
104.26730083000103,121.40689655000556
99.48156956000089,118.17931034000486
94.91843044000106,114.9517241400059
84.36837838011968,106.86637666506181
86.45992866000107,108.49655172000568
79.40259862075312,101.32643762957916
72.86754702692588,97.43161001062992
75.44161712000098,98.8137931000054
63.16179980307048,84.98731106358981
69.20903686000092,92.35862069000534
63.939951787673095,82.98649971959068
51.972744739336186,75.59609552391623
61.529607610000895,82.67586207000495
44.78696796165547,67.07373564286478
57.52294887000093,76.22068966000494
50.90172535428636,66.49207177095636
35.4765508919626,48.71913979217103
53.182401900000976,66.53793103000463
32.515052656136874,41.48214799391826
51.40166468000109,60.082758620004725
43.29180538764306,50.766304529822285
28.236340613835804,29.395155745215245
50.40000000000089,50.40000000000437
