RE_PV_Openfield_Lim_[MEX],RE_WIND_Onshore_Lim_[MEX],BESSch_[MEX],BESSdisch_[MEX],PP_CO2_[MEX],PP_CO2_Existing_[MEX],EL_Demand_[MEX]
6.232975097443485,2.4866883359381395,22.203702589461496,26.258587163175402,1.0883548429120112e-07,1.2249962932317308e-07,24.6446669
0.18159773839716095,2.5858348143007825,6.65155567972726,14.733662445485498,1.1189299885577772e-07,1.262043406426415e-07,23.8957202
0.0,2.5252459566918946,6.438355200337534,14.548337916342545,1.124185856757389e-07,1.2718745488427195e-07,23.1738763
0.0,2.4100269742705525,6.375667922742262,14.316011222393788,1.1272154492603368e-07,1.2781553749297238e-07,22.5122237
0.0,2.296041266904272,6.342493663106234,14.160460720770258,1.1292534558802007e-07,1.282603053844907e-07,21.9715276
0.0,2.196164102382482,6.308821933833084,14.112478226602818,1.1306921422583673e-07,1.2858408774023557e-07,21.6978045
0.0,2.1260076892166886,6.2843908665858565,14.090298392691626,1.1316964353802454e-07,1.288149995471797e-07,21.5315602
0.0,2.0109265312833227,6.295443886049169,13.962057408196756,1.132343150286937e-07,1.289667412105525e-07,20.9700946
0.0,1.8590451531959011,6.264502976653809,14.054743361264055,1.1327115919550914e-07,1.2905453822041505e-07,20.8797037
0.0,1.7877054068532199,6.204170719437442,14.315659890783133,1.132818293217902e-07,1.2908166329654956e-07,21.3931379
0.0,1.3687472428363028,6.082147505652738,14.941344769054599,1.1326718011571593e-07,1.290498523762043e-07,22.0326325
0.0,1.4405554364483584,6.066155364416898,15.091364791055428,1.1321696586698451e-07,1.2893822655602883e-07,22.5592635
0.0,1.4611893825790034,6.073885003226482,15.176478239312654,1.1312897350435768e-07,1.2874343464930503e-07,22.7843043
0.0,1.5398698553836994,6.1026717785225735,15.228265325361248,1.1299333669848343e-07,1.2844890958255112e-07,23.0321202
1.2444583233022324,1.5929505239909647,6.467628784697207,13.807502766332304,1.1278090142768597e-07,1.280084566014732e-07,22.9332566
6.973654600331386,1.732595085221211,9.463483764376491,8.41452822257762,1.1245438844604891e-07,1.2739726612366686e-07,23.1192155
14.601610944533437,1.618519784389855,18.16230797368663,5.64857574088221,1.1214736545973393e-07,1.2685394084378865e-07,23.4132785
20.830468737623047,1.5879175148547366,25.604776256961134,4.945006024827409,1.119794090874119e-07,1.2654359902340712e-07,24.071908
24.928974192289186,1.8918375690760987,29.03437622846662,4.715194229735416,1.1190874221521477e-07,1.2640683309201955e-07,26.9259066
26.599656733858833,2.1720615984640674,30.218406684614347,4.63908397943979,1.1189582660965833e-07,1.2637979460897166e-07,28.5218206
24.87861040447844,2.3817783635572125,28.789794589827622,4.725637998292676,1.1193842371737127e-07,1.2646161079748395e-07,28.6278281
21.664487691703314,2.457840548484903,25.69789995138845,4.91904500295132,1.1205984314621641e-07,1.266944134193603e-07,28.1410631
16.71463516830591,2.1384720749847337,19.779035896212555,5.37519697831764,1.1239091625424057e-07,1.2733103253465527e-07,26.9572724
10.522945731117678,2.2524254018990204,12.177348756917116,6.381555250836372,1.1374431181817277e-07,1.3033918967124636e-07,25.5794545
6.704120553968759,2.5713463357876294,2.6298357358397543e-06,2.0248173284559,5.337903308955159e-07,1.0535012867860347,29.8070156
0.6127408826787465,2.414702339175933,2.535819109015563e-06,8.985799640065864,5.374625724138801e-07,4.134434826731064,28.5855657
0.0,2.0651829600169322,2.5323594265665288e-06,9.241548309907119,5.392736827807872e-07,5.257568138792081,27.7066029
0.0,1.7992190351228825,2.5320147022741365e-06,8.943553472140646,5.40064180837589e-07,5.882856548492867,27.1532073
0.0,1.6157799251499607,2.531009188004664e-06,8.959390093996571,5.404592606171552e-07,6.347974986352654,27.2438703
