RE_PV_Openfield_Lim_[MEX],RE_WIND_Onshore_Lim_[MEX],BESSch_[MEX],BESSdisch_[MEX],PP_CO2_[MEX],PP_CO2_Existing_[MEX],EL_Demand_[MEX]
4.476065938835408,1.4839766696446257,16.95092855326738,28.370120370424154,9.208431751937647e-07,1.022542782053059e-06,24.6446669
0.1304101875430997,1.5431441409522353,2.0897774844426726e-05,8.256266373256071,5.041039660011629e-06,2.3542241881424326,23.8957202
0.0,1.5069866338643643,2.0920791207753052e-05,7.849690043378403,5.1136826825384854e-06,2.9261117900832145,23.1738763
0.0,1.4382276022871479,2.0951442534726183e-05,7.438047929148148,5.158604349653237e-06,3.285257241425052,22.5122237
0.0,1.3702045501177715,2.0975049945153856e-05,7.143127889428695,5.190102990134589e-06,3.5415917916610122,21.9715276
0.0,1.3106010285028773,2.0985777382630985e-05,6.996698752395884,5.213568912253385e-06,3.7443469396522353,21.6978045
0.0,1.2687339079396125,2.0992429063137346e-05,6.8999914397492965,5.230872153167346e-06,3.9012951849996065,21.5315602
0.0,1.200057125642174,2.101312771109644e-05,6.68305554962824,5.242075168106333e-06,3.9922885789208142,20.9700946
0.0,1.1094191400217617,2.1005993536938853e-05,6.727946724124166,5.251247598353041e-06,4.096476260913838,20.8797037
0.0,1.0668458437783606,2.0977125866599403e-05,6.9913650317805365,5.258510053588374e-06,4.211600241038541,21.3931379
0.0,0.8168249095209531,2.0920015338057077e-05,7.623855666512208,5.264954076098256e-06,4.358892275994238,22.0326325
0.0,0.8596777602258697,2.0906149659137377e-05,7.802003142138797,5.263865637906641e-06,4.388503127318267,22.5592635
0.0,0.871991444340622,2.089915018947129e-05,7.90421761856877,5.258130402844518e-06,4.369053960378059,22.7843043
0.0,0.9189454531367134,2.0894582951139875e-05,7.985376205235758,5.2478676187760645e-06,4.307803211653109,23.0321202
0.893678769151195,0.9506223113436355,2.1019655092748117e-05,6.6335046532074715,5.222832625355527e-06,3.963237868423506,22.9332566
5.007967677995233,1.0339577530688913,2.2647318295194508e-05,1.161113106056444,5.193596925992497e-06,1.4006988848229542,23.1192155
10.485806918715197,0.9658812343633176,6.828803095398457,2.1451197754994246e-05,4.5840946772057646e-06,2.099335569991568e-05,23.4132785
14.958916111295391,0.9476187712423976,13.204976968436466,2.119888374980801e-05,4.557987546942387e-06,2.0978110098419136e-05,24.071908
17.902162374750972,1.1289886129646336,16.189321129447517,2.1157271035988243e-05,4.5504660932600175e-06,2.0981191626781406e-05,26.9259066
19.101924142128173,1.296217419194857,17.26469615687743,2.114752571458215e-05,4.550504177179219e-06,2.0977921911890814e-05,28.5218206
17.865994793195437,1.4213697280442728,15.834958265284984,2.1164007279037957e-05,4.558312669290101e-06,2.0954956646642355e-05,28.6278281
15.55784740403118,1.4667612257416727,12.986296282550798,2.120764222836111e-05,4.57769505749098e-06,2.093422981747747e-05,28.1410631
