RE_PV_Openfield_Lim_[MEX],RE_WIND_Onshore_Lim_[MEX],BESSch_[MEX],BESSdisch_[MEX],PP_CO2_[MEX],PP_CO2_Existing_[MEX],EL_Demand_[MEX]
8.51924319028327,2.990889254568123e-08,0.9347949358163062,151.75876927245568,5.042888664275718e-07,5.563874263724348e-07,24.6446669
0.24820816255874403,3.110138672550062e-08,1.0840892947112658e-05,12.213997858430169,2.9144075144371918e-06,10.943726339713212,23.8957202
0.0,3.0372648183762074e-08,1.1020607257575348e-05,9.275741695423953,2.870776429955389e-06,13.395536944974356,23.1738763
0.0,2.8986840354666928e-08,1.1141543789265814e-05,7.558960963913962,2.8570242442787354e-06,14.441258598898147,22.5122237
0.0,2.7615865864582554e-08,1.1234845984563538e-05,6.464286840201325,2.850558965084635e-06,15.001024061944568,21.9715276
0.0,2.6414583283939987e-08,1.1299156225326739e-05,5.810042917767896,2.84719410812443e-06,15.39423939755405,21.6978045
0.0,2.557077001130704e-08,1.1346654120017337e-05,5.370495520829055,2.845544123271455e-06,15.676959743672898,21.5315602
0.0,2.4186619880018843e-08,1.141637943087676e-05,4.857336121244736,2.8447651461806266e-06,15.649297447302235,20.9700946
0.0,2.2359851422043624e-08,1.1440858031360022e-05,4.650312384165945,2.8447105735952844e-06,15.80493134617446,20.8797037
0.0,2.1501805491332152e-08,1.1409569812772421e-05,4.739945198461371,2.84536280164348e-06,16.251723592749716,21.3931379
0.0,1.646274429189538e-08,1.1354439566342269e-05,4.970222171960582,2.8463303209486515e-06,16.78855739897195,22.0326325
0.0,1.7326424518968225e-08,1.1314960180391653e-05,5.125149550118234,2.847635079026789e-06,17.14324783759125,22.5592635
0.0,1.7574601368755078e-08,1.1290627106913505e-05,5.181117175882728,2.8494696991424534e-06,17.307718530330124,22.7843043
0.0,1.852093862081415e-08,1.1259924020478612e-05,5.27559225651245,2.8523468681393585e-06,17.440535976428617,23.0321202
1.7009281973117985,1.9159371668769343e-08,1.1392978672447321e-05,4.383684816542673,2.857698130662855e-06,16.200083367321326,22.9332566
9.531605459105467,2.083896058872483e-08,1.2604198003263999e-05,2.1674820888241553,2.8491513070019285e-06,9.318210905016382,23.1192155
19.957511888248007,1.9466908504282927e-08,0.47437328976618176,9.956058593981374e-06,2.4860418567683125e-06,1.2802876278614046e-05,23.4132785
28.47112753846723,1.9098836648251747e-08,9.796173698237745,1.1230015835429072e-05,2.5650356772045933e-06,1.3636708677349611e-05,24.071908
34.072973228388975,2.2754265482181203e-08,13.603419119631967,1.1143824297107324e-05,2.5643198876317493e-06,1.3439984389126072e-05,26.9259066
36.35646556437314,2.6124688008621635e-08,14.768314765021614,1.1123488163391292e-05,2.564158604302813e-06,1.3402961034825138e-05,28.5218206
34.00413589956352,2.8647077365401397e-08,11.963233972828958,1.1183970919598807e-05,2.5649136737684454e-06,1.3532523583601092e-05,28.6278281
29.611066361266275,2.956192289827907e-08,7.317577975053758,1.131581290987369e-05,2.5656345886748554e-06,1.3880227747275179e-05,28.1410631
22.84559774578026,2.5720686657151502e-08,0.4703084695913929,9.85372895533565e-06,2.48034415740998e-06,1.31331048254629e-05,26.9572724
14.38278388089734,2.709127168811256e-08,1.4583372287720641e-05,1.480312447560927,2.8157709470960654e-06,6.605182437690336,25.5794545
9.163205769851755,3.092712510182319e-08,1.2016679091285802e-05,2.681864805964106,2.813851626180377e-06,15.6927823199135,29.8070156
0.8374954994301422,2.904307377344561e-08,1.1298437146673512e-05,4.918306544480826,2.8242282965407862e-06,22.10521562011425,28.5855657
0.0,2.4839194500430103e-08,1.1362037815496578e-05,4.678142589910414,2.8350830194682717e-06,22.544738217943962,27.7066029
0.0,2.1640286806321046e-08,1.14621880593793e-05,4.247534864195317,2.8434423365482213e-06,22.48854423330471,27.1532073
0.0,1.9433954573381337e-08,1.1502564920614261e-05,4.123104136835532,2.8510134595982824e-06,22.75388282399314,27.2438703
0.0,1.6198281574898898e-08,1.1524491137472158e-05,4.066115116382868,2.85723869727405e-06,23.035562818766426,27.3917379
0.0,1.3530311066338228e-08,1.1462515678247472e-05,4.363965631462697,2.8641809861025163e-06,23.83258856683169,28.4146486
0.0,1.1302263234215529e-08,1.1403692591052174e-05,4.683392507002863,2.869565736981631e-06,24.511384844775517,29.3510054
0.0,9.313952457824229e-09,1.1322457477477466e-05,5.198836864322314,2.874146843926971e-06,25.272370609688664,30.5664663
0.0,7.927596904554095e-09,1.1243661490652241e-05,5.808018184257446,2.8770865210183654e-06,25.926154293427707,31.7806757
0.0,7.241655593144742e-09,1.1192322878729792e-05,6.250456961395014,2.8772686421693184e-06,26.268572011402306,32.5378832
0.0,6.798974928789186e-09,1.1159985614599982e-05,6.504107942063077,2.874513567388588e-06,26.352917295318836,32.8588329
0.0,6.1544706155727995e-09,1.1122171923894817e-05,6.7980521710470105,2.8689579229394116e-06,26.355856148419722,33.1327814
0.0,5.7175446863751e-09,1.1099507074872207e-05,6.833636474762653,2.858356157913429e-06,26.070284693276868,32.8713385
1.8384116806712558,5.249129156266292e-09,1.1181110774410818e-05,5.588133410078639,2.8378004977723803e-06,24.599806971536065,32.3322415
11.306103108570206,5.211796458065228e-09,1.2217998535939428e-05,2.4448409600576326,2.8157502219889575e-06,16.102546547836077,31.878147
23.53821772123303,4.559583456653477e-09,1.768137030957748e-05,1.0218054390941702,2.82803323169898e-06,2.95728593285964,31.6820251
33.700410452850306,4.5321200823435816e-09,7.61036531110777,1.133797046953952e-05,2.5757267775944573e-06,1.3753485886713002e-05,32.0411547
40.07981107657577,5.648168308277071e-09,13.537835778221195,1.1188931092665229e-05,2.5743301995311846e-06,1.3424262429639301e-05,33.6258513
42.72470592034626,7.29031377475633e-09,16.876136024995102,1.1125673116607396e-05,2.5733301204295207e-06,1.3403313897815991e-05,33.4306123
41.97851131637732,9.635256234562583e-09,16.748449723472813,1.1124828080064221e-05,2.573196635184035e-06,1.3436997690818534e-05,32.7394695
38.16173885714957,1.2000266884486286e-08,12.806408818657156,1.119567938750023e-05,2.5737804795812965e-06,1.3570767880406959e-05,32.2603483
31.382813283319493,1.2681460546955658e-08,5.642713174931606,1.137987059864146e-05,2.573423572101954e-06,1.4468656531835586e-05,31.4865632
21.807445885246164,1.550052999879265e-08,1.79445405983934e-05,0.9854125919379753,2.8286181317113846e-06,2.72509358236911,29.6481574
11.035939189733329,9.549838377124381e-08,1.2984088625952107e-05,1.934402601571977,2.8152370213271835e-06,12.410530801292275,29.5548552
