,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,linear_red_2055,136.2489418975622,56.78821111,12410.59775012,12410.59775012,54.74768634725732,335836.68202504877,335836.68202504877,18.068013492947607,13.089999999999783,20.488999999999784,0.6212170868482156,35773.864406491186,35773.864406491186,1.6934994266035551e-15,7.399000000000002,1.4611158626815468e-16,5878.468467946426,5878.468467946426
1,2,linear_red_2055,140.7724137900001,58.36387239,12902.58249528,12288.17380502857,55.483153051342526,346986.47717525274,330463.3115954788,17.77892616383677,2.3817024199402034e-13,20.489000000000022,0.5916353208078344,35773.8644064916,34070.347053801524,1.1621916771326488,8.561191677132651,0.08950852808168057,9693.209316357186,9231.627920340177
2,3,linear_red_2055,137.5448275900001,59.00384411,12918.635116140002,11717.582871782313,56.89176725525067,339030.8789499635,307511.0013151596,16.544091870755572,1.7332790736130422e-14,20.48900000000004,0.5634622102931763,35773.86440649163,32447.949575049093,15.139570820642305,23.700762497774956,1.1294665034682039,18137.074759471434,16450.861459838034
3,4,linear_red_2055,134.31724138000016,57.68198185,13240.82324412,11437.920953780369,54.95811224356917,331075.28070002486,285995.2754130438,15.386545817221764,4.59323014091361e-15,20.489000000000043,0.5366306764696918,35773.86440649164,30902.80911909438,37.92373461201102,61.62449710978598,3.4269144257049113,35892.56190213454,31005.344478682247
4,5,linear_red_2055,131.08965517000001,60.2140999,13690.052020120002,11262.839676982327,56.18277725190303,323119.68245008664,265831.3624056533,14.301727297424133,0.0,20.165000000000042,0.5110768347330398,35208.15929312821,28965.83978332337,6.063398464057468,67.36389557384345,3.6030185270584854,58077.90720210405,47780.83798590426
5,6,linear_red_2055,127.86206897000005,62.47696987,13951.06014893,10931.02067666201,57.50008087424414,315164.08422479674,246939.30672119747,13.285334701600423,6.531256996906713e-16,20.07100000000004,0.486739842602895,35044.03497011536,27457.9183777211,26.085901023289857,93.35579659713329,4.754542824093199,74170.71314992136,58114.69453858959
6,7,linear_red_2055,117.9092739629323,64.82582571,14167.152494209999,10571.747317678499,58.04053757036082,290631.68341861555,216873.83691739294,11.667812426155738,0.0,19.989000000000043,0.4635617548598999,34900.8626883382,26043.561093938762,5.527876433557874e-14,93.27379659713336,4.5281360229459064,105607.07764110599,78805.62732959302
7,8,linear_red_2055,121.40689655000004,65.83368942,14414.000050769999,10243.760728576859,59.929486453514,299252.88772492,212673.44029362602,11.441831087797077,2.1978655710368908e-14,18.775000000000066,0.4414873855808576,32781.2145166617,23296.99713598198,46.96842158981612,139.0282181869495,6.295564971070311,106391.73263600843,75610.61806460671
8,9,linear_red_2055,118.17931034000013,66.51799268,15087.774971169998,10211.999985919092,58.12524125070832,291297.2894749819,197161.4715689325,10.607287170408563,1.3844036745347879e-14,18.46800000000008,0.4204641767436742,32245.191461715513,21824.814817440394,94.77636028990827,233.49757847685777,9.67011879253082,135998.29098075122,92048.99650440339
9,10,linear_red_2055,93.11951833870617,65.86045951,15118.182059120001,9745.314952312689,51.9993850916949,229528.021539823,147955.8092064005,7.9600225353043434,0.0,18.02100000000008,0.40044207308921353,31464.727925686333,20282.444167264523,6.545409744608685e-15,233.05057847685777,9.209636945267448,200924.98741167097,129518.03837651176
10,11,linear_red_2055,107.93036660283067,68.59272402,15594.98459001,9573.96772857104,59.822662643648556,266034.9189125726,163322.36262506948,8.786743109228734,7.042828928372232e-16,17.31900000000008,0.38137340294210814,30239.033513398907,18564.143448138773,0.0,232.34857847685777,8.771082805016617,184599.7826933888,113328.25319621545
11,12,linear_red_2055,86.23985133486583,72.22184541,15783.49193676,9228.280844886352,61.040126552924654,212570.4987302584,124285.56807835691,6.6865635626156,0.0,16.53900000000008,0.36321276470676966,28877.150833079548,16883.87201992677,2.969486561671468e-15,231.56857847685777,8.35341219525392,262188.1143326128,153295.96029490558
12,13,linear_red_2055,105.26896552000017,74.17093901,16397.07271246,9130.503634875937,62.602092731752286,259474.8965245258,144485.3314626063,7.773310832688219,2.030741814458442e-14,16.4100000000001,0.3459169187683523,28651.91638979599,15954.459148333295,48.92400161528021,280.36358009213797,9.35574484840153,214549.01345226946,119468.91872330416
13,14,linear_red_2055,102.04137931000008,74.9614222,16412.47745414,8703.887210914969,58.768415384194206,251519.29827458723,133386.05397433578,7.176169703819267,9.075081575090986e-15,16.41000000000011,0.3294446845412881,28651.916389796013,15194.722998412672,104.4746166411555,384.83819673329344,11.703763203308963,224145.09564187724,118868.92986131905
14,15,linear_red_2055,78.57456751348795,75.67741713,17165.33819011,8669.662222154657,59.121104213412195,193676.52825607103,97819.8076695725,5.262705652622994,0.0,14.04900000000011,0.3137568424202743,24529.60227667548,12389.116009674695,3.704346577424192e-16,382.47719673329345,11.146441146008534,329753.4228026789,166547.88624821478
15,16,linear_red_2055,92.57525023289783,76.26105637,17338.427885309997,8340.080266851368,63.34495661458508,228186.46840743886,109761.59285697305,5.905173695705141,2.874845506965381e-15,13.595000000000114,0.29881604040026133,23736.916716592168,11417.862796642201,9.600226418153526e-15,382.0231967332935,10.615658234293843,303515.5177754777,145996.1535859385
16,17,linear_red_2055,60.67348418743809,78.94310056,17627.93468626,8075.559988687562,64.74214470715641,149552.58611643617,68511.7628435505,3.6859328409830123,0.0,13.435000000000114,0.284586705143106,23457.556166783066,10746.176757763742,36.27473376268576,418.1379304959793,10.912672951509402,473426.90553605504,216882.32024680095
17,18,linear_red_2055,66.24623479952378,81.83882296,17885.20349942,7803.255044043056,63.67646094372658,163288.72270032993,71242.32883836172,3.8328372915038553,1.5700034108580152e-14,13.27200000000013,0.2710349572791488,23172.95760666507,10110.284645934786,116.00000000000006,533.9749304959794,12.811567613702262,408625.8083468137,178282.08665402376
18,19,linear_red_2055,85.90344828000022,83.84869051,18536.546704729997,7702.318025731093,63.78012310655669,211741.30707419317,87982.88657796556,4.733479297894547,2.454363275240512e-14,13.272000000000155,0.2581285307420467,23172.957606665117,9628.84251993791,116.00000000000006,649.9749304959794,14.484253574808028,378571.29099326715,157304.19074755083
19,20,linear_red_2055,49.80607424014997,83.69941614,18984.90776768,7512.97267450015,60.51034353147669,122765.77333041676,48582.585266254995,2.613743087324512,0.0,13.090000000000154,0.24583669594480637,22855.184981257265,9044.572790980457,3.3476367116301426e-14,649.7929304959794,13.79452721410288,560220.1772396038,221698.14753959767
20,21,linear_red_2055,62.77481920597238,82.54523386,18948.150118409998,7141.358499527525,60.916092038657446,154732.1153708964,58316.906945982584,3.1374495936938476,13.089999999999458,13.089999999999826,0.14400334355694316,22855.18498125669,8613.8788485526,22.04025575883604,671.8331862548155,13.525502664384305,533768.103949035,201171.58467145375
21,22,linear_red_2055,26.756925513988584,85.77960604,19502.529655,7000.284110846004,63.909927338757846,65952.49079119661,23673.142998552772,1.2736150933221442,2.884988069402382e-13,13.089999999999877,0.1371460414828023,22855.18498125678,8203.694141478698,116.00000000000003,786.6709945776829,14.781054670163392,890689.8596741019,319706.3243931405
22,23,linear_red_2055,36.238785460207176,88.72943633,19813.21606647,6773.145358134149,51.3020666977486,89324.09529259863,30535.43046070395,1.6428061587858682,5.920441182971516e-14,13.089999999999918,0.13061527760266917,22855.184981256854,7813.042039503546,116.00000000000011,887.5314237570407,15.516269231068412,679185.9032203197,232179.61345971696
23,24,linear_red_2055,68.72825101697171,92.06521073,20352.98426446,6626.347663841609,65.61136790414976,169406.5837243573,55153.92267371097,2.9672810398456475,7.370252946378796e-14,13.08999999999999,0.12439550247873317,22855.184981256978,7440.992418574847,116.00000000000006,965.6076891450297,15.629638145689126,562408.3827259558,183104.03155514604
24,25,linear_red_2055,27.21560313726469,92.8472888,20328.5101797,6303.218670579156,69.05305134576633,67083.07403811853,20800.308582335707,1.1190566017296604,0.0,13.08999999999999,0.11847190712260303,22855.184981256978,7086.659446261759,116.00000000000006,1075.5442906809722,16.407504410676196,927282.5001257325,287520.547055657
25,26,linear_red_2055,41.54726756036695,93.41038359,21187.57332786,6256.74912926663,59.206255062930424,102408.84288973825,30241.615151700338,1.6269988951614824,3.0801037220106886e-14,13.09000000000002,0.11283038773581265,22855.18498125703,6749.19947263026,116.00000000000009,1165.4583896576823,16.69446714504341,925950.857454562,273435.85466225137
26,27,linear_red_2055,12.690425727578457,91.96150327,21109.642403849997,5936.891344195723,51.45016400002137,31280.31976233295,8797.30011943733,0.4732947464257275,0.0,13.09000000000002,0.10745751212934537,22855.18498125703,6427.80902155263,116.00000000000009,1281.4583896576823,17.388190202397816,1450901.3312167968,408052.5567317072
27,28,linear_red_2055,17.633878261929578,96.81547879,21618.8232368,5790.565462740154,46.595008934095766,43465.31491725329,11642.111535402242,0.6263456006046374,6.124194279979198e-14,13.090000000000057,0.10234048774223396,22855.184981257094,6121.722877669188,116.00000000000011,1350.4899680678664,17.227687082840603,1033466.2235049435,276812.1907093229
28,29,linear_red_2055,53.62758621000006,99.93212632,21839.34654276,5571.07834242087,73.97789482770678,132185.32464875534,33719.63524159026,1.8141163759975565,1.4920506724469995e-13,13.090000000000192,0.09746713118308095,22855.184981257327,5830.212264446904,116.00000000000009,1371.7136077779583,16.367684890694697,798940.646792755,203804.67545181132
29,30,linear_red_2055,21.003643092621807,101.8518583,22516.5320651,5470.308628890685,74.25766213647071,51771.365769341246,12577.66285139636,0.6766782614051262,0.0,13.090000000000192,0.09282583922198186,22855.184981257327,5552.583108997051,4.5392604566611135e-14,1371.7136077779583,15.588271324471137,1182625.4248176974,287314.4961853623
