,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX-WECC,253379.97441509517,253379.97441509517,102.86416145334725,46989.06728445418,46989.06728445418,16.98668879053204,374416.17568612914,374416.17568612914,93476.79041948917,93476.79041948917,59.99999999925154,67.53299999925154,118215.69954188702,118215.69954188702,3.878293913433198,0.0,7.217,5868.250173035043,5868.250173035043,0.0,23.435113833652135,0.0,4.696999999999999,8128.265860908365,8128.265860908365,0.0,17.284364731129575,21.981364731129574,38359.457277543115,38359.457277543115,1.8490470489485267,2.969709052377504,0.06822974284335412,0.06867417588226389
1,2,MEX-WECC,260534.47713220917,248128.0734592468,105.76866061240878,46806.494294630276,44577.613613933594,16.920688106991744,379874.37278915837,361785.1169420556,94258.17065420083,89769.68633733412,3.204577663015442e-10,67.532999999572,118215.69954244798,112586.38051661712,3.693613250906954,0.0,7.217,5868.250173035043,5588.809688604802,0.0,22.94936551424576,9.775035203243193e-14,4.697000000000097,8128.265860908534,7741.20558181765,5.144147944260698e-15,0.5640084160155875,22.54537314714516,39343.702660073235,37470.19300959355,1.818020629033278,2.8173051804006057,0.06857889560820944,0.06926801430840684
2,3,MEX-WECC,273408.0486306727,247989.15975571217,110.99491868649692,44613.756653391945,40465.99242938044,16.128006871471147,395341.54777322913,358586.43788955023,95288.08910061957,86429.10576019915,2.6246062685569216e-10,67.53299999983446,118215.69954290743,107225.12430195685,3.517726905638666,3.133176814059108e-15,7.217000000000003,5868.250173035046,5322.675893909338,3.5435105490767e-16,22.93651738580582,7.274811376934383e-14,4.69700000000017,8128.26586090866,7372.576744588353,8.237944086170132e-15,1.8562587979815954,24.401631945126756,42583.0411146324,38624.073573362715,1.9088074463491889,2.5574507215368447,0.06917344506043772,0.06948184821981543
3,4,MEX-WECC,274524.7306075156,237144.7840254967,111.44825583527188,44413.98380457217,38366.46911095749,16.05578838730425,396162.01080828754,342219.64004603174,95073.26788676542,82127.86341584314,5.32900156371647e-11,67.53299999988775,118215.69954300071,102119.16600194424,3.350216100610534,1.7341404502449148e-13,7.217000000000176,5868.250173035187,5069.215137056634,1.8870842464342423e-14,21.933521074518183,6.559033296348283e-14,4.697000000000235,8128.265860908775,7021.501661512816,1.044866520750774e-14,9.572679066440548e-10,24.401631946084024,42583.04111630292,36784.831976074216,1.8179118537523251,2.424760847812513,0.06922859724840605,0.06958073191385314
4,5,MEX-WECC,284717.97014096007,234238.17865268898,115.58638490218536,46927.533947408236,38607.39831441281,16.96444430458993,406435.13927540835,334375.19492426165,97140.76079378958,79917.9443082169,3.519920949631542e-11,67.20899999992295,117648.5414625388,96789.746216886,3.1906820005827505,3.6811131464474406e-13,6.893000000000544,5604.80094814102,4611.083610751503,5.5146609005649224e-14,21.664689143587218,7.480681869054184e-14,4.55400000000031,7880.80109230982,6483.554561985855,1.2491856082836716e-14,2.960843396062309e-10,24.258631946380106,42333.49326309057,34827.86967413007,1.7313446226465226,2.4399875734708907,0.06984997315122722,0.07006320064595434
5,6,MEX-WECC,297945.82551282557,233448.35047934458,120.95647089179076,51697.335862673026,40506.21538511257,18.68874200636388,420683.0993580875,329616.2161381121,101838.64234628459,79793.24103593682,3.0126393974177e-11,67.11499999995307,117483.99559972358,92051.7846936487,3.038744762460695,6.13882761368938e-13,6.799000000001159,5528.36814832646,4331.621102084563,1.1109627187745532e-13,21.59163793583458,7.82611885639859e-14,4.5330000000003885,7844.460112305895,6146.339759809774,1.4142894101690368e-14,1.0031924070770229e-10,24.23763194648043,42296.846375655085,33140.68589442236,1.6488996406238225,2.5599928123391136,0.0704040899367323,0.07044115529309361
6,7,MEX-WECC,306785.1748992283,228927.82096966478,124.5449638834899,51068.711018911745,38108.25844869853,18.461492239469635,429154.4170030792,320241.63350231334,101197.18405026916,75514.89683458139,9.442349336695487e-12,67.03299999996251,117340.45559170636,87561.25461088771,2.89404263091522,9.029418327439932e-13,6.717000000002061,5461.692727211927,4075.5992047438317,1.8635744210768637e-13,21.17353416148429,0.0,4.5330000000003885,7844.460112305895,5853.656914104546,1.3469422953990828e-14,1.8776794034695027e-10,24.2376319466682,42296.84637598275,31562.557994932464,1.5703806101320776,2.4084419339577456,0.07080830027274997,0.07086781186557943
7,8,MEX-WECC,317764.2410064666,225829.11346626416,129.0021133929132,52411.837973458,37248.114725541534,18.94703666291897,436243.92799642915,310030.41500969115,102477.20270712793,72828.63472791575,5.979508012081899e-12,65.8189999999685,115215.36327765643,81881.40762559001,2.756231077062274,1.3052078652368163e-12,5.503000000003367,4474.571248750395,3179.994246823929,2.8630706585549697e-13,20.88693470449476,0.0,4.515000000000389,7813.31070087384,5552.774041616931,1.2828021860943643e-14,6.62526857975767e-10,24.219631947330722,42265.434759187,30037.255393186886,1.4956005811248365,2.3540808506542232,0.0716465828985243,0.0718093178995734
8,9,MEX-WECC,326122.189099568,220732.33441355042,132.39517286437342,52827.02790349995,35755.41186407655,19.097129068198928,444280.3402784083,300706.42207592586,102561.68769824333,69417.78727026445,4.044791151447035e-12,65.51199999997255,114677.96349148845,77618.5596483281,2.624981978154647,1.7484768747651634e-12,5.196000000005115,4224.944977015394,2859.6090628494053,4.0887350977303963e-13,20.41553360990927,0.0,4.4160000000003885,7641.988937997553,5172.398917424547,1.2217163677089185e-14,7.645019674228568e-10,24.120631948095223,42092.670861785635,28489.97649217449,1.4243815058834888,2.2597420298096367,0.07210631194674874,0.07220451526520105
9,10,MEX-WECC,347796.17444391816,224192.51507299,141.1941173466486,58342.750572285666,37608.25721556633,21.091079360132987,465553.1524597542,300099.713048861,106579.42127470627,68702.04523900844,2.716642649574282e-12,65.06499999997526,113895.49539891905,73418.05185118632,2.499982836337821,2.2423722041765924e-12,4.749000000007357,3861.482620449854,2489.14612696204,5.52533971378171e-13,20.735565719100848,0.0,3.985000000000389,6896.13358648563,4445.309197277653,1.1635393978180178e-14,2.2992145371948268e-10,23.689631948325147,41340.53712122732,26648.478829575954,1.3565538151412633,2.3768418560237916,0.07312585588363055,0.07312585588475852
