RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
7.89627916178484,7.81685274101428e-08,4.445139615809275e-05,4.5255401985665295e-05,16.410237108467367,3.294059506866492e-06,26.50649099
0.2300581046956057,8.128517620746203e-08,4.472784425518301e-05,4.506655538581578e-05,24.791796186907277,3.300428165209177e-06,25.81700129
0.0,7.93805781489511e-08,4.515639518059305e-05,4.455081064665833e-05,24.168154177144718,3.3018903611596066e-06,24.90265388
0.0,7.57586935503033e-08,4.543588147227891e-05,4.422529151205056e-05,23.474805062080332,3.3026861921386996e-06,24.17579126
0.0,7.217557669490365e-08,4.558770535627733e-05,4.4053055864737864e-05,22.924671696542262,3.303173196226774e-06,23.59250338
0.0,6.903595893109431e-08,4.562885320866752e-05,4.400343257565483e-05,22.547692041585652,3.303477173263031e-06,23.18647309
0.0,6.68306067660114e-08,4.556063125243951e-05,4.4068902561804577e-05,22.392166955982503,3.303677849447852e-06,23.01054225
0.0,6.321305465129835e-08,4.5403946340713175e-05,4.422641534890053e-05,21.929641367102892,3.3035089402248932e-06,22.51454415
0.0,5.8438695317828504e-08,4.509143844501377e-05,4.45516670807923e-05,21.966422021657927,3.3034419529061556e-06,22.5071488
0.0,5.619614532198566e-08,4.4590697248637026e-05,4.509304035783198e-05,22.341631277475074,3.3033656377393414e-06,22.86160901
0.0,4.302628311836362e-08,4.384699435116175e-05,4.5954286197317426e-05,23.03840467437255,3.303285711240454e-06,23.43652467
0.0,4.5283558656079595e-08,4.2783844103641476e-05,4.729665862445261e-05,23.70859096498785,3.3028450128679985e-06,24.12759966
0.0,4.593218243429193e-08,4.130635439112749e-05,4.9409189142844244e-05,24.07023808297001,3.301795654837445e-06,24.49525196
0.0,4.840548663015392e-08,3.925609300324935e-05,5.297759486220574e-05,24.52886333745027,3.300100596395835e-06,24.97676796
1.5765489469116585,5.007406633876078e-08,3.651406573968423e-05,5.926810289469118e-05,22.865615615331517,3.296191577124797e-06,25.20034875
