,year,location,fossil_gen,curtailment
0,1,MEX,353671.76604353864,1.2456439435482025e-08
1,2,MEX,356801.3164427448,1.3387762010097504e-08
2,3,MEX,369474.84975529363,1.414446160197258e-08
3,4,MEX,366937.0543787053,1.4551915228366852e-08
4,5,MEX,373992.2546347666,1.5657860785722733e-08
5,6,MEX,383614.75174939766,1.641456037759781e-08
6,7,MEX,386429.38098619285,1.7229467630386353e-08
7,8,MEX,389516.4551409989,1.8102582544088364e-08
8,9,MEX,389779.2834869815,1.8510036170482635e-08
9,10,MEX,401844.116467184,1.996522769331932e-08
10,11,MEX,413229.0196417294,20637.313121091574
11,12,MEX,414390.16364994354,19772.840074241918
12,13,MEX,400195.81014038034,17279.291989776364
13,14,MEX,395804.4196544671,15617.771411095862
14,15,MEX,374738.6248809075,14689.240476915205
15,16,MEX,366851.65545307164,14668.260572299478
16,17,MEX,342558.1669565546,23442.44396164303
17,18,MEX,325498.8724233519,45342.91897204565
18,19,MEX,313719.6968211871,84410.17353882373
19,20,MEX,306914.8649819033,129177.89816820645
20,21,MEX,297056.8405461794,191184.6611337203
21,22,MEX,286908.7386613756,287147.65089825797
22,23,MEX,281997.8422871075,393241.5209571129
23,24,MEX,268120.3863358682,526558.5041488424
24,25,MEX,256155.600934064,689719.6277117811
25,26,MEX,244112.49901470105,913415.6673573939
26,27,MEX,236595.512454183,1166571.1978772408
27,28,MEX,228363.75034485516,1513022.0727340388
28,29,MEX,222779.196882513,1509490.8688158472
29,30,MEX,217925.22317029932,1507939.7106304222
30,1,CHL,78346.24067525394,8.672941476106644e-09
31,2,CHL,77775.5156097745,9.167706593871117e-09
32,3,CHL,76400.7237966705,9.575160220265388e-09
33,4,CHL,73889.55239662991,1.0040821507573128e-08
34,5,CHL,73081.93496017928,1.0579242371022701e-08
35,6,CHL,73951.02676118552,1.1103111319243908e-08
36,7,CHL,68151.41222292099,43.937372006636
37,8,CHL,68741.82273695403,228.12241414263553
38,9,CHL,67808.33544101358,536.138252719873
39,10,CHL,70776.03467756066,279.11517461515905
40,11,CHL,58684.14144915218,0.0
41,12,CHL,61365.90418495822,0.0
42,13,CHL,59101.75920746472,0.0
43,14,CHL,58289.586044853735,0.0
44,15,CHL,56810.68614580659,0.0
45,16,CHL,57290.54453739668,0.0
46,17,CHL,58004.51801070233,0.0
47,18,CHL,55412.091685578314,4351.714322479267
48,19,CHL,53780.83884976973,10804.16403084778
49,20,CHL,51321.913549398254,21140.095256131535
50,21,CHL,51516.66514524047,35118.432906155474
51,22,CHL,47660.92397573434,51996.380024398604
52,23,CHL,45250.03112007362,68874.17700921412
53,24,CHL,42324.00284368315,98864.5463355002
54,25,CHL,40229.901273295065,134158.98594361654
55,26,CHL,36669.35699339602,178301.76591503245
56,27,CHL,37293.85095006138,233118.8195187792
57,28,CHL,36148.61840703957,294243.3902411658
58,29,CHL,35349.08977242234,289613.5576969206
59,30,CHL,34689.8725598405,286075.84841267596
60,1,USA,1266631.998062736,7.916241884231567e-09
61,2,USA,1258125.857293479,9.080395102500916e-09
62,3,USA,1215912.340360446,8.847564458847046e-09
63,4,USA,1196603.8694847787,1.0011717677116394e-08
64,5,USA,1209511.4366054211,1.0477378964424133e-08
65,6,USA,1194888.090751771,1.0710209608078003e-08
66,7,USA,1159490.0606213599,1.0943040251731873e-08
67,8,USA,1156205.6617109033,1.1408701539039612e-08
68,9,USA,1086483.3343075584,22.178290837677196
69,10,USA,1052329.2760722,2502.735446155304
70,11,USA,1002241.4263987406,0.0
71,12,USA,952504.0613321174,11730.542975320015
72,13,USA,902481.8632858421,42882.48895221902
73,14,USA,853068.9973774431,101089.31698547094
74,15,USA,828546.3249435255,182080.12352277292
75,16,USA,820629.8310080952,262921.99811852095
76,17,USA,813595.315509148,358476.3321870067
77,18,USA,790283.3576381454,504037.10609732685
78,19,USA,772826.912447804,658153.9413202531
79,20,USA,745408.2261634332,863971.9562622146
80,21,USA,741522.9212534502,1076269.4412182588
81,22,USA,736271.1521884293,1320564.0621451128
82,23,USA,725554.3133062664,1600748.821406652
83,24,USA,715941.2794751176,1947262.4209018408
84,25,USA,699659.5890097611,2337050.65946128
85,26,USA,689679.6277741903,2782177.135421152
86,27,USA,679457.913953161,3280299.0391149414
87,28,USA,671104.7836596649,3860108.037565602
88,29,USA,664104.2597945475,3824725.182530573
89,30,USA,659102.5206687364,3769459.158560059
