,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX_2042low-CHL2040low-WECC_2040low,RE_PV_MY,1306.7702621088988,60.50954287418218,0.0,60.50954287418218,0.0
1,MEX_2042low-CHL2040low-WECC_2040low,RE_WIND_MY,1306.7702621088988,81.05679831852318,0.0,81.05679831852318,0.0
2,MEX_2042low-CHL2040low-WECC_2040low,PP_CO2_MY,1306.7702621088988,0.0,141.0221011273708,141.0221011273708,4045.868203114442
3,MEX_2042low-CHL2040low-WECC_2040low,EL_Demand_MY,1306.7702621088988,0.0,0.0,0.0,0.0
4,MEX_2042low-CHL2040low-WECC_2040low,CO2_Budget_MY,1306.7702621088988,0.0,0.0,0.0,0.0
5,MEX_2042low-CHL2040low-WECC_2040low,RE_PV_MY,1306.7702621088988,12.77149861180961,0.0,12.77149861180961,0.0
6,MEX_2042low-CHL2040low-WECC_2040low,RE_WIND_MY,1306.7702621088988,19.24976528497694,0.0,19.24976528497694,0.0
7,MEX_2042low-CHL2040low-WECC_2040low,PP_CO2_MY,1306.7702621088988,0.0,36.20663484684092,36.20663484684092,616.7663762489076
8,MEX_2042low-CHL2040low-WECC_2040low,EL_Demand_MY,1306.7702621088988,0.0,0.0,0.0,0.0
9,MEX_2042low-CHL2040low-WECC_2040low,CO2_Budget_MY,1306.7702621088988,0.0,0.0,0.0,0.0
10,MEX_2042low-CHL2040low-WECC_2040low,RE_PV_MY,1306.7702621088988,290.99441242200635,0.0,290.99441242200635,0.0
11,MEX_2042low-CHL2040low-WECC_2040low,RE_WIND_MY,1306.7702621088988,37.21207828152371,0.0,37.21207828152371,0.0
12,MEX_2042low-CHL2040low-WECC_2040low,PP_CO2_MY,1306.7702621088988,0.0,616.2000462731384,616.2000462731384,10251.212911021035
13,MEX_2042low-CHL2040low-WECC_2040low,EL_Demand_MY,1306.7702621088988,0.0,0.0,0.0,0.0
14,MEX_2042low-CHL2040low-WECC_2040low,EL_Transport_MY,1306.7702621088988,8.098523402992708,0.2843816254873384,8.382905028480046,0.0
15,MEX_2042low-CHL2040low-WECC_2040low,EL_Transport_MY,1306.7702621088988,3.0383931566251583,0.12608588342113386,3.164479040046292,0.0
