RE_PV_Openfield_Lim_[US],RE_WIND_Onshore_Lim_[US],BESSch_[US],BESSdisch_[US],PP_CO2_[US],PP_CO2_Existing_[US],EL_Demand_[US],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL]
22.313817447632523,5.849825702266499,0.0015458822061213302,0.015619697693486003,39.05102830311824,0.00019377858593650678,83.125,7.51992347746932e-08,11.01724692162086,0.0037380169410454697,0.0016730991983668327,8.77539857971054e-05,7.37380786284513e-05,7.992
36.314644081441166,3.133835197642767,0.0016664926212142733,0.011133001962652201,16.618284106432196,0.00019406970035791918,79.077,5.2561664073671633e-08,10.444410741583914,0.0036713056217549758,0.0016903579798573367,8.777737398388766e-05,7.375604627680703e-05,7.948
44.12760537262902,2.576708940284053,0.0018298771875200229,0.013491356866097433,2.7510890796927825,0.0001899187117378916,76.863,0.0,10.224261627511208,0.003636752974396448,0.0016994505582440319,8.77769630731464e-05,7.375570746603522e-05,7.752
46.56524929547964,7.660486038682319,0.01840625769574711,0.00019595072452047751,0.00011429686970165086,7.355483927724378e-05,75.34,0.0,10.146170540758561,0.0036192375376475554,0.001703923981967387,8.776586450260854e-05,7.374718097348766e-05,7.523
43.065042637027474,12.32641844406155,0.018426410976995346,0.0001873682758681737,0.00011410104162773069,7.348002189873628e-05,74.411,0.0,9.983799524546718,0.0036062252104330527,0.001707483760623425,8.776241338205111e-05,7.37445802482425e-05,7.308
33.50197801661354,12.744263137080585,0.001974812449647011,0.007915829972670778,2.4786737913337396,0.00019048266772786566,74.378,0.0,9.869129848703295,0.0035981817732653786,0.0017097189137340746,8.775853688991181e-05,7.374164040422269e-05,7.136
21.563773163678487,12.465700008401228,0.001983007062273386,0.005019468025252745,22.96689373703526,0.00019983306164283676,75.423,0.0,9.831505634979877,0.003596532835452768,0.0017100167621216175,8.774716086859549e-05,7.373292789728663e-05,6.89
6.0003542716322755,14.833486602175764,0.0021511108357878395,0.003984959255926329,46.47770175771947,0.00020446748274219654,77.547,0.0,9.746098867324331,0.0035960332920982768,0.0017100880405826792,8.773902431011917e-05,7.37267177206386e-05,6.627
0.0,22.215409512178727,0.0023376367189445976,0.0034391982008054383,47.85941059757859,0.00020612097155933937,80.059,1.640567982080008e-14,9.633515088034049,0.0035910877553268572,0.0017116939423996766,8.77451177105679e-05,7.373138867876923e-05,6.66
0.0,26.324215660199243,0.002529310458417933,0.00306726307992284,42.572758896649184,0.00020655522379961844,80.727,4.2023882448288455e-09,9.440122336251367,0.003580735408960675,0.001715289421359917,8.776541532231178e-05,7.374690306902114e-05,6.898
0.0,29.52769164001185,0.002720921948862324,0.002818531354119332,37.83115113977773,0.0002068433340388149,80.628,4.162321039803087e-08,9.036420785672279,0.0035612015368817348,0.0017227427895165754,8.780396286572244e-05,7.377627180128864e-05,7.196
0.0,32.03475979812607,0.002932479118018698,0.002624828099772676,33.59286653523661,0.00020714974960606483,80.023,6.200257261659698e-07,9.018931629305625,0.0035600246576567994,0.0017233287459925556,8.778846750595103e-05,7.376407967168763e-05,7.472
0.0,31.059788847748315,0.00314164572288806,0.002471224807495308,36.952323779504866,0.00020815527581087304,81.969,2.383190285818069e-06,9.247043364146618,0.0035814327811644637,0.00171522729992778,8.770841863266873e-05,7.37021964554683e-05,7.621
0.0,25.418885491991333,0.0034255754716021004,0.002318639364004994,40.30954516349363,0.00020950883142932598,77.15,4.7356655377648115e-06,9.358395281336586,0.0035977878229458576,0.0017094806632104668,8.76350469556064e-05,7.364487310679697e-05,7.801
0.0,18.31552571066773,0.00378390477700681,0.002172601550392379,48.9684822398201,0.00021238032632343425,75.513,6.777117510144971e-06,9.445013792277802,0.0036083369107251908,0.0017059335717545135,8.757738164721451e-05,7.359944492124496e-05,7.807
0.0,13.440670958778979,0.00438244840418221,0.0020166205703259755,55.16672464817766,0.0002178005225286096,74.645,8.177307070659422e-06,9.519153100851284,0.0036147402570813306,0.001703818714204182,8.753618972739945e-05,7.356686375895876e-05,7.605
0.0,11.421088275853641,0.005631232814429679,0.0018471986222101547,58.84125999939683,0.00023022809717910652,75.391,8.741935084214895e-06,9.709289373305852,0.003617594214300508,0.001702937596051127,8.751341739826557e-05,7.354877311318927e-05,7.549
0.0,11.351447493683802,0.007450504888268259,0.0019275528418379853,61.96281201537177,0.00035010886334782093,78.41,8.335703109052182e-06,9.90692461091049,0.003617696205759131,0.0017030761639150113,8.751057072136431e-05,7.354648393012865e-05,7.535
0.0,12.535340790571068,0.0011862874058734126,0.009971597993133009,62.30067639994942,4.994439574282706,85.472,8.01142297315431e-06,10.151811930215258,0.0036215232695495513,0.0017020463377182937,8.751266002966829e-05,7.354812483544975e-05,7.619
0.0,13.928156433967855,0.0012673945716277914,0.006148148530556501,62.30067722653563,9.403534021249143,91.896,7.383769006010199e-06,10.253969364536626,0.003626509527602369,0.0017007292229196814,8.752773261201901e-05,7.356013224566207e-05,7.623
0.0,12.883544701420265,0.0013009677324377572,0.005390929854024867,62.30067741568425,11.99034095930296,92.968,5.590514962392134e-06,10.255284470539733,0.0036252779382277213,0.0017013138070170186,8.757335446729239e-05,7.359623472439172e-05,7.759
0.0,9.68006872160766,0.0012962180310381157,0.005438607660775638,62.30067735133584,15.796331247203684,92.131,3.3025321717545963e-06,10.163440974232067,0.003613237447184849,0.001705037408027833,8.765790337136804e-05,7.366246501451713e-05,8.271
0.0,6.755155870474409,0.0012540701435020465,0.006325742740724683,62.300676829494726,21.115723470578583,93.212,1.0159885460379247e-06,9.086564070240156,0.0035652125905683008,0.0017225423757521795,8.783446218317082e-05,7.37988594017588e-05,8.369
2.937673445486635,5.292699444907784,0.0011716335167759747,0.010227113658232341,62.300673457585546,11.798071358020682,86.463,3.1813654225376177e-07,8.313065232435351,0.003537338384093675,0.0017353977662159824,8.795590086546889e-05,7.389171841970676e-05,8.023
21.188751021701474,35.51679890661803,0.014083981203637878,0.002756711469265589,0.000115113424805156,7.393498080517535e-05,82.37,1.422369772873152e-07,10.011625506385936,0.0036031063816824396,0.0017094146950110936,8.78441377104179e-05,7.380685538181359e-05,8.654
35.00206658452161,40.25237209416709,0.012679148826683705,0.0033597128752345514,0.00011387206542354285,7.338552417923736e-05,78.093,4.122307186581623e-08,9.744755705726492,0.0036217173880217363,0.0017043630492855825,8.785296106391534e-05,7.381411576446162e-05,8.179
42.81502787570947,42.689799470111474,0.011738658249766382,0.0037285794954077622,0.00011370979495106838,7.330181187189477e-05,75.732,0.0,9.709887031304179,0.0036536344972137743,0.001695786916035849,8.785175049259882e-05,7.381353458816356e-05,7.931
