,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh
0,1,MEX-CHL_highIR_MEX_FF_Costs,353009.2949301289,353009.2949301289,143.3104774441945,75502.62312181345,75502.62312181345,27.294424766404916,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1.0820000000209655,8.615000000020967,15080.453283093042,15080.453283093042,0.0,0.9090000000423094,8.126000000042309,6362.445790758641,6362.445790758641,0.0,8.77263398830863,2.1550000000137532,6.852000000013753,12734.535475525745,12734.535475525745,0.0,0.18400000002538894,4.881000000025389,5061.33224893657,5061.33224893657,0.0,1.8763156872001852,0.0,0.0,0.02276629414004583,0.02276629414189591,0.0,0.0,0.0
1,2,MEX-CHL_highIR_MEX_FF_Costs,354785.02187820466,337890.4970268616,144.0313657618511,70369.7686827612,67018.82731691543,25.438882488124204,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1.5809022624972493,10.195902262518215,17847.803569183332,16997.908161126983,0.0,1.169445066598004,9.295445066640314,7278.090738021894,6931.51498859228,0.0,8.396916741614541,3.2151423995299853,10.067142399543737,18709.92148626704,17818.972844063846,0.0,0.2537374900856548,5.134737490111044,5324.44426314023,5070.89929822879,0.0,1.665484877652664,0.0,0.0,0.02227532456849895,0.02227532457037415,0.0,0.0,0.0
2,3,MEX-CHL_highIR_MEX_FF_Costs,365032.3356470841,331095.08902229846,148.19144723797547,62283.78138574862,56493.22574671076,22.515773822292285,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,2.3098446982570344,12.50574696077525,21891.15877094544,19855.926322853004,0.0,1.5045123913333056,10.799957457973619,8456.08465031982,7669.918050176708,0.0,8.228044057293141,4.7968170065745515,14.863959406118289,27624.871331524806,25056.572636303677,0.0,0.34990605361644345,5.484643543727487,5687.277861431118,5158.5286724998805,0.0,1.4039131530315092,0.0,0.0,0.021628844241165398,0.021650364598823826,0.0,0.0,0.0
3,4,MEX-CHL_highIR_MEX_FF_Costs,358429.6503604386,309625.0084098379,145.5109682975265,55329.64688156987,47795.829289769885,20.001833336628142,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,3.3748971436210815,15.880644104396332,27798.875394218572,24013.71376241751,0.0,1.9355826112083332,12.735540069181951,9971.595287445587,8613.838926634779,0.0,7.694491083992878,7.156589206710018,22.020548612828307,40925.49000292447,35352.9770028502,0.0,0.4825232814962774,5.967166825223765,6187.628331721448,5345.105998679579,0.0,1.1877741536800708,0.0,0.0,0.020620633682186845,0.020925648315639887,0.0,0.0,0.0
4,5,MEX-CHL_highIR_MEX_FF_Costs,358943.1552508772,295303.4221345033,145.7194348508882,52676.0356152449,43336.70486288729,19.042544903017877,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,4.931037458317173,20.487681562713504,35863.43873298151,29504.939800170916,0.0,2.490162305331945,14.901702374513896,11667.643803515915,9598.99943214271,0.0,7.338585343464548,10.677240554160567,32.554789166988876,60503.51978173511,49776.395458053055,0.0,0.6654035126759318,6.489570337899696,6729.33243859518,5536.238450929544,0.0,1.076960452547612,0.0,0.0,0.019432895954079623,0.020311061513607193,0.0,0.0,0.0
5,6,MEX-CHL_highIR_MEX_FF_Costs,358310.52065007103,280745.6686502677,145.4626054472679,51951.97790917291,40705.73409162831,18.780795870099734,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,7.2047026562734775,27.59838421898698,48310.63771355455,37852.64876734795,0.0,3.2036391890359686,18.011341563549866,14102.410080768812,11049.607308550936,0.0,6.976810611627796,15.929860239052875,48.46364940604175,90070.35356588472,70572.47884193635,0.0,0.91759683243608,7.386167170335777,7659.054721381393,6001.069784616114,0.0,1.011578197911055,0.0,0.0,0.01787402663449078,0.01950722845952729,0.0,0.0,0.0
6,7,MEX-CHL_highIR_MEX_FF_Costs,345336.41092926275,257695.34685464916,140.19553207213087,49484.739792258886,36926.27473154076,17.88888188912097,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,10.52673819739741,38.04312241638439,66594.02557653839,49693.4872092263,0.0,4.121540203037016,22.05088176658688,17265.264567758637,12883.606247466321,0.0,6.403987064684883,23.766482168118166,72.23013157415991,134240.6848994725,100172.46592703238,0.0,1.265373462645412,8.651540632981188,8971.178366823402,6694.431423297056,0.0,0.9176548533535197,0.0,0.0,0.015777169698655953,0.018505663933027564,0.0,0.0,0.0
7,8,MEX-CHL_highIR_MEX_FF_Costs,324620.76320462074,230701.91578211501,131.7856419966533,47962.10709670875,34085.774067332306,17.338445601781505,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,15.380539956077968,52.20966237246236,91392.38239489995,64950.85988416818,0.0,5.302436586296235,26.139318352883116,20466.403645918705,14545.09096606147,0.0,5.733173309101334,35.45829443379083,107.67042600795074,200106.9555838392,142212.27736261196,0.0,1.7449602519982035,10.378500884979392,10761.942475822514,7648.311593501396,0.0,0.8470655713472751,0.0,0.0,0.013316433716189003,0.017180706206596705,0.0,0.0,0.0
8,9,MEX-CHL_highIR_MEX_FF_Costs,292825.31120071496,198195.69681894366,118.87770593753179,46039.70919662568,31161.487400630398,16.643492993707778,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,22.47239409818476,74.37505647064712,130192.6366256844,88119.5011145609,0.0,6.821681305197226,32.65399965808034,25567.228977960327,17304.90695028403,0.0,4.925361261647565,52.9018402996348,160.47326630758553,298241.75462103565,201861.75892801798,0.0,2.406314318207914,12.685815203187307,13154.502272404787,8903.48492585937,0.0,0.7743941233930662,0.0,0.0,0.010447783778542049,0.01539529722838754,0.0,0.0,0.0
9,10,MEX-CHL_highIR_MEX_FF_Costs,271012.2758496735,174696.9294171767,110.02231160214025,45286.96060613361,29192.378595117858,16.371372119999123,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,32.83425015934465,106.76230662999177,186886.12623620743,120468.4632892641,0.0,8.776217324301491,40.98321698238184,32088.788626623893,20684.719259350004,0.0,4.341393392946258,70.38473857510446,230.42700488269003,428251.7320770389,276054.8848825745,0.0,3.3183269311530617,15.573142134340367,16148.503688055682,10409.469460896673,0.0,0.7254598004672741,0.0,0.0,0.008023433529340025,0.013738055052722556,0.0,0.0,0.0
10,11,MEX-CHL_highIR_MEX_FF_Costs,208901.69125870927,128247.51695080136,84.80740179691564,42631.64870978628,26172.1341632316,15.411468903533875,467086.6593182209,286750.69070753315,106746.2510468,65532.938283419644,47.973882035659294,154.03418866565104,269634.9838846009,165532.4902250055,0.0,11.29076353430993,51.57198051669176,40379.51395001276,24789.518785446802,0.0,3.1870790437443626,77.42321243261247,307.67221731530253,571813.0131680564,351043.5873309464,0.0,4.575999709913683,19.97114184425405,20708.99083464122,12713.52394084035,0.0,0.6504037060904686,0.24790381466769432,0.0,0.005766257796680806,0.011596867490562398,698.5080063236389,46506.63983006402,47205.14783638766
11,12,MEX-CHL_highIR_MEX_FF_Costs,198908.84889233884,116297.88436337425,80.75062756712494,39654.454212610595,23185.13809813984,14.335204161221371,482305.1721611917,281993.8451819173,112174.787227525,65586.27484961168,70.09428710544435,223.3484757710954,390968.80495738186,228591.362937456,0.0,14.525773061065404,65.31775357775717,51142.095288019635,29901.723915390154,0.0,2.8901187243142097,85.16553367500985,392.7087509903123,729854.5710778604,426730.85175429005,0.0,6.3103406564141356,26.152482500668185,27118.70581227058,15855.745635262596,0.0,0.5761738668768732,0.23327038327653232,0.0,0.00440129325862512,0.01064377034604864,2934.957191381121,43704.668303446815,46639.62549482794
12,13,MEX-CHL_highIR_MEX_FF_Costs,189818.5952732403,105698.09651404218,77.06027548588682,34935.022605909435,19453.127791849278,12.629115477104076,488672.77495816664,272111.286341369,111345.93981244584,62001.585649716246,93.68208704426442,316.90156281535985,554732.352102679,308895.7307244205,0.0,18.687671775276893,83.87642535303408,65673.0506311241,36569.21195727927,0.0,2.626703396470462,93.68208704127021,486.12783803158254,903475.2187742842,503088.808209678,0.0,8.70201086631162,34.591493366979805,35869.50233891818,19973.481073717125,0.0,0.48342967875524623,0.21374296549276928,0.0,0.003345021741934619,0.009948362722185588,3796.4483332813315,41075.6709167005,44872.119249981835
13,14,MEX-CHL_highIR_MEX_FF_Costs,181812.5180420129,96419.06013226225,73.81006432447981,29813.274648657738,15810.61607883529,10.777588225313725,508269.34102831664,269546.0834257307,112761.16642831666,59799.65408060373,103.05029574813494,419.9518585634948,735120.6481949468,389850.1750379886,0.0,24.04203032169263,107.9184556747267,84497.33251898387,44810.739507392085,0.0,2.396110063346846,103.05029574416436,588.7881337757468,1094270.7789143017,580315.157445511,0.0,12.00014345345353,46.20163682043333,47908.59135252983,25406.9488735871,0.0,0.392909620175136,0.20458560077911975,0.0,0.002597234345844459,0.009089552234583041,4469.351912570963,40627.79983002247,45097.151742593436
14,15,MEX-CHL_highIR_MEX_FF_Costs,171921.98902837295,86832.28707347832,69.79482604187041,23451.042520629548,11844.370041505232,8.477622224335136,509270.1742509625,257216.04443060467,113280.10695893875,57214.15173686459,113.35532532220181,530.9461838856965,929414.8719565046,469417.66686266375,0.0,27.841770540094966,133.39922621482165,104448.11042536706,52753.39332679002,0.0,2.1578691660630063,113.35532531667876,701.8364590924256,1304372.6337291196,658796.8160609397,0.0,16.548294999162408,62.44293181959574,64749.9333200212,32703.116278539426,0.0,0.2943444399014462,0.1840478027573347,0.0,0.0020088132968707584,0.008384250116097891,4567.765646864113,38030.70286749391,42598.46851435802
