,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,USA_maxRE,5361.070307048826,47376.3653321,47376.3653321,41134.21821463004,41134.21821463004,10.925600000000074,59.33200000000007,3375.629002897792,3375.629002897792,0.0,1.5566000000002216,49.96300000000022,2866.5181145774636,2866.5181145774636,0.0,9.909233167904368,0.20915984369930612,0.20915984369932947
1,2,USA_maxRE,5290.427435617554,47757.4198312,45483.256982095234,40592.19225295939,38659.230717104176,14.229501440000105,73.56150144000017,4185.200865596507,3985.905586282388,0.0,1.9784386000002963,51.94143860000052,2980.026712649639,2838.1206787139417,0.0,9.313008679750393,0.2047568555483051,0.20475685554832881
2,3,USA_maxRE,5043.2111657134055,47059.2439742,42684.121518548745,38695.36057383111,35097.832720028215,18.532502675456136,92.09400411545631,5239.587259575314,4752.46009938804,0.0,2.514595460600391,54.456034060600906,3124.296140799375,2833.828699137755,0.0,8.455067902254797,0.19808461792002754,0.19808461792005197
3,4,USA_maxRE,4867.366639894828,47038.096565399996,40633.276376546804,37346.147323007055,32261.006217909126,24.13673148451407,114.23073559997039,6499.032294775314,5614.108450297214,0.0,3.19605083042311,55.65208489102402,3192.91694762369,2758.1617083456986,0.0,7.771676397894313,0.19126383818704468,0.1912638381870693
4,5,USA_maxRE,4787.885871763139,47851.6304415,39367.654787048596,36736.310280598445,30223.053382570793,31.435679085431094,140.43141468540148,7989.691167161187,6573.138696046348,0.0,4.062180605467785,54.479265496491806,3125.628993746734,2571.4627084366975,0.0,7.280733559861309,0.18494201900631374,0.18494201900633836
5,6,USA_maxRE,4524.826827336779,48077.8234669,37670.23271316747,34717.920758166976,27202.3993594023,40.94182844086534,178.27524312626684,10142.774239797764,7947.129017463779,0.0,5.163031549549565,56.544297046041365,3244.105673368809,2541.841681873241,0.0,6.553058005680013,0.17386096593112793,0.17395852198676276
6,7,USA_maxRE,4122.068581707553,47625.3677239,35538.782666055275,31627.652469450193,23601.041232176183,52.88109584999987,226.6241389762667,12893.531589783335,9621.351789317056,0.0,6.562213099477506,58.57431014551888,3360.573245822061,2507.7114975575473,0.0,5.685490832831241,0.15912326340382849,0.15997989819335354
7,8,USA_maxRE,3899.3321025402843,47972.722959299994,34093.31856267913,29918.64840614245,21262.62484497275,58.16920543499978,275.9177444112664,15698.037154466561,11156.301925368361,0.0,8.340572849435919,58.03928299495479,3329.877230392989,2366.481579265694,0.0,5.1221663251539375,0.1472504296535543,0.1502395935947699
8,9,USA_maxRE,3550.524444963188,47208.38980640001,31952.496438965354,27242.33015625019,18438.68136313124,63.98612597849957,339.6466703897661,19323.824433785474,13079.125001717714,0.0,10.60086809163305,68.38295108658784,3923.3226190974883,2655.4591785426614,0.0,4.44187834037832,0.1299810910589809,0.13901506409250544
9,10,USA_maxRE,3387.9248574098315,47642.3673686,30710.694795523388,25994.742168598852,16756.442576661575,70.38473857634938,408.4384089661154,23237.654877695797,14979.199526154694,0.0,13.473703344465587,80.26365443105342,4604.952051894388,2968.3931514065625,0.0,4.036627016717771,0.11631578250620261,0.13144043283925244
10,11,USA_maxRE,3236.67278752361,48032.1929185,29487.599829293744,24834.220986861277,15246.057405194208,77.42321243398399,484.7364214000994,27578.54653204105,16930.83522941054,0.0,17.1250769508157,96.26353138186914,5522.910083047912,3390.5876980970074,0.0,3.6727752289112887,0.10326217079635058,0.12455321050791862
