,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-WECC_zero_cost_HVDC,RE_PV_MY,691.234749026447,32.45146468744835,0.0,32.45146468744835,0.0
1,MEX-WECC_zero_cost_HVDC,RE_WIND_MY,691.234749026447,1.2946199214081328e-11,0.0,1.2946199214081328e-11,0.0
2,MEX-WECC_zero_cost_HVDC,PP_CO2_MY,691.234749026447,0.0,290.5180110455246,290.5180110455246,1601.9037858309257
3,MEX-WECC_zero_cost_HVDC,EL_Demand_MY,691.234749026447,0.0,0.0,0.0,0.0
4,MEX-WECC_zero_cost_HVDC,CO2_Budget_MY,691.234749026447,0.0,0.0,0.0,0.0
5,MEX-WECC_zero_cost_HVDC,RE_PV_MY,691.234749026447,108.73435940343062,0.0,108.73435940343062,0.0
6,MEX-WECC_zero_cost_HVDC,RE_WIND_MY,691.234749026447,108.67778370916325,0.0,108.67778370916325,0.0
7,MEX-WECC_zero_cost_HVDC,PP_CO2_MY,691.234749026447,0.0,150.85313018086734,150.85313018086734,142611.70257733524
8,MEX-WECC_zero_cost_HVDC,EL_Demand_MY,691.234749026447,0.0,0.0,0.0,0.0
9,MEX-WECC_zero_cost_HVDC,EL_Transport_MY,691.234749026447,0.0,0.0,0.0,0.0
