Case_study,scenario,build_time_s,build_time_min,update_time_s,update_time_min,solve_time_s,solve_time_min,full_time_s,full_time_min
MEX_30y_MY_115920,fast_slow_2055,1360.0433831214905,22.667389718691506,0.14095592498779297,0.002349265416463216,2306.115432024002,38.43525720040004,3666.340446949005,61.105674115816754
MEX_30y_MY_115920,linear_red_2055,,,0.13550209999084473,0.0022583683331807453,2344.989750146866,39.08316250244776,6039.641851186752,100.6606975197792
MEX_30y_MY_115920,slow_fast_2055,,,0.1487438678741455,0.002479064464569092,2568.555848121643,42.80926413536072,8636.184964179993,143.93641606966654
