,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Fossil_Gen_GWh_loc2,Discounted_Fossil_Gen_GWh_loc2,Annual_Emissions_loc2,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,Total_Annual_Demand_loc2,Discounted_Annual_Demand_loc2,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,RE_PV_MY_new_annual_installed_GWp_loc2,RE_PV_MY_total_capacity_GWp_loc2,RE_PV_MY_annual_generation_GWh_loc2,RE_PV_MY_discounted_annual_gen_GWh_loc2,RE_PV_MY_annual_CAPEX_BUSD_loc2,RE_WIND_MY_new_annual_installed_GWp_loc2,RE_WIND_MY_total_capacity_GWp_loc2,RE_WIND_MY_annual_generation_GWh_loc2,RE_WIND_MY_discounted_annual_gen_GWh_loc2,RE_WIND_MY_annual_CAPEX_BUSD_loc2,PP_CO2_MY_annual_OPEX_BUSD_loc2,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc2,EL_Transport_MY_annual_CAPEX_BUSD_target_loc2,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-CHL_annual_forward_GWh,HVDC_CHL-MEX_annual_reverse_GWh,HVDC_MEX-CHL_annual_total_GWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX-CHL-WECC_low,353009.29491364077,353009.29491364077,143.31047743750094,75502.62310453012,75502.62310453012,27.29442476015695,1261958.0287414817,1261958.0287414817,474.56057866626367,374452.1939849834,374452.1939849834,93298.49082726167,93298.49082726167,1441501.1822344584,1441501.1822344584,1.0820000000034802,8.61500000000348,15080.453283062434,15080.453283062434,0.0,0.909000000006587,8.126000000006586,6362.445790730671,6362.445790730671,0.0,8.772633987898889,2.155000000002443,6.852000000002443,12734.535475504723,12734.535475504723,0.0,0.1840000000043799,4.88100000000438,5061.332248914785,5061.332248914785,0.0,2.714923321592694,10.925600000003834,59.33200000000383,104690.9211855787,104690.9211855787,0.0,1.5566000000115372,49.96300000001153,74852.23230896352,74852.23230896352,0.0,48.44025893324184,0.0,0.0,0.0,0.0,0.03138811451589821,0.03138811451599199,0.0,0.0,0.0,0.0,0.0,0.0
1,2,MEX-CHL-WECC_low,355323.64389101166,338403.47037239204,144.25002906314626,71391.07021997099,67991.49544759141,25.808086057730158,1248079.041811365,1188646.7064870142,469.34137175220576,379910.9161654542,361819.9201575754,94404.13441219501,89908.69944018572,1452222.6914922919,1383069.2299926588,1.3314511312309891,9.94645113123447,17411.14238151878,16582.040363351218,0.0,1.0392225337272476,9.165222533733834,7176.129895498088,6834.409424283894,0.0,8.409664642224318,2.685071198675729,9.537071198678172,17724.776928187137,16880.739931606797,0.0,0.2188687450239299,5.09986874502831,5288.287265810529,5036.464062676694,0.0,2.4448381933044905,12.559254021934304,71.89125402193814,126851.64175727528,120811.08738788121,0.0,1.6285220274503833,51.59152202746192,77292.00792529866,73611.43611933205,0.0,45.626203828504046,0.0,0.0,0.0,0.0,0.030783067833039607,0.030783067833135395,0.0,0.0,0.0,0.0,0.0,0.0
2,3,MEX-CHL-WECC_low,366994.03408405103,332874.40733247256,148.98783402903408,65704.49732440812,59595.915940506224,23.752372896265513,1199689.3020846061,1088153.561981502,451.14436173821815,395379.57904738747,358620.9333763151,95107.90331860584,86265.67194431368,1431859.7659386252,1298739.0167243765,1.6384123057766293,11.584863437011098,20279.16330266203,18393.798913979164,0.0,1.1881006321213397,10.353323165855173,8106.381663378808,7352.727132316379,0.0,8.272261896619277,3.3455254487002235,12.882596647378396,23942.481614506698,21716.536611797455,0.0,0.2603452584086632,5.360214003436973,5558.251177352148,5041.49766653256,0.0,2.1429499453887235,14.437180712035651,86.32843473397378,152325.95154062295,138164.1283815174,0.0,1.703767180952879,53.2952892084148,79844.51231512801,72421.3263629279,0.0,41.76877447665995,0.0,0.0,0.0,0.0,0.029926919954578003,0.029928435129018202,0.0,0.0,0.0,0.0,0.0,0.0
3,4,MEX-CHL-WECC_low,363221.82462125015,313764.66871504165,147.45643769783976,59422.6844191674,51331.54900694732,21.48147868558227,1173281.106620577,1013524.3335454719,441.2135334257746,396200.1210200833,342252.56107986893,95174.48972858835,82215.30264860239,1430880.0834424584,1236048.0150674514,2.0161422531798165,13.601005690190917,23808.395927278885,20566.587562707165,0.0,1.3583068748367533,11.711630040691926,9169.90047439513,7921.304804574132,0.0,7.797365782237504,4.168433423075927,17.051030070454324,31689.571997376097,27374.64377270368,0.0,0.3096817390180991,5.669895742455072,5879.374343217934,5078.824613512955,0.0,1.8457798391918114,16.595905023335636,100.92433975730943,178080.32932040663,153832.48402583445,0.0,1.7824890041165573,53.077778212531356,79518.6475032949,68691.1974977172,0.0,38.90413154314294,0.0,0.0,0.0,0.0,0.029208650476923923,0.029236261925887134,0.0,0.0,0.0,0.0,0.0,0.0
4,5,MEX-CHL-WECC_low,368758.021151323,303378.13660055056,149.70395633076024,56708.38970672242,46654.132553183015,20.500253004149293,1178027.360441161,969166.0248074915,442.9983669212593,406474.23776424583,334407.3613477888,97150.27764382835,79925.77384429601,1455002.1798421668,1197033.8941837335,2.4809564544433136,15.75796214463423,27584.122107757034,22693.525523013173,0.0,1.5528967129105866,12.940526753602512,10132.094508150283,8335.699226680474,0.0,7.539250072660279,5.19375430528084,22.10178437573516,41076.46777651125,33793.71169544479,0.0,0.3683676824662951,5.895263424921367,6113.068405731523,5029.2365059673875,0.0,1.6775892983473564,19.077413314772706,114.76675307208214,202505.17596901077,166601.50942787068,0.0,1.864848134954313,49.70762634748567,74469.64343390698,61266.359949944286,0.0,37.20143786223558,0.0,0.0,0.0,0.0,0.02870786742374709,0.02880676865482588,0.0,0.0,0.0,0.0,0.0,0.0
5,6,MEX-CHL-WECC_low,376511.31380261347,295006.4663357647,152.85154504181943,56594.295599530284,44343.11147508273,20.459007642117005,1154022.3781658865,904206.7299831312,433.9712693316598,420723.56842009997,329647.9247071313,101925.42668695917,79861.23883769507,1462507.7210146668,1145913.0680771442,3.052931864869632,18.71689400950386,32763.696542569938,25671.213551335724,0.0,1.7753633185855955,14.621890072188108,11448.558078051245,8970.244822486999,0.0,7.331205694910091,6.471276147602534,28.5520605233377,53064.39399198369,41577.3412005109,0.0,0.4381748498172131,6.3124382747385805,6545.656096945239,5128.692828660398,0.0,1.5944896024210253,21.929969969755053,133.59872304183722,235734.06230138938,184703.80614104445,0.0,1.951012633688485,48.56063898117415,72751.28054940092,57002.53195454346,0.0,34.70797533040249,0.0,0.0,0.0,0.0,0.027852284088554218,0.028052621172987277,0.0,0.0,0.0,0.0,0.0,0.0
6,7,MEX-CHL-WECC_low,377025.8003432558,281342.4571453845,153.0604101137508,54072.572511426275,40349.78614377675,19.547397180598153,1107839.9192662807,826687.204765177,416.6043094800046,429195.7010480417,320272.4402922998,101004.15841602876,75370.85813436566,1449077.4755909585,1081323.9232053098,3.756774108163856,22.391668117667717,39196.344164618706,29248.915507506703,0.0,2.029700292861749,16.56959036504986,12973.55654346019,9681.067641865859,0.0,6.991641402519948,8.063033504674365,36.61509402801207,68049.65175693149,50779.697876783,0.0,0.5212107580302323,6.833649032768813,7086.123381947773,5287.774370076237,0.0,1.4508976101579258,25.209056119885137,154.27557916172233,272218.2380313884,203133.4404643163,0.0,2.0411583256912715,46.06959730686543,69019.31829540052,51503.27797739193,0.0,31.732388354911347,0.0,0.0,0.0,0.0,0.026818799762875708,0.02720096071136767,0.0,0.0,0.0,0.0,0.0,0.0
7,8,MEX-CHL-WECC_low,377282.44234020094,268127.5879570748,153.1645985519667,53027.546228637766,37685.68708730479,19.16961704429124,1092158.5462405512,776176.6883552145,410.70731347230543,436285.8940402417,310060.23949352815,102635.89407014583,72941.41371686547,1458769.6969363752,1036720.3885722571,4.6228845989563,25.80055271662402,45163.5554173048,32096.895637375623,0.0,2.3204733564760813,17.67606372152594,13839.896286194768,9835.755901535824,0.0,6.663238688321265,10.046319738894796,46.64341376690686,86687.42079876082,61607.13151881289,0.0,0.6199823070620002,7.435631339830812,7710.346382153937,5479.599222633129,0.0,1.3551019362853052,28.97844873166563,174.37842789338796,307689.58152515703,218669.241065479,0.0,2.135469160270001,39.32946646713543,58921.56917288659,41874.459153141,0.0,29.7935421825149,0.0,0.0,0.0,0.0,0.02604926007627531,0.02663329982511478,0.0,0.0,0.0,0.0,0.0,0.0
8,9,MEX-CHL-WECC_low,374062.2927763199,253180.08360171228,151.85732087381712,51693.43810442454,34988.15366766812,18.68733295506382,1014341.8970118994,686546.5224525022,381.4442847132218,444323.0794083416,300735.3496013636,102670.88225200833,69491.69444237177,1436060.3356950835,971982.1614465624,5.6886736865074585,31.182226403131473,54584.11010262451,36944.67425876398,0.0,2.652902311268679,20.021966032794616,15676.676533030191,10610.591743346244,0.0,6.291778257586154,12.517440270785151,59.06185403769201,109767.2614553127,74294.80321504993,0.0,0.7374714645612758,8.074102804392089,8372.40665947271,5666.774382042239,0.0,1.2581040295820123,33.311461044007565,207.4326889373955,366013.6062977168,247732.41578036564,0.0,2.234137586029665,41.306404053165096,61883.324700972975,41885.07001082064,0.0,26.353088264339284,0.0,0.0,0.0,0.0,0.024358223040639372,0.02525908063573665,0.0,0.0,0.0,0.0,0.0,0.0
9,10,MEX-CHL-WECC_low,381841.16006506607,246138.21635688865,155.01529206929473,52299.53613826649,33712.74730878148,18.90643921259174,970136.2761258978,625358.4935370845,364.82071677342003,465597.93798560835,300128.5821981441,106561.09726338251,68690.23341792828,1448915.2188255417,933983.6688986048,7.0001765388790576,37.73540294201053,66055.36635917546,42579.87811915763,0.0,3.03295474326159,22.607920776056208,17701.411565182712,11410.487724557608,0.0,6.116780814685039,15.59638902652532,74.22724306421733,137952.34384848957,88925.31085787975,0.0,0.8772252931202453,8.520328097512333,8835.118084662003,5695.195893210233,0.0,1.2122429677291633,38.292368482577416,244.13205741997297,430769.3990127741,277677.7954374161,0.0,2.3373649435802513,42.05076899674535,62998.49748242134,40609.393185493245,0.0,24.00438577442098,0.0,0.0,0.0,0.0,0.022835972499374763,0.024050775101574644,0.0,0.0,0.0,0.0,0.0,0.0
