,year,location,fossil_gen,curtailment
0,1,MEX,353009.29491364077,2.4504843167960644e-06
1,2,MEX,355323.64389101166,2.574350219219923e-06
2,3,MEX,366994.03408405103,2.704386133700609e-06
3,4,MEX,363221.82462125015,2.8408830985426903e-06
4,5,MEX,368758.021151323,2.9844813980162144e-06
5,6,MEX,376511.31380261347,3.1346571631729603e-06
6,7,MEX,377025.8003432558,3.2929820008575916e-06
7,8,MEX,377282.44234020094,3.4588156268000603e-06
8,9,MEX,374062.2927763199,3.6329729482531548e-06
9,10,MEX,381841.16006506607,3.815861418843269e-06
10,11,MEX,691077.0573571486,323762.3866033611
11,12,MEX,652842.1333745705,289991.8445779958
12,13,MEX,616019.760719726,272856.5218274874
13,14,MEX,587922.2156791057,257316.290544478
14,15,MEX,561592.6347133522,263217.0984011152
15,16,MEX,545600.1485096505,269971.75231088616
16,17,MEX,524233.0025039026,299984.22346575826
17,18,MEX,499958.32463313267,337203.01222821185
18,19,MEX,476983.8506614348,392803.7267254548
19,20,MEX,457328.09472971415,458842.0490793355
20,21,MEX,443865.58846026607,558569.9725928167
21,22,MEX,428744.4873413994,700413.0807735315
22,23,MEX,419978.8123723648,865229.2896327506
23,24,MEX,413988.43958081095,1083437.3982616728
24,25,MEX,408827.73030723585,1348159.639726287
25,26,MEX,403439.7024842113,1695113.6836532173
26,27,MEX,402310.0425833746,2098141.848871456
27,28,MEX,398583.32037375885,2625663.083129328
28,29,MEX,392912.3765839672,3252687.6254857243
29,30,MEX,389788.2059112939,4038581.786763997
30,1,CHL,75502.62310453012,1.6879639588296413e-06
31,2,CHL,71391.07021997099,1.7736456356942654e-06
32,3,CHL,65704.49732440812,97.32679766112415
33,4,CHL,59422.6844191674,1817.141031173087
34,5,CHL,56708.38970672242,6747.64824513685
35,6,CHL,56594.295599530284,14278.91900150005
36,7,CHL,54072.572511426275,28204.189234276782
37,8,CHL,53027.546228637766,44789.4193394067
38,9,CHL,51693.43810442454,67162.22396720163
39,10,CHL,52299.53613826649,92525.90080803557
40,11,CHL,51323.61454442292,128047.3401235209
41,12,CHL,51846.099469192064,169054.251161168
42,13,CHL,50216.42291756095,225090.92441824835
43,14,CHL,49283.0712915685,293293.4581113776
44,15,CHL,46914.4217386159,378725.8767376027
45,16,CHL,46258.27236783953,483885.9735181276
46,17,CHL,45661.44819822343,614816.3436794284
47,18,CHL,43676.70170046785,783887.5302620553
48,19,CHL,42350.858362408,992694.2804408444
49,20,CHL,40168.93600340807,1255003.6585597822
50,21,CHL,37737.52370617517,1577058.4976924045
51,22,CHL,34753.17449338334,1981865.0162125702
52,23,CHL,33544.06223023325,2428126.595855484
53,24,CHL,29666.804017163096,2924649.421334896
54,25,CHL,25843.785867369916,3468056.6682269173
55,26,CHL,22769.189519270323,3849600.8035358274
56,27,CHL,24123.035711001652,3846149.3733939757
57,28,CHL,24150.849892843573,3846442.2664985317
58,29,CHL,25124.535013513767,3844543.2088921093
59,30,CHL,25308.83931691238,3843042.1162192635
60,1,USA,1261958.0287414817,1.5655532479286194e-06
61,2,USA,1248079.041811365,1.6470439732074738e-06
62,3,USA,1199689.3020846061,1.7317943274974823e-06
63,4,USA,1173281.106620577,1.8200371414422989e-06
64,5,USA,1178027.360441161,1.9120052456855774e-06
65,6,USA,1154022.3781658865,2.0100269466638565e-06
66,7,USA,1107839.9192662807,2.111075446009636e-06
67,8,USA,1092158.5462405512,2.219574525952339e-06
68,9,USA,1014341.8970118994,6178.492315505631
69,10,USA,970136.2761258978,14988.953795551555
70,11,USA,534916.966348694,0.0
71,12,USA,516183.12088876433,0.0
72,13,USA,495526.1806822455,0.0
73,14,USA,472524.9104763922,0.0
74,15,USA,459343.12949854735,34402.046748254215
75,16,USA,456343.83884721715,157958.71197410813
76,17,USA,451189.936452114,298842.9434781261
77,18,USA,438444.4727447164,504916.2647658207
78,19,USA,427863.330678704,723322.6567654223
79,20,USA,412204.2874838219,1006899.4540751423
80,21,USA,410860.6977031532,1292932.3676581802
81,22,USA,407550.58077979117,1621007.6182272492
82,23,USA,397475.78523458017,1995910.3990164672
83,24,USA,388260.5055072342,2447262.322650683
84,25,USA,371338.7430584443,2933110.2207904034
85,26,USA,364852.49703856785,3467196.1185866985
86,27,USA,357935.3657481208,4038605.206633982
87,28,USA,351157.22337133205,4669347.334225339
88,29,USA,337153.28330169065,5372265.997476229
89,30,USA,322064.80784279114,6126042.897565723
