,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,slow_fast_2055,102.79357027039251,56.90897009,50359.04708089,54.62804633218686,33320.33166405323,13.631486518479457,64.76547613135581,72.16447613135581,3.0735997257951997,0.0,7.399,0.0
1,2,slow_fast_2055,103.26231469712822,57.64056648,51201.047146319994,54.935596765877264,33472.27423909405,13.041568437164448,4.125943158756317,76.29041929011213,3.1086313847357165,0.0,7.399,0.0
2,3,slow_fast_2055,104.80532416724292,58.88709077,51904.12100707,56.146422397623226,33972.437694549,12.606136791531714,0.4712142001206946,76.76163349023282,2.9799816843681075,0.0,7.399,0.0
3,4,slow_fast_2055,106.22412423709392,60.6385859,53363.08454018,58.32661986597581,34432.338919577574,12.168373454337992,5.89654471329607,82.65817820352889,3.0670220052922597,0.0,7.399,0.0
4,5,slow_fast_2055,109.87462909428905,62.07380229,54824.943059490004,59.15806283961989,35615.642819452085,11.98719288851834,1.381519613952345,83.71569781748124,2.9720321707374135,0.0,7.075,0.0
5,6,slow_fast_2055,110.77082855918755,63.49749724,56233.140570624004,61.021463264235464,35906.14409622471,11.509492568336979,7.268726273404283,90.89042409088552,3.088123770705126,0.0,6.981,0.0
6,7,slow_fast_2055,114.18767691477882,64.96367652,57486.699176409995,61.90267466628145,37013.70870512577,11.299538626952792,6.760688328459753e-12,90.80842409089229,2.941070257814637,0.0,6.899,0.0
7,8,slow_fast_2055,115.9335631537411,65.70342158,57912.15527807,62.63776402297905,37579.63426230714,10.926004079720958,1.012692614737926e-11,89.59442409090241,2.8010192931571334,0.0,5.685,0.0
8,9,slow_fast_2055,113.86651423459996,66.63889343,59562.774270309994,63.218513696676595,36909.60446014695,10.22018839088628,18.796939158310536,108.08436324921294,3.276662549060787,2.0553747942222022e-13,5.378000000000205,1.1772943070804449e-14
9,10,slow_fast_2055,117.60899384003967,69.2362676,60929.20450895,66.32361508159474,38122.721792011034,10.053426585777945,1.069529628974778e-11,107.63736324922364,3.120630999105851,2.2369804008863898e-13,4.931000000000429,2.3615928573026327e-14
10,11,slow_fast_2055,117.42128751827387,70.71119881,62453.68103092,67.6543821442327,38061.877160579075,9.559410585295826,17.16092013928134,124.09628338850499,3.507575029959957,1.4392402732649717e-12,4.229000000001869,1.0003631255920709e-13
11,12,slow_fast_2055,120.83938515513358,72.37542371,64045.39326414999,69.4379597746329,39169.846721522634,9.369221041091045,3.569510878469441,126.88579426697441,3.4503936541358144,2.228845345637081e-12,3.449000000004097,2.1237177453626987e-13
12,13,slow_fast_2055,123.03527421469742,73.25173547,65068.1592869,70.6995767407607,39881.639799335324,9.085217330022754,0.7507305828539231,127.50752484982833,3.3089273363700658,0.0,3.320000000004097,2.0225883289168555e-13
13,14,slow_fast_2055,124.8489312189021,74.81309294,65941.58037216001,70.81378124859732,40469.533115483064,8.78013531202335,1.6535564348732105e-09,127.50752485148189,3.151359368021322,9.102949005617034e-12,3.3200000000132,6.515987852130422e-13
14,15,slow_fast_2055,122.18596908000481,75.81496573,67764.47593074,72.14406557123435,39606.339226570795,8.183675844454108,29.857609596545323,155.00413444802723,3.8941352984931488,8.352453354618829,9.31145335463203,0.41421502127248744
15,16,slow_fast_2055,118.95838288000482,78.61636632,69435.698283,73.50719374948076,38560.12356954651,7.588096296789629,6.965436032749267e-11,154.55013444809686,3.7087002842812584,28.615150377357384,37.472603731989416,1.793455733200551
16,17,slow_fast_2055,115.50820452000472,80.23259323,71053.67754141,74.99929519075347,37441.75510590681,7.017158980486187,3.854317703570218e-11,154.3901344481354,3.5320955088404333,35.38541507416729,72.6980188061567,3.4169108949038467
17,18,slow_fast_2055,111.835434010005,82.01285156,72573.60388401,73.3912624799272,36251.23383889335,6.470511468044176,2.848043924643342e-11,154.22713444816387,3.3639004846107747,24.370141045119,96.90515985127571,4.418789213953214
18,19,slow_fast_2055,107.94007134000488,82.80955019,73558.18899912,77.15679715962878,34988.55976526457,5.9477483538938145,2.569320785560768e-11,154.22713444818956,3.203714747249111,21.5150030966805,118.4201629479562,5.227316698900493
19,20,slow_fast_2055,103.82211653000519,83.85154524,74947.68301256999,76.51015041631177,33653.732891503176,5.44841856202646,5.076897666687516e-11,154.04513444824036,3.0511569021434948,30.184100383958064,148.42226333191428,6.3969866321802105
20,21,slow_fast_2055,99.48156956000506,86.77625306,76364.7182663,75.20505153699055,32246.75321112668,4.9720320017483886,48.396253359155295,137.67591167603985,3.160093549842359,38.9729285753983,187.39519190731258,7.912089230872751
21,22,slow_fast_2055,94.91843044000498,88.42889481,78102.33856504,77.77885343327307,30767.620727376358,4.518065634246247,7.608680886433349e-11,133.54996851735962,2.9412475831148766,61.83655779679844,249.231749704111,10.406599226172355
22,23,slow_fast_2055,90.13269917000541,90.17878348,79861.985564087,75.86825110362099,29216.33544025223,4.085968981136826,3.583131106486834e-11,133.07875431727476,2.7938839184377717,30.90631997889295,280.13806968300395,11.339377240243817
23,24,slow_fast_2055,85.12437574000504,90.92424273,80766.32001964,81.34826978817063,27592.897346512622,3.6751691251337073,1.074852084659772e-11,127.18220960398943,2.5745551619230094,19.160915825354742,299.29898550835867,11.681389954570212
24,25,slow_fast_2055,79.89346017000531,92.66356805,81675.30414585,78.44189482800283,25897.3064526407,3.2850752411161093,9.620234079492534e-12,125.80068999004672,2.432713760144108,50.03389442054914,349.3328799289078,13.420415084797554
25,26,slow_fast_2055,73.05014054010026,93.580163,83643.25752928,78.67054848644003,23679.057984844774,2.860657389260197,6.6557475540372775e-12,118.53196371664909,2.219777131921082,56.263965355738335,405.5968452846461,15.35503296238426
26,27,slow_fast_2055,68.76385256000526,96.67517197,85075.95120268,81.0694565170118,22289.666248292444,2.5645767020972934,5.22976441489125,123.76172813153357,2.2656562743821302,76.2382718684743,481.83511715312045,18.10275210905177
27,28,slow_fast_2055,62.865160520004636,98.39690705,87139.924354941,77.39485544001849,20377.616937815597,2.2329357239591507,1.7931187317698444e-11,123.76172813154137,2.1577678803643265,74.71083195157019,556.5459491046906,20.642932327361205
28,29,slow_fast_2055,55.604369824462204,100.14463,88618.50999547,84.06561836727207,18024.046053154758,1.88098710019455,3.047955486106691e-12,104.96478897323388,1.8254818637443984,30.205753712065093,586.7517028167555,21.03307315946696
29,30,slow_fast_2055,50.40000000000414,100.589604,89351.88132083,81.6770947751794,16337.059909982689,1.623746138916323,27.57346414960129,132.53825312282447,2.5367107895483594,67.46174687718221,654.2134496939375,23.093778927097823
