,year,total_fossil_gen,total_curtailment
0,1,353009.29629947414,4.626752343028784e-06
1,2,357327.5603005595,4.455039743334055e-06
2,3,371381.9291178242,2.4247565306723118e-06
3,4,370487.1866286412,1.1046533472836018e-05
4,5,379220.52617712505,1.1789263226091862e-05
5,6,390443.45120700327,1.175631769001484e-05
6,7,394592.799382154,1.3048527762293816e-05
7,8,398446.93554961093,1.3698067050427198e-05
8,9,398435.98984046374,1.4378398191183805e-05
9,10,408457.36116672494,1.5100464224815369e-05
10,11,400473.001670626,1.5844765584915876e-05
11,12,402071.3460923411,1.6629754099994898e-05
12,13,387063.11736654287,1.744681503623724e-05
13,14,376345.90576544224,1.904257806017995e-05
14,15,354310.95066472195,983.4485286477138
15,16,352481.1585802812,252.1063538332237
16,17,326356.8514589057,2398.592363810749
17,18,298353.0524575509,12297.278711533989
18,19,267572.1184057221,34277.35182061768
19,20,233481.48735433,57298.358834910905
20,21,204069.0271500821,111682.69267588598
21,22,176093.87179556888,216199.20320754172
22,23,153834.66404812943,352876.6426633543
23,24,135872.7032560373,565296.5412865352
24,25,122699.0969733476,866425.8948212392
25,26,106453.2968117449,918235.8856833902
26,27,95565.81306918107,945080.5013945323
27,28,84663.87744863739,999575.8194387826
28,29,75703.12846577942,1040219.9568416377
29,30,70499.35216585058,1111648.0097975496
