RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL],EL_Transport_[MX-CL],EL_Transport_[CL-MX]
0.0,1.6996782088748666e-06,0.0012598443076423922,0.0013208060985589124,23.037944636641544,9.695854763609519e-05,23.43652467,2.3157355464909e-08,8.646706268893833,0.02486611337793163,0.011875355709499939,4.1537857747058296e-05,3.5080216864796746e-05,7.843,4.309610140767519e-05,0.0004929022176432847
0.0,1.788847938742717e-06,0.0012285736879537941,0.0013603412696522078,23.70806337979739,9.695143396205337e-05,24.12759966,3.4495551882977664e-07,8.629971368917396,0.024777376841035353,0.011899296576596621,4.153786198116914e-05,3.508030584380084e-05,8.094,4.308796569857271e-05,0.000492929126701923
0.0,1.8144706888778564e-06,0.0011856473064611175,0.0014218426186153655,24.069611022882434,9.691857680588516e-05,24.49525196,1.3259040823967291e-06,8.848245308836754,0.024896222744668475,0.011846611631542431,4.1515309520637376e-05,3.50619910592139e-05,8.263,4.303848341867121e-05,0.0004930410277315676
0.0,1.9121742537909778e-06,0.0011262249959074165,0.0015254039325453038,24.528081242050163,9.685333867523002e-05,24.97676796,2.634719647337133e-06,8.954794942066146,0.02496760877676034,0.011821081070531984,4.1501049897880825e-05,3.50499581146503e-05,8.452,4.2985518769853365e-05,0.0004931638933928717
1.576559810806529,1.9780885825441264e-06,0.0010488299906091505,0.0017032851364640264,22.86458075769566,9.669870186914897e-05,25.20034875,3.770495300797622e-06,9.037677848841048,0.024975077066033857,0.01181499542344111,4.149475802548665e-05,3.5044221198795356e-05,8.477,4.29668299102233e-05,0.0004932380036046129
8.83467398743767,2.1514959219584555e-06,0.0009457803277184767,0.002113567667824849,14.456517848200585,9.653010159911462e-05,25.44885567,4.549500261275679e-06,9.108619744910145,0.02495344465014329,0.0118163166453706,4.149057974307679e-05,3.5039975133378444e-05,8.443,4.305348560330278e-05,0.0004930833675549234
18.498259489396663,2.0098398901317745e-06,0.0008260743466110787,0.003668914305306156,3.398244725583605,9.497374400882958e-05,25.8298019,4.8636348868923535e-06,9.290555993561133,0.02498180490115443,0.011808763094959105,4.148328900329324e-05,3.5033592692040915e-05,8.407,4.3505499545809074e-05,0.0004919587761620354
26.389376998061657,1.9718387098969393e-06,0.005182823520638795,0.0009527427007673935,5.4569315379015166e-05,3.520136438389986e-05,26.52135871,4.63762497174895e-06,9.479667798830302,0.025041107231639017,0.011797433134655129,4.1477278313471366e-05,3.502894732666682e-05,8.379,0.00017734961073516357,0.00017950825339340797
31.58162720299577,2.349239501828176e-06,0.004850362381145311,0.0011631029067532676,5.442920753224792e-05,3.514437436079309e-05,28.788983,4.457209518318397e-06,9.713993841101653,0.025107867464040607,0.011782204292405582,4.1473455251105274e-05,3.5026166854290685e-05,8.32,0.00017797373670546844,0.00017894971083868302
33.69815525567137,2.6972151261420383e-06,0.0047432922281603045,0.0012267067974979665,5.4371343686574824e-05,3.511895821138939e-05,30.17306685,4.108009975872625e-06,9.811745522736624,0.025188995700983638,0.011764123225965782,4.14731622044998e-05,3.5026430619092874e-05,8.37,0.00017828348059105987,0.00017869225286570628
31.51782311868404,2.957636484088239e-06,0.004846701194261012,0.0011650435451274468,5.444606245509058e-05,3.515114162239799e-05,30.02431602,3.1103209237827473e-06,9.813003912047064,0.025264658510418873,0.011749295556696194,4.147941562980838e-05,3.503199300435148e-05,8.702,0.00017808720535808978,0.0001788532871402146
27.44596582858572,3.0520887205531033e-06,0.005170442445605977,0.0009576333168787864,5.459699602447734e-05,3.5213676924076386e-05,29.55003662,1.8373861771901465e-06,9.72512135831077,0.025251410009414776,0.011747851875670134,4.149984065927939e-05,3.504870400212885e-05,9.264,0.00017763851164828546,0.00017923767372072773
21.175174423454518,2.6555044440543726e-06,0.0008385002964949191,0.0035887196929394504,2.8402983190598374,9.47363624405049e-05,28.6005205,5.652521197641531e-07,8.694687019602503,0.02479054666538734,0.01188510192505307,4.158017038199306e-05,3.511373494271306e-05,9.187,4.4139398415791256e-05,0.0004903459474308635
13.331144177617556,2.797009011532921e-06,0.0009649546908024224,0.0020143060680229397,10.899609172585983,9.635159385852346e-05,27.38038272,1.76997423430268e-07,7.9545469344447355,0.024300731357283854,0.012094386595340926,4.166695628560993e-05,3.51815237450485e-05,8.971,4.331923977889092e-05,0.000492646437101666
11.680015909499625,1.1149126454719805e-05,0.0010891321793335918,0.0015768211526665497,16.14121122923813,9.656849460225753e-05,32.61786393,1.3200833912438576e-08,10.169702265659204,0.025452534818187596,0.011687124279581261,4.1576554032034656e-05,3.510931689499969e-05,9.495,4.326603371834128e-05,0.0004929107961050078
2.4959715091464942,9.590285282947616e-06,0.0011936220623791093,0.001395545792832794,26.234648431845837,9.688762152776081e-05,31.44434273,0.0,9.573527392713109,0.025608687972718286,0.01165364326808227,4.160487146546008e-05,3.513162876998644e-05,9.097,4.3198199160140286e-05,0.0004929372964308128
0.00048076979243339026,8.845182166247857e-06,0.0012800342250748357,0.0012975207785000976,28.51194506855929,9.759218138344862e-05,30.58476025,0.0,9.171975275443717,0.0259865944461886,0.01157428253873588,4.163234658146969e-05,3.515329984706377e-05,8.818,4.313529414707064e-05,0.000492992414832635
0.0,8.108096224955356e-06,0.0013952840671218973,0.0011872084634697074,28.31053605367295,9.790828473884437e-05,30.2099089,0.0,8.743976495194032,0.026583899447642705,0.011463296360893679,4.1669365803995836e-05,3.5182461192771794e-05,8.635,4.313470139069849e-05,0.0004929831458591901
0.0,7.463752922534933e-06,0.0015397596776352282,0.0010921951242470773,28.391912002998865,9.831013155755395e-05,30.14012233,0.0,8.41844610463891,0.02759888482412718,0.011285949722782329,4.171099840096758e-05,3.5214958335872375e-05,8.558,4.312282610714262e-05,0.000493000727787267
0.0,6.747509137889625e-06,0.0017646115165215212,0.00099350862838694,28.58228876444055,9.882532165732742e-05,30.16241137,0.0,8.267421372549679,0.029522406025537067,0.010993335218912992,4.175052978098946e-05,3.5245413197476755e-05,8.606,4.309825081712594e-05,0.0004930382051044829
0.0,6.295101063765954e-06,0.002174534476773943,0.0008865550629892989,29.3285838592649,9.97081833214936e-05,30.80222481,0.0,8.125909710415286,0.03290528651837884,0.010548680712899279,4.182187105019277e-05,3.529959658507847e-05,8.847,4.307126797576994e-05,0.0004930630674038304
0.0,5.8969380651188105e-06,0.0032465056076227713,0.0007536682375776782,30.01525278950891,0.00010129191884520396,31.39443138,0.0,8.020520797824238,0.041049057944268656,0.009708330656712698,4.2006500507540683e-05,3.543707402764955e-05,9.142,4.3065696174176434e-05,0.000492980830291583
0.0,5.619717567625013e-06,0.0014115934730127115,0.0016395299300988211,31.221686366204285,0.00037911796121991366,32.53892659,0.0,7.834180451510778,0.06287759176940945,0.009108966427565627,4.5562016129660746e-05,3.790845510508709e-05,9.665,3.884155847106795e-05,0.0004999368048325247
0.0,5.349731523526561e-06,0.0005785709486700322,0.0037532370711697,31.221833245466804,0.9227392908766596,33.40069138,0.0,7.640534029322936,0.000767014378604498,0.05066067620303097,0.00032867264803158815,0.3225145556339967,9.963,0.00010863690837700402,0.00011695870920452078
0.0,4.563044882308628e-06,0.0006218185707269872,0.0024353934924029675,31.221833484544888,1.776248105381493,34.06860091,6.277877988410469e-11,7.286612962995942,0.0007453364448458992,0.0441774592233565,0.0003308500418500553,0.9200331258741301,10.11,0.00010853523376669311,0.00011213439944199248
0.0,4.443185032569442e-06,0.0006333151510587329,0.0022509422753768525,31.221833623679668,2.0723904008199012,34.33647683,4.870572164689334e-08,7.273778098493631,0.0007415072645866635,0.03643814587065064,0.0003309828768818727,1.041847394935803,10.263,0.00010850362369983345,0.00011192232648571141
0.0,4.37702144998597e-06,0.0006174298337996886,0.002482933936294682,31.22183371308686,2.104248059326603,34.35307851,6.552236839889085e-07,6.992999564138625,0.0007552138319903532,0.06589890753641445,0.00033059939628359236,0.7938292844090518,10.375,0.00010844560516882487,0.00011128707175381783
0.031843488321897165,4.3656127916201955e-06,0.0005664641237011497,0.0039448711977841154,31.221833402296834,1.937821556162566,34.22368676,1.964293925965438e-06,6.914027643032549,0.05774835176705255,0.008732040148990702,4.267415168086169e-05,3.591972166868222e-05,10.49,3.0815878357871275e-05,0.0005154743165221796
2.2163808017305926,4.4135282007314815e-06,0.0026011552188537268,0.0008468705870107111,30.36434935874921,0.00010195597238278524,34.02766908,3.4447086813320325e-06,7.0628660451184215,0.043148897607430695,0.009554325177481941,4.172913143591137e-05,3.5228487413986446e-05,10.577,4.252852398524915e-05,0.0004939368608807023
10.900137846100577,4.397287742180855e-06,0.001420850385725165,0.0011912595585092038,19.721090767772406,9.682121096028742e-05,33.68981616,4.614998490269019e-06,7.245969549201366,0.03525844518539764,0.010183726336308251,4.162470136983887e-05,3.51459291550164e-05,10.653,4.309755482611004e-05,0.0004928703687711487
21.391894743483995,5.113785654509272e-06,0.0008794932685901819,0.002658244568972411,7.155884034741659,9.531387418010915e-05,33.74821736,4.939395813851641e-06,7.562135580510334,0.03175646707996089,0.010568736464342537,4.156750526658537e-05,3.5100198990165145e-05,10.623,4.371651461663247e-05,0.0004914540592172232
29.953266756785812,6.658130644660755e-06,0.005114016691933136,0.0009969475064609027,5.442984735064187e-05,3.509030213582854e-05,34.10282069,5.049830737294364e-06,7.873836405005752,0.030331739696724654,0.010763435432576665,4.152689651356273e-05,3.506761598068867e-05,10.528,0.00017750947848198302,0.00017896639073946267
35.825743985460875,8.499384716732495e-06,0.004720403364695426,0.0012456441941932342,5.4243789239999325e-05,3.5022283606163244e-05,34.80331668,4.964534114386297e-06,8.450430563665357,0.030124065055838496,0.010799400677801626,4.150129610186789e-05,3.5047216027504206e-05,10.169,0.00017835635581209825,0.00017830296415674403
38.746789703249114,9.991357440583293e-06,0.004521056099691639,0.0013673803354980832,5.422142743842007e-05,3.501424256816913e-05,36.46255368,4.372943253990343e-06,8.986544678370688,0.030895409951082663,0.01069383578575953,4.149236212244109e-05,3.50404610935805e-05,10.057,0.00017856123708560442,0.00017821941670854443
38.43398978686812,1.112901450119649e-05,0.004520338719112482,0.001367718083428219,5.4224291065914475e-05,3.501562163728804e-05,36.27180628,3.5646763324597107e-06,9.42463512273395,0.033072734644963825,0.010423425042746053,4.1496624280826236e-05,3.504441205601992e-05,10.328,0.0001787619911085623,0.00017812497922449459
35.55603010117667,1.1839241702032793e-05,0.004718103858965886,0.0012468887379624833,5.4255166081372425e-05,3.502863562823428e-05,35.16489984,2.3080997620094645e-06,9.160843872681642,0.03780289000601526,0.009983309667893679,4.153646229628621e-05,3.5077454884654775e-05,10.637,0.00017916603588117731,0.00017783556730420713
29.907542133450022,1.1519693886345906e-05,0.005126304136899947,0.000990842786538119,5.4398132717341406e-05,3.508659419269484e-05,33.5801393,8.855632571596382e-07,8.132455807454184,0.048256942909139185,0.00948237993858677,4.168450140189635e-05,3.5193270718650486e-05,10.34,0.00018006834805902921,0.00017687174284861812
21.646369301785253,1.1423437730739778e-05,0.0008285919873529491,0.003666737395396544,3.4316460242497593,9.465759408447882e-05,31.80500086,7.23461620492084e-08,7.693594434060737,0.007546340541898869,0.13802610632944345,4.0391064844095134e-05,3.426070469683559e-05,9.86,4.330176994388194e-05,0.0004934278119777431
14.589479591235213,3.321882403679722e-06,0.0009587118568737759,0.0020336493731153613,15.058249307586761,9.622322908297118e-05,33.1556451,0.0,7.959670389252673,0.04840150541892666,0.009496467159622494,4.174187144761551e-05,3.52391103366987e-05,9.008,4.3551803148222275e-05,0.000492046229370909
4.095339831347202,3.7521017318680653e-06,0.0010728030833521355,0.001617916297809774,26.048075117942933,9.651496934923631e-05,31.78908175,0.0,7.952324044920357,0.036306059363828566,0.010262076234001457,4.1704543102837665e-05,3.5211286603414604e-05,8.599,4.317004459847255e-05,0.0004925989571519997
0.13372007215838583,4.1053422731692065e-06,0.0011391259704817754,0.0015074410043937083,29.767291732533998,9.72113156122873e-05,30.88838599,0.0,7.902795431205835,0.03117854424553201,0.0107678331455978,4.168605624170911e-05,3.519725881067352e-05,8.239,4.302625608180003e-05,0.0004929644681762782
0.0,3.938636325123025e-06,0.0012203167328651238,0.001370052610813399,29.24749291159915,9.726843821090247e-05,30.17059721,0.0,7.7933332228019205,0.028555025234618454,0.01113603556078882,4.168050405605908e-05,3.5192939240075077e-05,8.011,4.3033018601543746e-05,0.0004930035710478931
0.0,3.4941602589534355e-06,0.0012908365357002583,0.001284715183287523,28.9171512749696,9.733827719595279e-05,29.73599139,0.0,7.858695641438582,0.027155686033882475,0.011368338871472587,4.1667605654378394e-05,3.518272919416632e-05,7.92,4.301769724885936e-05,0.0004930436625920875
0.0,3.09898302626298e-06,0.001361125306667582,0.001218377396191155,28.720874260171804,9.741597332651687e-05,29.44701632,0.0,7.951695821653376,0.02624834223828852,0.01154771177669008,4.16633269783854e-05,3.517905060677656e-05,8.053,4.3001807470857556e-05,0.0004930649949183788
0.0,2.835345800271808e-06,0.0014362540900602577,0.0011622943563643253,28.965938350262267,9.756920460731278e-05,29.63019853,0.0,7.97418681510582,0.025652408495388884,0.011680299954437671,4.16613857153912e-05,3.5177285102875145e-05,8.145,4.2976181488898694e-05,0.0004931040204733868
0.0,2.6363241462367777e-06,0.0015496193366711611,0.001095775911420319,28.951983260053918,9.765579126264705e-05,29.56944813,0.0,8.060289432355011,0.025384495446368137,0.01173418048881335,4.164599409647713e-05,3.5165201594591185e-05,8.066,4.294710305787136e-05,0.0004931570342510865
0.0,2.3670297830796026e-06,0.0017279739697937141,0.0010216676500178707,29.211961693114446,9.780032323648644e-05,29.76609884,0.0,8.141293674274452,0.025234279191153137,0.01176451880167065,4.1631400446102725e-05,3.51537624106277e-05,7.991,4.290656421518016e-05,0.0004932301594296637
0.0,2.1703452664262624e-06,0.002014470164291,0.0009439089179429783,29.98695100443309,9.820997198467633e-05,30.49465676,0.0,8.419707849654179,0.025251000971730928,0.01174933369799562,4.160893947231727e-05,3.5136051629507565e-05,7.959,4.2817784012358554e-05,0.0004934037978460743
0.0,1.8939286422157703e-06,0.00233869991597166,0.0009145175072856383,30.774833696330354,0.0001000073053695154,31.21744376,0.0,7.993823869910208,0.024731209999185988,0.011928764704646442,4.1652078408746964e-05,3.516963662995899e-05,8.457,4.257316839574945e-05,0.0004938482344174047
0.0,1.8743668092044045e-06,0.002876830579304586,0.0011560922969910956,31.066008852500413,0.00010206322770812634,31.50373851,4.6008089276767034e-10,8.475934450205068,0.024891948516456798,0.011872040506350505,4.162441372375321e-05,3.5147878207016454e-05,8.764,4.2080720564235744e-05,0.0004948439560169224
0.0,1.8267029346366044e-06,0.000542093528139148,0.005375041537068679,31.22181105387645,0.04091900414302259,31.69568586,2.3371567644449715e-07,8.714416797829765,0.02511240202569349,0.011802683646268774,4.1593996290874574e-05,3.512422016788146e-05,8.843,3.120754061945405e-05,0.0005149724187001858
0.3046053431057624,1.7220898710898825e-06,0.0005332004499269038,0.007837742401110702,31.221809597355005,0.2767100412258875,32.27095135,1.1888569670173903e-06,8.500785740463789,0.025413412187351977,0.011715828961713368,4.15639493437433e-05,3.510099545523871e-05,8.845,3.1145995447949135e-05,0.0005150675591492957
6.409506063744482,1.4479069086173066e-06,0.002265421699278408,0.0008713561382417003,24.53731527425467,9.650640266124606e-05,32.48362296,2.385302226295027e-06,7.857541632209893,0.025698121200025806,0.011649388875272197,4.154987977327271e-05,3.509025399942479e-05,8.846,4.286216096056493e-05,0.0004931459777832858
17.837720527165907,1.3842715746815179e-06,0.0009199250678440682,0.0022339024514542406,11.421232655215087,9.589729918505197e-05,32.92070363,3.6365498727014935e-06,7.709037034446369,0.026290554748846173,0.011503500879364512,4.152021468901747e-05,3.506604919459644e-05,8.844,4.340813055587559e-05,0.0004922265831597097
28.384685981292918,1.6665503503015051e-06,0.005035429637124407,0.0010411048929884746,5.438024524239379e-05,3.504451261169106e-05,33.20263817,4.516280565652963e-06,7.906680630932299,0.027217081711505338,0.011309548577484237,4.1492210955789406e-05,3.5043380366357385e-05,8.676,0.00017627281292906212,0.0001799406342323427
35.79379191431357,2.1986731610711154e-06,0.004667837306136808,0.0012790304699787866,5.397699044322722e-05,3.4893650714801276e-05,33.5583773,5.0157423050568695e-06,8.100454040055467,0.028452719967826636,0.0110738225539694,4.148349496446757e-05,3.503662998169655e-05,8.647,0.00017824684502524497,0.00017792758284128024
40.66779520440648,2.901044492281802e-06,0.004417167696187347,0.0014331952782467695,5.395720035059102e-05,3.488383565010305e-05,33.72011444,5.058154342710487e-06,8.299099049508444,0.03054739164650619,0.010728973985164456,4.1480039337436163e-05,3.5034161812168174e-05,8.788,0.0001785331321136526,0.00017773580306639256
42.97135910519995,3.6636871992409474e-06,0.004336278386243137,0.0014830113533775633,5.395348737611245e-05,3.48792901282505e-05,34.47860912,4.004846111493926e-06,8.088752520704748,0.034143751654272046,0.010260353312577493,4.150020891119947e-05,3.505122322342227e-05,9.242,0.00017899947022928948,0.00017746256072231857
41.93784610728126,4.491330575011657e-06,0.00441146008974534,0.0014362568986381293,5.396565696780907e-05,3.488531374137732e-05,36.69783504,3.0511365629766876e-06,7.7154109308427845,0.04168454693926654,0.009569828782137479,4.1547553218978833e-05,3.508998815563688e-05,9.633,0.00017955230643119786,0.00017711644761114303
38.51755531682298,5.250673558663787e-06,0.004657875367106256,0.0012852745469087502,5.397932012119743e-05,3.4896469725936905e-05,37.21059898,1.912244677740249e-06,7.455960373293311,0.059986847005233754,0.008355841675567646,4.1625488559645365e-05,3.515131861850109e-05,9.554,0.00018035145135726648,0.00017653985181725166
32.415032031309934,4.922583847328943e-06,0.005096712487413874,0.0010132574142474066,5.403830622748102e-05,3.4925621013092535e-05,36.46068552,1.875925669445382e-07,6.841118067622031,0.0007730807297684254,0.05666738914602089,0.0003212024772562146,0.6142983338564563,9.469,0.0005104155177629704,3.314442971540333e-05
23.721027626745574,5.687413945667179e-06,0.0009061065777347616,0.002383642406538049,5.673595823532833,9.42781423257923e-05,35.16397914,0.0,6.2570544632477425,0.0007473911992158824,0.04068415801603589,0.0003244349765927771,1.343688791057903,9.238,0.00038531639978498834,6.20576009732687e-05
11.900070195582593,2.683548780443522e-06,0.002457525392221207,0.0008299595072016961,24.94086675234781,9.598561424871602e-05,39.69299715,0.0,6.222796072660327,0.0007422243069130771,0.04125732139408284,0.00032486829725398794,1.6401275349043216,9.492,0.0003837683308869125,5.7988513542335136e-05
4.432024216938259,2.987887457326456e-06,0.0005883653264095096,0.0031450491759159012,31.221830750902363,1.156258938410626,38.34124975,0.0,6.55795150774191,0.0007580539861096175,0.05857233887641574,0.00032316688160262364,0.6598346093831001,8.949,0.00010986790828175003,0.00012865640646845785
0.435199403612108,3.2222466373205845e-06,0.0006689752509114727,0.001846583915481821,31.221832800799177,4.725708425405693,37.22038966,0.0,6.858267308836685,0.04980229907472154,0.009524363154700828,5.07007983808363e-05,4.0972665438280955e-05,8.558,3.284123157761793e-05,0.0005070020038945635
0.004831928656713218,3.0882162793032986e-06,0.000732234926737376,0.0014810673048929425,31.221833545520276,4.341552543432226,36.2935811,0.0,7.143441286668031,0.04793495438531744,0.00939696736931799,4.2091878238434864e-05,3.549675791412268e-05,8.224,3.042922092701667e-05,0.0005164194361327854
0.0,2.741012567045813e-06,0.000779156501219712,0.0013151317764017443,31.221833887936594,3.638554745649272,35.50331348,0.0,7.513178319696761,0.034456440644068796,0.010439715202172056,4.177562025822651e-05,3.526350429581736e-05,8.077,3.0296538888309508e-05,0.0005166716326959607
0.0,2.3228808936502196e-06,0.0008123295160650597,0.0012278503998076325,31.221834053576305,3.022827088675638,34.78952791,0.0,8.062106988059394,0.03029309871411844,0.010901485733130037,4.1698524206221955e-05,3.520370984594141e-05,8.08,3.0259830818304883e-05,0.0005167061241322412
0.0,2.0105642821234844e-06,0.0008320910576119656,0.0011841573251477877,31.22183413043838,2.691104469573327,34.38458848,0.0,8.812987094826687,0.028342297736014502,0.0111540965982433,4.164047940704542e-05,3.515736879760102e-05,8.224,3.0230599152781266e-05,0.0005167413359241399
0.0,1.8153920657530192e-06,0.0008418553801160688,0.0011659219039329215,31.221834107766554,2.011004888462978,33.65874574,0.0,9.45302032340847,0.027116101698010896,0.01134899542541922,4.161218704638172e-05,3.513378586305628e-05,8.891,3.0219546310890325e-05,0.0005167506393437586
0.0,1.685678222959e-06,0.0008336364763198141,0.0011816249604192739,31.22183414000728,2.5335002359381904,34.15088152,0.0,9.807252763820278,0.026321913505297202,0.01150559813683084,4.160600287882976e-05,3.5127728656188065e-05,9.673,3.0210962092880184e-05,0.000516757692572592
0.0,1.5362546757097798e-06,0.0008138847729305231,0.0012250025823482213,31.221834125547666,3.0945177877695436,34.67696132,0.0,9.936818293383606,0.025878107849979185,0.011606161292030497,4.16045807824282e-05,3.512588886523045e-05,10.089,3.020535792199397e-05,0.000516763314278067
0.0,1.434761846468418e-06,0.000781442336729451,0.001309924250635413,31.22183406985758,3.8095026612072256,35.36828839,0.0,9.468547346262929,0.024751178261153903,0.011963737788744742,4.169393752272117e-05,3.519371491091841e-05,10.872,3.0242513798278964e-05,0.0005166811307209947
0.0,1.266688938928866e-06,0.0007354759066244741,0.001470182961687168,31.221833959766343,4.4968289479498855,36.01644877,1.142781572358407e-10,9.630858903232578,0.02489962197185189,0.011885835808302868,4.165788704326681e-05,3.5166037722609014e-05,10.861,3.0222413178281116e-05,0.0005167280088618145
0.015588040024083122,1.1631729296561417e-06,0.0006727422754580903,0.0018229540614395794,31.2218338304979,5.057575156117935,36.57185795,7.578430203690383e-08,9.653121708756728,0.0249932497605803,0.011857878801555,4.1630792838535e-05,3.514532270981036e-05,10.814,3.020837653699573e-05,0.0005167647388908335
1.0815624435091236,1.01574447529947e-06,0.0005830570656274747,0.003212400500080166,31.2218338780583,4.485651217915992,37.23216764,6.700739821085147e-07,9.619374621615448,0.025421838160254163,0.011732732816892893,4.157572009276191e-05,3.510331885824325e-05,10.674,3.0190476316599444e-05,0.0005168080417729194
7.328839471181209,8.316354985998627e-07,0.0026485870300401726,0.0008119232719897116,29.02736958483074,9.929877565990296e-05,37.92014623,1.8819450116546953e-06,9.2787668726528,0.025814144797658256,0.011623010453939984,4.153506610185075e-05,3.5071873173770434e-05,10.635,4.2769672305106e-05,0.0004935468642975637
16.991998528064507,8.279458045846385e-07,0.0013618494200228694,0.0012230535949382761,17.892325363413295,9.658770520344574e-05,38.2561819,3.209247739965438e-06,9.024735071936112,0.026368312678034498,0.011491009028037213,4.150222335097352e-05,3.504560528454442e-05,10.611,4.30868380495473e-05,0.0004929789044272094
26.18952928810978,9.097185880549509e-07,0.0008870695203651971,0.002613962471923261,7.569712405708987,9.530770679712812e-05,38.87210544,4.187988879932849e-06,9.15138502385218,0.0272110912020926,0.011313176954902264,4.1476268924468524e-05,3.5024403244813086e-05,10.565,4.359597035899902e-05,0.0004919087402729286
32.94470216805329,8.847764589643819e-07,0.002228314049632982,0.0018320080811430445,8.328071344490338e-05,4.50050260945805e-05,39.31267119,4.599300307587999e-06,9.218672733979805,0.028486549573037662,0.01107253838491515,4.145987403035443e-05,3.5010935655087444e-05,10.526,8.727164633269998e-05,0.0003743604085286783
37.210992740510726,9.435893030238481e-07,0.005632057994555369,0.0006443687488225828,5.44008742995294e-05,3.508874971423122e-05,39.24274523,4.6565854247860755e-06,9.459347063321253,0.030606689200443682,0.010724614505699153,4.145124375379251e-05,3.5004024281606117e-05,10.363,0.0001769772173183634,0.0001801054333172791
39.26318461946355,1.1081000490294218e-06,0.005596250271079526,0.0006731664732610934,5.417506426322187e-05,3.4995138037282545e-05,39.53023502,4.3688402229060025e-06,9.353818800671828,0.03426041977867879,0.010243110714564227,4.14630124707908e-05,3.501380753821307e-05,10.632,0.00017804570290845043,0.00017912409068169405
38.371122513193896,1.3067144864156145e-06,0.005632467730114578,0.0006416656004367568,5.4395583276965494e-05,3.508661288374558e-05,41.12360429,3.100911379046501e-06,8.993483039642355,0.04180932013387393,0.009550939837936832,4.150447819608973e-05,3.504809323608347e-05,10.708,0.00017746543616022965,0.000179301026144002
