RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL],EL_Transport_[MX-CL],EL_Transport_[CL-MX]
34.67936485001981,1.5717535074505217e-06,0.0009473862305007067,0.0028902865582546705,0.9612083089868424,9.237709491817518e-05,42.49637887,1.8287504588328973e-06,8.646125025494442,0.05998863435006891,0.0083575595713559,4.15846439396965e-05,3.511203478122845e-05,10.574,4.6306196792142234e-05,0.0004858904618255798
29.16049492116175,1.716885252409514e-06,0.0011568944416373227,0.0015738432772661678,7.098070271379725,9.54861585281783e-05,42.11409009,2.2820754347232523e-09,7.492046033467506,0.0007756666345153936,0.09193478037162664,0.0003312488802977946,0.8678160918844066,10.365,0.0003834910775387912,6.039482774649663e-05
21.260507567155578,1.9992772826214944e-06,0.0016184676343609238,0.0010657498062427364,14.960856692989841,9.580233206768267e-05,40.6647155,0.0,7.005743647994542,0.000766693143151908,0.10379193070326308,0.0003313075727304194,1.3463124137979543,10.242,0.0003844566377489185,7.243302107781675e-05
11.977742954914591,3.647682278999021e-06,0.0029456559472230584,0.0007769762491759557,25.533960282121903,9.677796209315647e-05,40.6043017,0.0,8.247326352344313,0.058381127722251146,0.008773223086290801,4.1952469596033914e-05,3.5389392163734804e-05,9.862,4.354776333848509e-05,0.0004920320670112398
4.228015871890426,3.834102461684083e-06,0.0005883621619766573,0.0031559414593922853,31.22183435447034,2.100865161876068,39.24234092,0.0,8.48100668636037,0.04356346445397825,0.009546256544319232,4.1729840079420314e-05,3.522529377394844e-05,9.242,3.0438666683091368e-05,0.0005164601237614135
0.40814664409662577,4.069230242014106e-06,0.0006724107695063626,0.0018232416683611392,31.22183411921368,5.4990477863031595,38.15999407,0.0,8.66494646740962,0.03559222594798428,0.010189052228752911,4.166446077544125e-05,3.517507821075954e-05,8.809,3.0325552528653942e-05,0.0005166731909878295
0.003528777204931019,4.3285298952385624e-06,0.0007368446743944864,0.0014619666625151403,31.221833919902505,4.940586766449533,37.18156732,0.0,8.80649786815382,0.032125962995571036,0.010556527347251538,4.1633334817261616e-05,3.515058100930126e-05,8.475,3.031601528191548e-05,0.0005167032820154951
0.0,4.482959326696519e-06,0.0007853542636869263,0.001296351725347862,31.22183392411819,4.17632455494667,36.44907878,0.0,8.930230299646142,0.03075396243762996,0.010726678485954409,4.161559281709331e-05,3.513629489431265e-05,8.273,3.0316171006006717e-05,0.0005167075995467214
0.0,4.52318773268418e-06,0.0008202751530717899,0.001207965250024816,31.221833967775595,3.6462072157872685,35.92826317,0.0,9.010239310160065,0.030707401924008514,0.010731662112810384,4.16104632209029e-05,3.5131847126738534e-05,8.265,3.0317446161393676e-05,0.0005167016234248544
0.0,4.270045817543659e-06,0.0008439889482445587,0.001158681168231218,31.22183399327633,3.0222108035323463,35.24490104,0.0,9.066322498483576,0.031991264907764515,0.010565359409359829,4.161509393498456e-05,3.513509328027188e-05,8.417,3.0315349410964707e-05,0.0005166877219259892
0.0,3.8690718867872195e-06,0.0008577802968161055,0.0011341223603787802,31.221833983695568,2.301368800702923,34.43010026,0.0,8.989711757263994,0.03500114000718877,0.01025124131225786,4.165289336484652e-05,3.516397280119962e-05,9.129,3.0325273179543502e-05,0.0005166405149152795
0.0,3.459235979473866e-06,0.0008556854728786798,0.001137431874092725,31.221834023652615,2.7345906032263847,34.7673306,0.0,8.765861872233073,0.04175695239704614,0.009733539209977316,4.173547513056965e-05,3.522667498348966e-05,9.795,3.034865733705674e-05,0.000516561382899686
0.0,3.0142116361084466e-06,0.0008414163236053339,0.0011641794283015125,31.22183406312496,3.7285141618015967,35.65705542,0.0,8.67123788411369,0.058089764035578334,0.008805685705114046,4.1850101826906086e-05,3.5312490046172386e-05,10.186,3.038513403756097e-05,0.0005164524239890938
0.0,2.599708108715325e-06,0.0008178004839222929,0.0012149671240133785,31.221834053806163,4.270312618280937,36.10158173,0.0,8.27940830342681,0.000519895614084242,0.17644220190732854,0.0002467494576641087,0.00016132539931282573,10.565,9.33172584720978e-05,0.0002974245414488796
0.0,2.4086213369578143e-06,0.0007813839178045201,0.0013099407601857055,31.22183404317058,5.179482817544159,36.96637727,0.0,8.591785214137015,0.05465392366805529,0.011579816055200545,4.202867775341547e-05,3.5443055738726134e-05,10.644,3.0451198882130413e-05,0.0005162782214637411
0.00027033508663362884,2.2150858915721546e-06,0.0007320913205383395,0.0014859041290776708,31.22183406127799,5.741054514837063,37.4831587,7.883686455382172e-08,8.727067098566547,0.03953007428414429,0.010675378587990845,4.187934212859492e-05,3.533297059392381e-05,10.558,3.038230807929821e-05,0.000516431452363974
0.4891422237564812,1.8887537977771036e-06,0.0006661989666828221,0.0018864781466934248,31.221834287357698,5.96338529480608,38.20980452,7.01732370959645e-07,9.025573115062857,0.03376988740912299,0.010491381958345418,4.1638005557557056e-05,3.5151134084079854e-05,10.427,3.0266150857124255e-05,0.0005166764556649426
5.721230230361582,1.8901404401374968e-06,0.0006026282351253992,0.0030174636010120654,31.221832266346677,0.18168629051303206,38.64013162,1.7548331205348873e-06,9.07897050321179,0.030489246490767674,0.010828892871930614,4.155337882025055e-05,3.50852750241248e-05,10.32,3.0406626004065242e-05,0.0005164678848426788
15.409461482754253,1.9802783796069647e-06,0.002632298663032747,0.0008066201810430557,20.489882806231876,9.642157993296775e-05,39.24348956,2.8581927358030923e-06,9.093216883134318,0.028776098674447425,0.011053242600334056,4.150191601093091e-05,3.5044007648614894e-05,10.25,4.3154257892801156e-05,0.0004929150609930676
24.725102996123997,1.8282780013954279e-06,0.0013252492529962584,0.001267981124462061,10.190379553837703,9.597727190454691e-05,39.96789267,3.838714314618918e-06,9.490395633932819,0.028040861165084745,0.011164164040828478,4.146362639310263e-05,3.5012685313357986e-05,10.178,4.326643606927034e-05,0.0004926401214250192
31.5367355848581,1.6693214792797127e-06,0.0009330261429258299,0.002558898205775062,2.0526779476037884,9.455274180094654e-05,39.8800784,4.4958061496522505e-06,10.071084282330519,0.02793073775455863,0.011183462936050043,4.1438005093688396e-05,3.499169190325799e-05,10.204,4.354038832661103e-05,0.0004921845829393085
35.92184230700745,1.7156854098299558e-06,0.005632424456209233,0.0006267893177932758,5.6110911632262365e-05,3.562111461315936e-05,40.19238498,4.350027292580945e-06,10.49662933588688,0.028263489440438383,0.011122837274151405,4.1428667708675985e-05,3.49841878061652e-05,10.092,0.00017507360530000417,0.00018383883678369317
37.94659826971638,1.9041462371855318e-06,0.005613742365714363,0.0006495289180419301,5.542686047038487e-05,3.5394876465096945e-05,40.60842789,4.245804129049947e-06,10.505722942738238,0.02910738253755439,0.010970043374908789,4.1435311560843035e-05,3.498932765656635e-05,10.577,0.00017671647364977478,0.0001823177362488139
37.60119622532775,2.213432811926102e-06,0.0056398620274986915,0.0006248208990684599,5.611477574651394e-05,3.5628517358641616e-05,42.01636836,3.642200333924041e-06,10.138081105834383,0.030772038376850098,0.010715979374547584,4.146876060372351e-05,3.50166873573798e-05,10.933,0.00017506077069715797,0.00018336625663982259
32.757092388838075,2.5966715734587774e-06,0.0008849158451271271,0.0028917638021107484,3.484063249256683,9.502650557897805e-05,42.97762609,1.7863053992442334e-06,9.704645377299421,0.03399640583635908,0.01033436450486159,4.158018986525955e-05,3.5106253157948664e-05,10.858,4.389506162869264e-05,0.0004913900388485596
27.79481695875411,2.4196514281811955e-06,0.0011517200564501557,0.0014796180370232367,9.372102610610758,9.588968953266013e-05,42.93229185,1.4774629654065122e-07,9.331514137145351,0.04121731793023916,0.009644460502049321,4.1939355722739885e-05,3.538715559184758e-05,10.689,4.38838132817283e-05,0.0004912446948558169
20.158030755627415,3.0209926024961267e-06,0.0016179767121366163,0.0010482290450431109,17.279284251064965,9.657807136545132e-05,41.91450173,0.0,8.993281873968728,0.061254595667035554,0.008220014731121189,4.275321845905087e-05,3.6002911916013166e-05,10.565,4.439646695266706e-05,0.0004891498093741988
8.981834736205197,1.4074542429161761e-06,0.002888801518524429,0.0007823886692410627,28.717203042067933,9.983845540742633e-05,39.70597746,0.0,5.00007366575532,0.000746583988832796,0.028526680121197506,0.00032973454993979757,2.8374823074574094,9.142,0.00039271928491186985,6.060333582536591e-05
1.8814305834807585,1.6407459554221322e-06,0.0005840441398846805,0.003186415340219778,31.221833871080644,4.11874977183259,37.96065406,0.0,4.79415949318107,0.0007362020744238254,0.015606194371132823,0.00032966497335752183,2.710868618402195,8.744,0.00011293108453353511,0.00011865129718074664
0.022248960285723443,1.7035681682513803e-06,0.0006752191076786055,0.0018040611412629727,31.221834316635945,5.247713346447866,36.89602774,0.0,4.6728564153680585,0.0007334517760779831,0.012495945332059225,0.00033012461963078516,2.432175984185283,8.31,0.00011277004284878739,0.00011812114709809173
0.0,1.6767070845967284e-06,0.0007408292323677925,0.001448357407607004,31.22183445248448,4.542182293835992,36.15738231,0.0,4.495406214223762,0.000731523299172926,0.011043323579670345,0.0003305171798596076,2.330352354484893,7.984,0.00011270171746919728,0.00011731694643240699
0.0,1.6225020621924582e-06,0.0007897655164487706,0.0012863399942544364,31.22183446563581,4.098986655121273,35.70128285,0.0,4.286846333316826,0.0007296322791777649,0.010237443550139454,0.0003308427213844605,2.3559522980514513,7.747,0.00011262978513813067,0.00011680867239298524
0.0,1.467812098308949e-06,0.0008243433876779933,0.0012006655683891637,31.22183443809549,4.246559880798235,35.81250441,0.0,4.111817361513839,0.0007277936832756898,0.009772250230242585,0.0003311244781455501,2.49312717370929,7.664,0.00011254161805650278,0.00011651184774525077
0.0,1.3511583064238697e-06,0.0008457794681269089,0.0011555030928763527,31.221834406872645,5.026963864940262,36.56551885,0.0,4.051045547081662,0.0007267488287354811,0.009511102114428205,0.00033130914731406693,2.5606707908166375,7.655,0.00011244091101671661,0.00011641374238596333
0.0,1.1630041256394416e-06,0.0008557568441274233,0.0011361306267121736,31.22183437441148,6.186469271352849,37.68092369,0.0,3.99695282156919,0.0007265513923709961,0.009418288726750202,0.0003314062029757593,2.5546666689633035,7.581,0.00011234869300501317,0.0001163971457693055
0.0,1.0042124709670223e-06,0.0008551366904559956,0.001137063722622645,31.221834350609306,7.389441214792997,38.84670287,0.0,3.7059828350359916,0.000724726061216884,0.00946739018660663,0.0003316083284106163,2.967887506423241,7.629,0.00011228254374812642,0.00011612940114911433
0.0,8.270550455026214e-07,0.0008437608460404801,0.0011587260158266287,31.221834343477717,8.672034926918492,40.08783309,0.0,3.4952897855548106,0.0007251936097670642,0.009716255469100734,0.00033160909597354613,3.0261401097400227,7.423,0.00011225724388178718,0.00011607118696683024
0.0,8.30098922780994e-07,0.0008213580224704667,0.0012058633518577668,31.22183436649824,9.609559631923123,41.02613883,4.48949903426517e-10,3.372016909007857,0.0007241291990124719,0.010161244907997002,0.00033171167354496036,3.607949925407423,7.851,0.00011229689820627059,0.00011574543929407324
0.0,6.986875732982148e-07,0.0007869803404927911,0.0012923651593921368,31.221834407474894,10.398795351113213,41.78471242,1.7570934534370975e-08,3.396996245898165,0.0007255058471313243,0.011102597161050377,0.0003315482920612319,4.019372345101213,8.314,0.00011240114019830484,0.00011572118570355766
0.0,6.009536405331159e-07,0.0007388968820188256,0.0014539347465089645,31.221834464158917,10.941758315525089,42.30498938,5.392427080036581e-07,3.3287224883992867,0.0007277708823369598,0.012633069877004022,0.0003309478377668993,3.7404621267144536,8.539,0.00011252539364035471,0.00011672511729555295
0.416254333620176,4.831654281693429e-07,0.000673723158869296,0.0018119046138976996,31.2218344587012,11.174882419454619,43.00503818,1.5501127066383517e-06,3.2968955708837058,0.0007302647748666128,0.015569793629842689,0.0003302520876390827,2.6939101239157646,8.595,0.00011253990102648126,0.00011958070255129876
5.286710188014715,3.6191250008467434e-07,0.000583306359907571,0.003189754887206479,31.22183403279681,6.1608670748262675,43.7453328,2.594300798841537e-06,3.6908752752850136,0.0007559690295616265,0.029387411615620276,0.0003299159040847022,0.9636688825037381,8.55,0.0001119689513488291,0.00012014197172580884
15.371344831953852,3.296734323066279e-07,0.003489343832024403,0.0007112161928371597,26.162380310829942,9.728306148292798e-05,44.48316556,3.6184502161734177e-06,4.3731852628323145,0.06335045922166338,0.008095422560964212,4.277971352875868e-05,3.606948134413219e-05,8.367,4.374603000730755e-05,0.0004900668790233811
25.165550621517767,3.38265472401522e-07,0.0023324655335842065,0.0008509033017939169,15.228552249212928,9.647818754226219e-05,45.17845658,4.263683688815449e-06,5.015677693204775,0.0476909787650887,0.009099366539644422,4.237760760416683e-05,3.574813974616852e-05,8.14,4.367706049137109e-05,0.0004902350099175438
31.796848061144466,4.010507251804729e-07,0.0019229191681302885,0.0009431350362490378,7.150604970865957,9.620540957712934e-05,44.98712705,4.539333735057639e-06,5.348702079104635,0.04260280594123166,0.009453059260397419,4.2268394855829385e-05,3.5662011698864884e-05,8.001,4.3697969650292634e-05,0.0004902669931018347
35.64992031332249,4.841865003281055e-07,0.0018146626893012778,0.000983413945976219,1.7484202393450208,9.578920555640523e-05,44.17819477,4.383898596319692e-06,5.728582171515621,0.04305657680951838,0.009414561911583267,4.224039673321984e-05,3.563999275777516e-05,7.918,4.3837739778823175e-05,0.0004898408254781532
36.836401208224935,6.452694281777889e-07,0.0019284930524733005,0.0009698649936242909,0.2661104056869831,9.522335736190035e-05,44.1418512,3.782557211880674e-06,5.916968614693846,0.04823953411991027,0.009043221889846586,4.2272114832226665e-05,3.566371380429946e-05,8.0,4.4050327511795746e-05,0.000489274020555246
34.83848212626639,8.1044929793418e-07,0.0017012904254920449,0.0010235680975918629,4.0453017764384995,9.598038613426164e-05,45.58846579,3.0949938482863612e-06,5.606855745046171,0.06277185712452182,0.008105237241599486,4.228853014396399e-05,3.5680669374137835e-05,8.704,4.3934305036676185e-05,0.0004901432234284553
30.070309758952753,1.0131871397482993e-06,0.001745262683607382,0.0010007560468108256,9.073634935828856,9.626002165327783e-05,45.00363324,1.7589460210964436e-06,5.248597341921174,0.0007532155298295482,0.06560479134715178,0.00032663725077417173,0.6263342723703228,9.262,0.0003910317053426757,6.282456089835388e-05
23.81508673743979,1.0416097620960277e-06,0.0019285503051221212,0.0009395350737480625,15.334769039256575,9.644962932988727e-05,43.84617306,2.309604597561793e-07,4.758468040016123,0.0007412474488006793,0.05694421922903621,0.00032730156049492917,3.0816942633403466,9.371,0.0003924511168796167,6.37529424457545e-05
16.623706862567804,1.261022647667565e-06,0.0023611527732907145,0.0008445211376009779,21.998468865691553,9.673325124803591e-05,42.02450655,0.0,4.258309242844834,0.0007453331835519335,0.07390331423578114,0.00032737557191566443,3.855424510478764,9.273,0.00039228019419023866,6.408344189742808e-05
4.229498552051165,2.5594807962202756e-06,0.003455440012457419,0.0007238355185089105,28.829245407172333,9.907732242661901e-05,34.44689441,3.50747863063126e-08,9.263739849817691,0.06757699397844623,0.007293584439418328,4.385115568059896e-05,3.65204042559385e-05,9.371,4.4082260243389876e-05,0.0004895740787145516
0.1635571066889613,2.8743959211056973e-06,0.0005862502945274199,0.003213900187680183,31.22183293144991,1.0746290882564358,33.16681303,0.0,8.411406542374278,0.05203916404528077,0.008883192506698966,4.4255925036113717e-05,3.686614554177349e-05,8.998,3.138182052653328e-05,0.0005128781645224579
0.0,2.9013693220729606e-06,0.0006792816990968634,0.0017965923463179707,31.221833223570222,0.5555424527228965,32.4584261,0.0,7.687143886301412,0.04456620753381732,0.009486047130912077,4.435223734149789e-05,3.688676832098006e-05,8.751,3.13485654184921e-05,0.0005129228057765614
0.0,2.7377762663103143e-06,0.0007262183582911786,0.0013442455759284592,31.22183315323226,0.03138796735031494,31.89546393,0.0,7.228865874925955,0.03997714536861336,0.009788306002664119,4.499294467267616e-05,3.729160839728189e-05,8.578,3.155333669447046e-05,0.0005121657486035538
0.0,2.5088172527182872e-06,0.0008106635708676077,0.001246224481171909,31.221833244822168,0.09829596943286555,31.90855983,0.0,6.990683244727197,0.05093541600298131,0.009139884490698554,4.705262153487517e-05,3.8663442707631356e-05,8.543,3.217114386010294e-05,0.0005098583566814848
0.0,2.2690176970365685e-06,0.0008275376232805664,0.0011981920904287843,31.22183367556719,0.446664757661928,32.20069184,0.0,6.849417608741497,0.05835900948686341,0.009330177681253538,5.07894868325663e-05,4.130671029974985e-05,8.436,3.312415028226013e-05,0.0005054808885103584
0.0,2.0811982812047487e-06,0.0008389202322977208,0.001169836262414425,31.221833988777536,1.4333731229203144,33.14323288,0.0,6.82263926083138,0.006717430536104049,0.004424384762174025,0.0001473738516375056,4.952325852008944e-05,8.562,7.638515073558175e-06,0.0003223322973612828
0.0,1.8878327333284017e-06,0.0008476774438160127,0.001151693855561981,31.221834139887356,2.5578914437984963,34.2221548,0.0,6.770301922175956,0.0007720344730130869,0.04754419995815674,0.0003277653197128086,0.3180118716972992,8.863,0.00011095625731256717,0.0001237027511044223
0.0,1.7518293709693362e-06,0.0008465318189279728,0.001154032640460968,31.22183424711818,4.225567949244536,35.85797799,0.0,6.73737609963728,0.000747718286672086,0.03390922208084583,0.0003278413381803779,0.6746148347381118,9.165,0.00011160300642129693,0.00012386331151651632
0.0,1.6515249494990724e-06,0.0008366744602217316,0.0011739925413415816,31.221834289577345,5.417464149358097,37.02640906,6.01073424422279e-10,6.644662920493288,0.0007424796896860377,0.03022453536487879,0.0003277572289246141,1.1819127892780594,9.553,0.0001117992519767125,0.00012411462405130852
0.0,1.4933861724015158e-06,0.0008163550829529617,0.001218484781927564,31.221834291479638,5.9605958261043845,37.53256334,2.636389666771284e-08,6.59916592120535,0.0007425350663637874,0.032985549091359374,0.00032767373625717107,1.6722912157997607,10.018,0.00011186241614871636,0.0001242909421406495
0.0,1.4282153248968248e-06,0.0007834519691724126,0.0013037711384621792,31.221834266210955,6.409276298418739,37.96609515,3.8615004886925974e-07,6.7443361846823064,0.0007521266849868976,0.05327986067486062,0.000327502269610188,1.202653462658082,10.156,0.00011167029141306036,0.00012455782691403306
0.0,1.396308085262656e-06,0.0007364463263078863,0.0014655202305490574,31.221834183515806,6.845847856942078,38.39580334,1.371224053912426e-06,6.988150040814266,0.029489775617086295,0.010348500085800516,5.665144703568661e-05,4.587196816069503e-05,10.292,3.431404420339286e-05,0.0004985881151752053
0.25581640280312784,1.3542166178047255e-06,0.0006725950539522903,0.001820223089041156,31.221833998900248,6.917569238866396,38.76175116,2.508702303502538e-06,7.354010704918712,0.05427805237912687,0.008753616283618542,4.188138352163946e-05,3.5346332223255853e-05,10.332,3.0320056324380728e-05,0.0005164487947326247
3.2281635014234924,1.2785346194278268e-06,0.0005845161343754822,0.003180813613166633,31.221833746312907,3.8187915828982617,39.17486488,3.5750568704994834e-06,7.777686454269921,0.04021898471270858,0.009697262959619304,4.164973837308345e-05,3.516449778063611e-05,10.287,3.0243523830390755e-05,0.0005166732165401476
11.682114375517445,1.2406133891242773e-06,0.002972182846748074,0.0007661315060103326,25.332126522119108,9.703424826088545e-05,39.48770564,4.2178650489772695e-06,8.37212289549915,0.03460557351289763,0.010208366319155102,4.1552923535005426e-05,3.508630200507594e-05,10.184,4.299017175277562e-05,0.0004931378291723567
21.545980009803866,1.3716770391989765e-06,0.001669138212363787,0.0010292646467035477,14.01016281669581,9.635109968154148e-05,39.90650071,4.782792292265852e-06,8.873771802230046,0.032291649326178,0.01048110431432178,4.1513958636653505e-05,3.505457911014729e-05,10.096,4.3124391858334886e-05,0.0004929160779792908
28.693937089661446,1.5124712738765446e-06,0.0012392452368085957,0.0013769009058044197,5.167592759234676,9.598394936041898e-05,39.58236942,4.776703715302837e-06,9.345708415335027,0.031790971581875105,0.010549981118195524,4.149522690683629e-05,3.50398766565385e-05,9.939,4.3220916127028964e-05,0.0004927497701353253
33.952808819443334,1.635870353047496e-06,0.0062737009993541785,7.997007526885966e-05,7.620515419472561e-05,3.80767930485259e-05,40.21251301,4.670847264602512e-06,9.716868090594721,0.032805618259003244,0.010416951121543814,4.148730137370619e-05,3.503404363165358e-05,9.848,0.00016601726988763114,0.0002009415523631784
33.174172811265215,1.677220151330441e-06,0.0011949937175648286,0.001651905266773464,0.5283632593694301,9.505320754672368e-05,40.30012179,3.906387019483349e-06,9.98322327575154,0.035949187556370346,0.01006026344892605,4.148579457427803e-05,3.503345580971221e-05,9.775,4.34811499963096e-05,0.0004922986694209537
32.37245351856315,1.7319533306664743e-06,0.0012647603467522315,0.0014673695956892074,0.5739341623870848,9.513612316515767e-05,39.40661505,2.916554590703436e-06,10.061466655677885,0.04337171672896949,0.009418842599869562,4.149545517198793e-05,3.5041942986720216e-05,9.862,4.3524593392220694e-05,0.000492255391282078
27.19830904403192,1.769656924697521e-06,0.0011861996082911288,0.0014534308978773436,5.385686644087194,9.596998210020937e-05,38.08550725,1.5534269216113822e-06,9.502845652076191,0.06107196432556967,0.008286789962846885,4.154654885592355e-05,3.508387710262869e-05,10.192,4.344103885700342e-05,0.0004924303048872193
21.31500996797049,1.8019955315459371e-06,0.0012115692027264606,0.0013908053658998674,11.059866577551768,9.63214523601168e-05,36.78301817,2.662360491102063e-07,7.86611086602789,0.0008733734310916058,0.08965982158013977,0.00030901233337019674,0.01812886281741542,10.28,0.00035138268472022623,0.00012947785325050743
12.737062692279535,1.812957107646493e-06,0.0012384276643967987,0.0013529662348500367,20.029115042979186,9.652028959878791e-05,35.57264942,8.554506659016117e-08,6.470997071314578,0.000840005905337936,0.1061300752190061,0.00028493323004843204,1.6111255957880375,9.934,0.00036386506247745734,0.00012399634670138532
