,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,WECC,5504.519789491583,263.3544317,95843.61371830001,95843.61371830001,248.04533176192908,84469.74399495931,84469.74399495931,10.174380664192842,3.061674666666671,51.468074666666666,0.23656019383802993,6103.614122768222,6103.614122768222,0.0,48.4064,0.0,5270.255600573958,5270.255600573958
1,2,WECC,5504.342291585063,255.5667496,96276.59179959999,91691.99219009523,241.9659709041528,84467.02019646342,80444.78113948897,9.689573888251438,3.6740096,55.14208426666667,0.47463281333564716,6539.316002564194,6227.920002442089,6.58206278954695e-17,48.4064,6.3165685703266446e-18,5270.255600573958,5019.291048165674
2,3,WECC,5492.375432386258,257.7430062,96615.7963228,87633.37534947845,242.61956261482126,84283.3824639083,76447.51243891909,9.208102873267801,4.40881152,59.55089578666667,0.7129687071419505,7062.1582583193585,6405.585721831617,1.9640753733576833e-15,48.4064,1.8414074138646422e-16,5270.255600573958,4780.277188729213
3,4,WECC,5465.579534511121,259.54703,96644.5763555,83485.218750027,246.1913144027872,83872.18535313594,72451.94717903978,8.726837037715342,5.290573824,62.84146961066667,0.9497811243317185,7452.388376586936,6437.653278554744,2.4569179530137015,48.8633179530137,0.2105612637018679,5320.00262577875,4595.618292433863
4,5,WECC,5467.187913267733,271.2020382,96815.7766346,79650.57903618347,253.83238890810134,83896.8667689566,69022.15991810539,8.313719162135804,6.348688588799999,63.95515819946668,1.182624743807028,7584.4610341127855,6239.754862727184,5.3676859392,48.9960038922137,0.6352143290041317,5334.448831532251,4388.664255352245
5,6,WECC,5393.9310107199435,259.3918182,96591.68374430001,75682.11167690514,245.21245258708913,82772.70116673865,64854.57723341407,7.811733827764717,7.61842630656,68.47558450602668,1.4082507691049149,8120.539720256487,6362.6553566674165,6.441223127040001,52.339227019253705,1.097819862832669,5698.442857306754,4464.879086825133
6,7,WECC,5319.699230167355,264.7385793,96347.3520051,71895.87749137446,247.22332723685824,81633.57555008851,60916.230957975386,7.337360018888134,9.142111567871996,73.08549607389867,1.6557564822827575,8667.230489876418,6467.620837744202,7.729467752448001,55.53649477170171,1.5984866474916108,6046.545965136993,4512.0256956563
7,8,WECC,5324.346664791486,256.7189123,96710.6322377,68730.44075641363,240.98647151554272,81704.89287257007,58066.141944817165,6.994066797253229,10.970533881446396,75.18042995534506,1.9276671667319032,8915.66931545664,6336.1997281090335,9.275361302937602,55.93625607463931,2.1425125968659384,6090.070049673326,4328.099083487454
8,9,WECC,5241.036712395459,260.4866749,96994.4612223,65649.66925401775,244.6840616032902,80426.45794631925,54435.79248661375,6.556791205012631,13.164640657735674,88.08787061308074,2.22674125510553,10446.366501966542,7070.512038708881,0.5471349862601249,56.22619106089943,2.074664867479473,6121.636774014318,4143.3647286952
9,10,WECC,5126.825385499343,263.9225777,96752.91432139999,62367.791241631036,244.30843294647642,78673.82521663838,50713.849207605665,6.1084831370561,15.797568789282808,102.29243940236356,2.555987399189907,12130.890495366477,7819.680174974961,4.40754762277782e-15,54.633191060899435,1.975871302361403,5948.19860939736,3834.2618590518405
