scenario_0
119.18752672007233
114.86616764242427
112.32352181513299
113.72265907893564
115.46779230445048
116.88452968065667
117.25885140364939
119.387567481206
122.97240936603633
123.87809872886268
127.0627765867386
128.4856310439523
127.97336504003495
125.19096314005117
122.18596908005443
118.95838288005274
115.50820452005468
111.83543401005106
107.94007134005076
103.82211653005226
99.48156956004874
94.91843044004885
90.1326991700491
85.12437574005095
79.8934601700513
74.43995244005269
68.76385256005337
62.865160520054744
56.74387634005576
50.40000000005748
