,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX-CHL_zero_cost_HVDC_ppMexCost,352728.35079699726,352728.35079699726,143.19642311635528,61388.68951592545,61388.68951592545,22.1921954260756,374416.17568612914,374416.17568612914,93476.79041948917,93476.79041948917,1.0820000000330037,8.615000000033003,15080.453283114113,15080.453283114113,0.0,0.9090000000700168,8.126000000070016,6607.371609601445,6607.371609601445,0.0,32.623845165214256,2.155000000026262,6.852000000026261,12517.346164708577,12517.346164708577,0.0,0.18400000002546754,4.881000000025468,19570.754742423043,19570.754742423043,0.0,5.677839893327947,0.0,0.0,0.08185992915591485,0.08185992915716604
1,2,MEX-CHL_zero_cost_HVDC_ppMexCost,355164.7870068565,338252.1781017681,144.1855382515996,56834.69064688603,54128.276806558126,20.54591117292124,379874.37278915837,361785.1169420556,94258.17065420083,89769.68633733412,1.2519822000596894,9.866982200092693,17272.03297890265,16449.555218002522,0.0,1.0209888001001508,9.146988800170167,7437.5528071703175,7083.383625876492,0.0,31.28494395263255,2.478250000051644,9.330250000077905,17044.65397749559,16233.003788091037,0.0,0.20153520004943107,5.082535200074899,20378.826033574856,19408.405746261767,0.0,5.0063243218385605,0.0,0.0,0.08036957642866786,0.0803695764299437
2,3,MEX-CHL_zero_cost_HVDC_ppMexCost,367163.6256039579,333028.2318403246,149.05668275918765,51965.37543582583,47134.127379433856,18.785639116177347,395341.54777322913,358586.43788955023,95288.08910061957,86429.10576019915,1.4486686037139522,11.315650803806646,19807.90984494313,17966.358136002837,0.0,1.1467746202939904,10.293763420464158,8370.012328297158,7591.847916822819,0.0,30.801781162911638,2.8499875000808097,12.180237500158714,22251.05796223977,20182.365498630177,0.0,0.22074150463912237,5.303276704714021,21263.90651887359,19286.99003979464,0.0,4.359435441323837,0.0,0.0,0.07898026204228026,0.07901121007114574
3,4,MEX-CHL_zero_cost_HVDC_ppMexCost,364002.4869833428,314439.0342151757,147.7733616356538,47175.25120708201,40751.75571284484,17.053994837113763,396162.01080828754,342219.64004603174,95073.26788676542,82127.86341584314,1.6762544413788893,12.991905245185535,22742.172966676157,19645.544080920983,0.0,1.2880572535357433,11.5818206739999,9417.350862444333,8135.061753542237,0.0,29.08246627456163,3.27748562512164,15.457723125280355,28238.422544748035,24393.411117372234,0.0,0.24177817005276353,5.545054874766785,22233.335174507643,19205.990864492076,0.0,3.7691298858810187,0.0,0.0,0.0770132328189311,0.07741673013847285
4,5,MEX-CHL_zero_cost_HVDC_ppMexCost,370534.61625633197,304839.74579014455,150.4251970923507,45993.411328981136,37838.89332447376,16.62675617566064,406435.13927540835,334375.19492426165,97140.76079378958,79917.9443082169,1.939594014141281,14.607499259326815,25570.250744348014,21036.70856842407,0.0,1.4467459071935314,12.704566581193433,10330.272279122015,8498.740569307656,0.0,28.194628088130493,3.769108468911401,19.083831594191757,34862.65706546775,28681.594245581004,0.0,0.2648196296803226,5.666874504447107,22721.780594559674,18693.2651268224,0.0,3.4997192435805715,0.0,0.0,0.07553665917829643,0.07650222591286007
5,6,MEX-CHL_zero_cost_HVDC_ppMexCost,379773.6280857347,297562.5749398339,154.17594024670944,45794.444763418775,35881.1457510331,16.55482916531019,420683.0993580875,329616.2161381121,101838.64234628459,79793.24103593682,2.24430423378555,16.757803493112366,29334.332293037653,22984.216927475707,0.0,1.6249850029812494,14.235551584174683,11575.138983938252,9069.42427442475,0.0,27.521562556185224,4.33447473926942,23.397306333461174,42742.58358093104,33489.93265812459,0.0,0.29005694041080254,5.935931444857911,23800.585632973747,18648.381620708198,0.0,3.318647170513054,0.0,0.0,0.0738447682664603,0.07532852303797034
6,7,MEX-CHL_zero_cost_HVDC_ppMexCost,382425.2627785442,285371.6191481578,155.25241907968004,43595.72919271032,32531.80435120133,15.75998689035238,429154.4170030792,320241.63350231334,101197.18405026916,75514.89683458139,2.5968844289350668,19.272687922047435,33736.60706295537,25174.77562065729,0.0,1.8251831553700018,15.978734739544684,12992.547166442311,9695.238737126838,0.0,26.39402105501312,4.984645950181086,28.381952283642264,51848.61669048887,38690.236068753606,0.0,0.3176993668534772,6.253630811711387,25074.426319406863,18710.92298137208,0.0,3.0088665844426146,0.0,0.0,0.07168383381407467,0.07429539473278181
7,8,MEX-CHL_zero_cost_HVDC_ppMexCost,385700.10258145584,274109.8619339133,156.5818992447884,42190.540527465455,29984.02946096794,15.252006972300316,436243.92799642915,310030.41500969115,102477.20270712793,72828.63472791575,3.00485497274551,21.063542894792946,36871.4770285059,26203.870338480785,0.0,2.050045720133033,16.814780459677717,13672.34839158238,9716.68274093219,0.0,25.352421130267622,5.7323428427314855,34.09629512637375,62287.67207081881,44266.68563799832,0.0,0.34797611653617705,6.583606928247564,26397.491602658865,18760.20444427631,0.0,2.7732228848449183,0.0,0.0,0.06978352244207589,0.07346213713477191
8,9,MEX-CHL_zero_cost_HVDC_ppMexCost,386564.9509871259,261642.37480877698,156.9330000223414,41013.49334600377,27759.546670876993,14.826500885060435,444280.3402784083,300706.42207592586,102561.68769824333,69417.78727026445,3.476917688988707,24.23346058378165,42420.37959611218,28711.782662847298,0.0,2.3026113528748464,18.810391812552563,15295.009700549888,10352.264607942765,0.0,24.199303246063753,6.592194269166754,40.5894893955405,74149.54603193243,50187.331430969905,0.0,0.3811382404635914,6.865745168711156,27528.747146101377,18632.539655816294,0.0,2.567480471589418,0.0,0.0,0.06737411967317948,0.07231838134807671
9,10,MEX-CHL_zero_cost_HVDC_ppMexCost,399838.2797536289,257739.3201743751,162.32154675502116,42262.521235242755,27242.79801008147,15.278028214103983,465553.1524597542,300099.713048861,106579.42127470627,68702.04523900844,4.02314145795064,27.80960204173229,48680.37195713663,31379.801808369088,0.0,2.5862930715704353,20.949684884123,17034.500754646586,10980.591069763983,0.0,23.83830972292794,7.581023409569652,47.73951280511015,87211.32625712367,56217.198500521205,0.0,0.41746071480128355,6.852205883512439,27474.460313482974,17710.28208634314,0.0,2.5196863879524387,0.0,0.0,0.06568643721035211,0.07146927995475162
