,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,fast_slow_2055,136.88473007801977,56.81350746,99909.77623629,99909.77623629,54.46746664613819,337403.82074937096,337403.82074937096,18.152325556316157,13.089999999982485,20.488999999982486,0.6212170868473947,35787.47269759537,35787.47269759537,1.0697376321158291e-14,7.399000000000011,9.229472408659589e-16,6674.001622735274,6674.001622735274
1,2,fast_slow_2055,137.6561236600272,58.17234609,102675.04445976,97785.75662834285,54.94482162537443,339305.2099088678,323147.81896082644,17.3853526600924,2.8560963132539524e-11,20.489000000011046,0.5916353208082384,35787.47269764525,34083.30733109071,9.543686646889723,16.942686646889733,0.7350262104298205,15286.392685072735,14558.469223878794
2,3,fast_slow_2055,131.53483948002656,59.45655351,104757.47779830999,95018.12045198184,56.487623321043806,324217.00635944493,294074.38218543754,15.82120176157651,2.626401636086127e-13,20.48900000001131,0.5634622102935701,35787.47269764572,32460.29269627729,26.576101845032436,43.51878849192217,2.533056096732138,38292.18132397764,34732.13725530852
3,4,fast_slow_2055,125.6361474400258,60.6655974,106673.57266286999,92148.64283586653,55.24404202804864,309677.46472769434,267511.03744968737,14.392093814793204,2.051060060548831e-13,20.48900000001151,0.5366306764700737,35787.47269764607,30914.564472645347,22.92140979355476,66.44019828547692,3.8335379082063357,60116.87530570374,51931.217195295314
4,5,fast_slow_2055,119.96004756002489,62.1781037,109571.386855362,90144.65113228498,57.302334538413916,295686.58506291534,243262.08529402074,13.087500188818328,1.2165491872475942e-12,20.16500000001273,0.5110768347334405,35221.5523914336,28976.85831844435,31.67777970172378,97.7939779872007,5.423586781685556,85880.2691208146,70653.909941487
5,6,fast_slow_2055,114.5065398300244,63.70655604,111796.18448309,87595.2358538361,58.43502975842524,282244.3673404595,221145.84714958572,11.897646576647709,0.0,20.07100000001273,0.48673984260327663,35057.3656359269,27468.36330320089,22.56758578364227,120.26756377084297,6.309965745260955,108483.02686430907,84999.29016588692
6,7,fast_slow_2055,109.2756242600238,64.85470242,114050.67379504,85106.36878264038,57.40842427274867,269350.81158497353,200993.72270127852,10.813462281328786,5.523872005076852e-13,19.98900000001328,0.46356175486027745,34914.13889176244,26053.468001342808,26.12567768526013,146.31124145610312,7.215862668211862,132008.05384363676,98506.44225815867
7,8,fast_slow_2055,104.26730083002332,66.33880109,116883.42280167,83066.8663868522,59.3555374144522,257005.9177471621,182649.30747586573,9.826532742201543,3.302160870006933e-13,18.775000000013613,0.4414873855812245,32793.68441107007,23305.859257126704,34.444760382555764,179.54200183865888,8.326542934727684,157979.00465340342,112272.72915971337
8,9,fast_slow_2055,99.48156956002234,67.95038888,119542.09982351001,80910.79858011413,61.707659119977464,245209.68587631805,165967.56735178185,8.92905512352587,4.4236067619805195e-13,18.468000000014055,0.420464176744033,32257.457454256393,21833.116924006412,25.519377492042445,204.75437933070134,8.919390305125972,185267.2600047189,125396.17406639682
9,10,fast_slow_2055,94.91843044002249,69.26710894,121798.35518260999,78512.30573137254,61.13478486507551,233962.1159477995,150814.0659971336,8.113796750645808,5.538046988492083e-13,18.02100000001461,0.40044207308956653,31476.69703179464,20290.159559781096,40.90240435664893,245.20978368735027,9.95660159034324,215337.20835942,138808.2845019317
