,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
18,19,WECC,6277.747473648599,250.4076547,24255.2978603,10078.577250917717,249.2308564574561,24083.832116310634,10007.329692687914,4.821531445937035,3.067516199609417e-11,5.975932050736438,0.09221162162882962,171.465745375579,71.24755880580167,5.070161728254948e-12,2.118719445080778e-11,6.933801151853061e-13,3.925929348111128e-10,1.6313047336906066e-10
19,20,WECC,6271.926377016655,253.7991055,24232.9659148,9589.807491713418,252.62230725784855,24061.500170878775,9521.952674378668,4.58767679851564,3.8988506965767366e-11,5.975932050775427,0.08782059202794319,171.46574537669767,67.85481791073,6.280293549246413e-12,2.7467488000054194e-11,8.408265016881354e-13,5.089650614604694e-10,2.0141475775497426e-10
20,21,WECC,6271.799385795998,263.110487,24232.478728000002,9132.966376526903,261.0842551583276,24061.01298415273,9068.34274099787,4.369127532612774,4.9444078627641754e-11,5.975932050824871,0.08363865907479819,171.4657453781163,64.6236361059918,7.790282328574921e-12,3.525777032862912e-11,1.0087294100984547e-12,6.533168683730537e-10,2.462282566733283e-10
21,22,WECC,6319.384586979344,249.4929921,24415.0336971,8763.589928025616,247.4473653068302,24243.567953324586,8702.04360849995,4.192644610575274,6.964819734886406e-11,5.9759320508943246,0.07965586578624913,171.46574538010913,61.54632010165989,9.693078636758901e-12,4.495084896538801e-11,1.2008830240147856e-12,8.329269719285525e-10,2.989727768772631e-10
22,23,WECC,6198.865566214457,254.751535,23952.6767967,8188.219475131408,253.57473675946133,23781.211053002087,8129.603932752505,3.9168431748001513,1.0221868101123082e-10,5.975932050995395,0.07586272932119567,171.46574538300914,58.61554295495316,1.2131918869446506e-11,5.708276783483453e-11,1.4225853457116675e-12,1.057728119853295e-09,3.615842214165436e-10
23,24,WECC,6311.665675267713,257.4846862,24385.4210095,7939.1933604672095,256.3078879602366,24213.95526588153,7883.369034417928,3.7982072007825565,1.703513237935104e-10,5.9759320511635705,0.07225021840259636,171.46574538783454,55.82432662533593,1.5764796105619854e-11,7.284756394045437e-11,1.690804281906316e-12,1.3498454921733536e-09,4.394709595107793e-10
24,25,WECC,6264.839753631997,253.514368,24205.778926,7505.435288348628,252.3375697604999,24034.313182459104,7452.269263563842,3.590503331185058,3.687605976812528e-10,5.975932051528699,0.06880973181489984,171.46574539831107,53.166025360711224,2.152266822987349e-11,9.437023217032786e-11,2.0351771212981706e-12,1.7486546646171255e-09,5.422016976638403e-10
25,26,WECC,6216.465141889738,271.0878394,24473.3366151,7227.044135131352,264.9999999981681,23848.729733493914,7042.595991771578,3.393122748835545,15.792895805770371,21.768827857293097,0.1811666515887391,624.606883547721,184.4481439331432,3.0666752863401244e-11,1.250369850337291e-10,2.498639941114829e-12,2.3169012314631084e-09,6.841873554010136e-10
26,27,WECC,6126.693527443284,261.9862716,24128.938484899998,6786.0403930626335,256.85368550985214,23504.33160339805,6610.375494654043,3.184878913324317,1.0603672460648369e-10,21.76882785738478,0.1725396681802714,624.6068835503518,175.66489898468578,3.334075237655522e-11,1.583777374102843e-10,2.9431106569175902e-12,2.934696280010622e-09,8.253561386459503e-10
27,28,WECC,6160.340137987773,247.8884934,24258.019708,6497.469801062432,242.49489310686633,23633.412826087857,6330.169897706285,3.0498758567148867,1.7818098499820073e-08,21.76882787518445,0.16432349361242238,624.6068840610726,167.29990393173455,4.828249161466994e-11,2.0666022902495424e-10,3.5569400073455036e-12,3.8293576815948e-09,1.025687017865814e-09
28,29,WECC,6136.217740067638,255.1623062,24165.4769975,6164.459420589792,250.87552409126718,23540.87011324539,6005.126178700674,2.893269792897984,8.554722438156384e-08,21.768827960705497,0.15649856581250157,624.6068865149041,159.33324246570396,7.859060847729601e-11,2.852508375022502e-10,4.52052634414068e-12,5.285620222741035e-09,1.3483280871760449e-09
29,30,WECC,6079.79067766001,247.2454999,23949.0012856,5818.321756083887,242.9587177423909,23324.394394279894,5666.575809711048,2.730156225118783,2.500717886061655e-07,21.76882821074457,0.1490462543881475,624.6068936892052,151.74594694840238,1.7071248113261926e-10,4.558362670105978e-10,6.572086207276072e-12,8.446521707937112e-09,2.0520513749387483e-09
