,scenario,asset_name,total_system_cost,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_tonnes
0,MEX-WECC,RE_PV_MY,931.805729646149,26.41037025606096,0.0,26.41037025606096,0.0
1,MEX-WECC,RE_WIND_MY,931.805729646149,4.384343608310985e-11,0.0,4.384343608310985e-11,0.0
2,MEX-WECC,PP_CO2_MY,931.805729646149,0.0,595.260188441325,595.260188441325,4873.606940857538
3,MEX-WECC,EL_Demand_MY,931.805729646149,0.0,0.0,0.0,0.0
4,MEX-WECC,RE_PV_MY,931.805729646149,90.32628423842975,0.0,90.32628423842975,0.0
5,MEX-WECC,RE_WIND_MY,931.805729646149,85.69663624134853,0.0,85.69663624134853,0.0
6,MEX-WECC,PP_CO2_MY,931.805729646149,0.0,134.11225034424137,134.11225034424137,122217.92639083143
7,MEX-WECC,EL_Demand_MY,931.805729646149,0.0,0.0,0.0,0.0
8,MEX-WECC,EL_Transport_MY,931.805729646149,1.1209666336621138e-07,1.2602890253622916e-08,1.246995536198343e-07,0.0
