,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX-WECC,354431.32977226295,354431.32977226295,143.88777808498605,1271373.249984541,1271373.249984541,5447.656383928763,374416.17568612914,374416.17568612914,1441031.1121847085,1441031.1121847085,0.5313777778580681,8.064377777858068,14116.595744156273,14116.595744156273,0.03434732002710518,0.0,7.217,5868.250173035043,5868.250173035043,0.0,32.78135369063659,0.818227578468981,49.224627578468976,85184.3431684049,85184.3431684049,0.06322032731746058,1.0908514007877492e-11,48.406400000010905,84473.51906819767,84473.51906819767,1.1076728269220607e-12,10.069276139877571,0.0,6.944808399697829e-09,0.023657088680461673,0.023657088680979786
1,2,MEX-WECC,358773.3224292216,341688.87850402057,145.65048815994615,1276605.7000752094,1215814.9524525802,5470.076700024261,379874.37278915837,361785.1169420556,1452621.5198656667,1383449.0665387302,0.6376533333400354,8.702031111198103,15232.80019038025,14507.428752743095,0.06891423647027808,1.508663064765505e-12,7.217000000001509,5868.250173036269,5588.80968860597,1.8054839991872452e-13,31.602804372836843,3.67400959998056,52.89863717844954,91542.30075924408,87183.14358023246,0.30954722617188085,5.996819202865257e-11,48.406400000070875,84473.51906830231,80450.9705412403,6.809857882750593e-12,9.629254423424438,0.0,6.614103237807456e-09,0.02384237064484558,0.023842370645373423
2,3,MEX-WECC,372901.0520780039,338232.2467827699,151.38589431000318,1247739.9686516307,1131736.933017352,5346.391082076627,395341.54777322913,358586.43788955023,1431385.3375485833,1298308.6961891912,0.7651840000072857,9.46721511120539,16572.245525847695,15031.515216188383,0.10351937895847715,0.0,7.217000000001509,5868.250173036269,5322.6758939104475,1.7195085706545193e-13,31.283100504938414,4.408811520006717,57.307448698456255,99171.84986830308,89951.79126376695,0.5557443384149515,9.850651904588868e-11,48.406400000169384,84473.51906847421,76619.97194419429,1.5419283914737693e-11,8.96335650949743,0.0,6.299145940769005e-09,0.02468817723934864,0.024688177239936313
3,4,MEX-WECC,372114.1807106835,321446.22024462454,151.06644971475475,1237086.589488279,1068641.908639049,5300.742843834747,396162.01080828754,342219.64004603174,1430742.10386425,1235928.8231199654,0.9182208000072548,10.385435911212644,18179.579928406027,15704.204667665284,0.137903320519773,0.0,7.217000000001509,5868.250173036269,5069.215137057569,1.6376272101471612e-13,29.73056091042533,5.290573824002422,60.59802252245868,104866.26308449163,90587.42086987723,0.8000436303061292,4.473071615826437,50.87947161599582,88789.25133314346,76699.49364703031,0.3833484186715117,8.463643916421267,0.0,5.9991866102561955e-09,0.02503915260423932,0.025039152604862967
4,5,MEX-WECC,381289.1152003392,313687.49868652597,154.79117951965114,1259672.765771953,1036335.9018285202,5397.521447145609,406435.13927540835,334375.19492426165,1455487.092595625,1197432.8331060617,1.1018649600071457,11.16330087121979,19541.22313094976,16076.612630292731,0.17171101308715367,0.0,6.893000000001509,5604.800948141805,4611.083610752149,1.5596449620449153e-13,29.01295675351676,6.348688588806294,61.711711111264975,106793.52664337547,87859.29866125778,1.0400176066400757,5.3676859391789495,51.01215755517477,89020.80022364786,73237.6326519488,0.7997735242116115,8.207780342481879,0.0,5.713511057386852e-09,0.02561172061168772,0.025611720612339368
5,6,MEX-WECC,393463.4924062172,308288.94185033493,159.73358708516722,1252895.877714477,981676.7040497592,5368.483430583657,420683.0993580875,329616.2161381121,1462367.1304515419,1145802.9116921772,1.3222379520086536,12.391538823228444,21691.238807762682,16995.65318899816,0.2044707482317373,0.0,6.799000000001509,5528.368148326745,4331.621102084787,1.4853761543284906e-13,28.513644231737487,7.61842630657022,66.2321374178352,114616.22769179934,89804.81349843155,1.27243444799391,6.441223127027098,54.35538068220187,94855.02508998991,74321.39417902927,1.2545429058864244,7.774879496074096,0.0,5.441439102273192e-09,0.02644670324406919,0.026446703244756585
6,7,MEX-WECC,399367.55163297773,298014.21594560123,162.13044620133675,1225576.6052445516,914544.1325911344,5251.424172748171,429154.4170030792,320241.63350231334,1448604.9349352918,1080971.3060925147,1.586685542407431,13.896224365635874,24325.172647340805,18151.81835528986,0.24040730119808817,0.0,6.717000000001509,5461.692727211479,4075.599204743497,1.4146439565033242e-13,27.56333483280867,9.142111567881159,70.84204898571636,122593.78503031646,91481.36992158303,1.5264076050344966,7.729467752440297,57.552648434642165,100434.54470830149,74945.80361552429,1.7477466884946362,7.2431895301217875,0.0,5.182322954545897e-09,0.027348509908032313,0.027348509908794442
7,8,MEX-WECC,406236.30780068605,288704.55957494094,164.9189414052288,1231819.0432354086,875430.7961261537,5278.172145597675,436243.92799642915,310030.41500969115,1459170.3233453748,1037005.1062814902,1.9040226508877711,14.586247016523645,25533.048950412624,18145.861190356743,0.2798873301079794,0.0,5.503000000001509,4474.5712487488845,3179.9942468228555,1.3472799585745945e-13,26.702284715086265,10.970533881459273,72.93698286717563,126219.11599678986,89701.5692444467,1.8044777598292094,9.275361302939867,57.95240973758203,101132.16411496283,71872.74091215951,2.2846650168689715,6.933411905319137,0.0,4.9355456709960925e-09,0.02821360397060206,0.02821360397067953
8,9,MEX-WECC,411060.18380152114,278221.71255961637,166.87728069753578,1186682.7925834479,803193.6242626016,5084.769630629111,444280.3402784083,300706.42207592586,1435921.8566113338,971888.433351863,2.2848271810637537,16.5640741975874,28995.211504793468,19625.100456791257,0.32331134515302223,0.0,5.196000000001509,4224.944977012463,2859.6090628474212,1.2831237700710425e-13,25.732726194638886,13.164640657742718,85.84442352491834,148555.73708472488,100548.37031412654,2.109418010436507,6.203180447049254e-11,57.69520973764406,100683.32699633605,68146.43881112577,2.1758714446409906,6.3612935041598035,0.0,4.700519686662945e-09,0.02884077390856501,0.028840773909456125
9,10,MEX-WECC,428679.45162356604,276330.5967159065,174.03013961671596,1178081.5406554001,759401.8651380702,5047.914470292697,465553.1524597542,300099.713048861,1449122.0074615832,934116.9666971697,2.741792617276663,18.85886681486406,33012.218220886716,21279.970209311203,0.3711161870519685,0.0,4.749000000001509,3861.4826204450974,2489.1461269589736,1.2220226381628974e-13,25.55781689025421,15.79756878929089,100.04899231420924,173137.06805319787,111605.69779489886,2.444250975695822,1.2699133077075438e-10,56.10220973777105,97903.39880781384,63109.40379954365,2.0722585187131135,6.014462771893514,0.0,4.476685415869472e-09,0.02954092741190786,0.02954092741283315
