,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD
0,1,fast_slow_2055,100.95495510219243,57.0251426,167919.222175867,54.33697347136659,109762.91794971627,13.387667203593672,66.69930174406652,74.09830174406652,3.1653740201879144,0.0,7.399,0.0
1,2,fast_slow_2055,102.2984393755595,58.2449726,171934.82941003,55.72489971224568,111223.61647526162,12.919835295620972,4.063710767345033,78.16201251141155,3.193299480944614,0.0,7.399,0.0
2,3,fast_slow_2055,103.7615978945781,59.57792659,175341.62100307,56.75275323693893,112814.43040121399,12.480595877740612,3.010759426625275,81.17277193803682,3.16506582662577,0.0,7.399,0.0
3,4,fast_slow_2055,105.48447438869775,60.8915819,179397.79366619,57.97448449853424,114687.62177721044,12.083643778801761,3.644563500794217,84.81733543883104,3.1558552979638375,0.0,7.399,0.0
4,5,fast_slow_2055,107.86960851524462,62.10057291,183652.901063302,59.76611027287139,117280.85042226563,11.768447500028072,3.098163959778256,87.5914993986093,3.12007983175731,1.0877319632769523e-17,7.075,7.398346720634415e-19
5,6,fast_slow_2055,109.94454268439802,63.57677205,187494.43597633002,60.74784060647396,119536.8152605371,11.42363845621277,2.6100623949131174,90.10756179352241,3.0640099823732534,1.6379835352916933e-15,6.981000000000002,1.0673777342976151e-16
6,7,fast_slow_2055,109.2756242599994,65.09629169,191685.950602151,62.1422637787025,118809.53606896063,10.813462281326373,11.561935999646714,101.58749779316912,3.3136470227672463,7.391693661836746e-15,6.899000000000009,5.590519592346533e-16
7,8,fast_slow_2055,104.26730083000035,66.47422342,195637.86044785,62.98107060197991,113364.25412954358,9.826532742199376,35.133151113717844,135.50664890688697,4.322675782303138,5.202090179864599,10.887090179864607,0.30905206411872604
8,9,fast_slow_2055,99.48156955999995,67.81195929,200086.739439276,64.14668810842369,108160.98472898036,8.929055123523861,1.3168931871429495e-13,135.1996489068871,4.116834078383945,30.97939132546929,41.5594815053339,2.0687980952802696
9,10,fast_slow_2055,94.91843044000053,69.52513481,204833.82759686,64.56699313024286,103199.72785640173,8.113796750643932,1.467176023231269e-13,134.75264890688726,3.920794360365667,31.647661957774154,72.76014346310805,3.7250824577403785
10,11,fast_slow_2055,90.57788346999972,70.74169449,209207.690211781,64.8114261338164,98480.48351180447,7.374056240884387,7.178137719632648e-13,134.05064890688797,3.7340898670149425,30.971318277821045,103.0294617409291,5.216403933298897
11,12,fast_slow_2055,86.45992865999959,72.52316903,213555.52267588,65.29012299292549,94003.25170606341,6.703627147494512,1.9519708598218505e-13,133.27064890688817,3.556276063823761,28.16739217348895,130.41685391441806,6.447862437886618
12,13,fast_slow_2055,82.56456599000023,74.01983682,218501.05594633,67.87783556882843,89768.03241743402,6.096763961115719,1.57341032930342e-13,133.14164890688832,3.3869295845940623,38.33955009150603,168.62740400592406,8.11124716866211
13,14,fast_slow_2055,78.89179548,75.69076518,222762.72807644,67.35842615018385,85774.82566765892,5.5481503330482695,1.4919792533677603e-13,133.14164890688846,3.2256472234229214,22.351048984054188,190.97845298997825,8.85193875598719
14,15,fast_slow_2055,75.44161712000066,77.14956094,227638.373210499,68.95824025552504,82023.63144586833,5.052869362498169,1.709960566407943e-13,130.78064890688864,3.072044974688501,34.96711325341008,223.58456624338834,10.164507590154532
15,16,fast_slow_2055,72.21403092000001,78.65027126,232596.09067457498,69.16820770967648,78514.44976293176,4.606375837783932,2.6636785528287564e-13,130.3266489068889,2.925757118750961,33.511067758282714,256.64163400167104,11.318805015342196
16,17,fast_slow_2055,69.2090368599997,80.33276133,236909.57075327,71.14856478795967,75247.28059710625,4.204470293266805,3.8376235195433983e-13,130.1666489068893,2.786435351191403,24.29006107296238,280.7716950746335,11.95284733160494
17,18,fast_slow_2055,66.42663496000019,82.18027049,241992.32950320002,70.95396699320784,72222.12397013682,3.8432747822466835,1.7888032639289776e-12,130.00364890689104,2.6537479535156745,45.08869096874166,325.6973860433751,13.538340401016418
18,19,fast_slow_2055,63.86682520999978,83.67787265,247010.85978051,71.63504833658102,69438.97987115005,3.519210241344492,1.4385032008988305e-12,130.0036489068925,2.5273790033483037,22.013463715763727,347.71084975913885,13.936210533744084
19,20,fast_slow_2055,61.52960761000054,85.32761094,251768.62069037597,74.19405164296803,66897.84830014613,3.228975361137485,1.3590396424982505e-11,129.8216489069061,2.407027622236877,32.2365944816813,379.7654442408201,14.787634179384332
20,21,fast_slow_2055,59.4149821600001,87.13830051,256725.45147908997,75.76222270912795,64598.72925712521,2.9695268579839165,69.38025639960476,132.50260356244436,3.124549959947745,33.452402276758676,413.2178465175788,15.645418139920427
21,22,fast_slow_2055,57.522948870000505,88.4670316,261627.65079047,77.32657911123121,62541.62275296082,2.7380610621698303,1.891572907015938,130.33046570211525,2.963538863910279,20.23695302171056,433.45479953928935,15.840066971598432
22,23,fast_slow_2055,55.85350772999969,90.29136911,266278.52877074,74.81318272445549,60726.528776778214,2.5319967356354387,8.230130617642697,135.54983689313266,3.01517402545078,47.811718955074774,481.2665184943641,17.295388584960257
23,24,fast_slow_2055,54.40665873999934,91.87765405,271216.00491759996,75.9685619698033,59153.44732857908,2.348959045686856,5.7048089376496165,137.61008232998807,2.984019889457237,15.357804006295199,496.62432250065933,17.178723262940533
24,25,fast_slow_2055,53.182401899999896,93.75065372,275914.12679734,79.46166284412095,57822.37840836445,2.186764615939957,5.553333164711612,140.06525153492143,2.9599653178679475,29.19849307964362,525.822815580303,17.70015620441811
25,26,fast_slow_2055,52.18073722000023,95.22748469,280979.300917076,80.02901053369281,56733.32202700477,2.043407588292004,4.561966982816969,142.01715612282527,2.9164638698921026,29.76232384826869,555.5851394285717,18.218711028802502
26,27,fast_slow_2055,51.40166467999928,97.07851964,286011.16429774,81.6634815994827,55886.27816275404,1.9170466281293732,10.248076674575984,140.70329679775455,2.9255456806860094,10.502597978975498,566.0877374075471,17.830408789354944
27,28,fast_slow_2055,50.84518429999844,98.51975278,290544.87802403,80.20586338701843,55281.24683735942,1.805992818210099,39.555392157910184,145.1255378419469,3.492360093545641,52.74355974440756,613.6292069720901,19.26672357645226
28,29,fast_slow_2055,50.51129608000076,100.3490626,295493.106628089,80.91458138356467,54918.22805082321,1.7086983746157023,5.007575377710009,150.13311321965676,3.471060122801553,39.37820609049063,622.0280217371113,19.470596633388563
29,30,fast_slow_2055,50.400000000002855,101.6443641,300046.60702388,83.71850698665224,54797.22178139776,1.6237461389162817,0.03762655835779453,150.17073977801442,3.306860704543897,49.829260221984526,640.2096200013218,20.14395217471308
