,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX_2042_high-WECC_2041_high,353009.2962992157,353009.2962992157,143.310478,1273381.908825008,1273381.908825008,478.8565401955535,374452.1939849834,374452.1939849834,1441501.1822344584,1441501.1822344584,1.0820000000000252,8.615000000000025,15080.453283056384,15080.453283056384,0.06993856690645273,0.9089982272536437,8.125998227253643,6362.444402711412,6362.444402711412,0.11510419095395186,8.772634022331808,4.45128832587017,52.85768832587017,93267.04110050562,93267.04110050562,0.34392864815491136,1.556600000000077,49.96300000000007,74852.23230894636,74852.23230894636,0.15806034819608294,48.87876457024797,0.0,1.4578316166538083,0.03292830242587632,0.03292830242587635,0.0,0.0,0.0
1,2,MEX_2042_high-WECC_2041_high,357040.1962470345,340038.2821400328,144.94689439001618,1271352.7990942062,1210812.1896135297,478.0934914521752,379910.9161654542,361819.9201575754,1452222.6914922919,1383069.2299926588,0.6529522713815626,9.267952271381589,16223.438335248513,15450.893652617631,0.10367925292159227,0.3637888643108776,8.489787091564521,6647.281583175055,6330.744364928623,0.1531592658085128,8.45029134946196,5.782449099889978,58.640137425760145,103470.13425388261,98542.98500369772,0.7199781492058523,1.7004440533146865,51.66344405331476,77399.758144206,73714.05537543428,0.3137191556708638,46.477025898315325,0.0,1.3884110634798175,0.03301428295883657,0.03301428295883669,0.0,0.0,0.0
2,3,MEX_2042_high-WECC_2041_high,370472.40383032436,336029.3912293191,150.3999408381892,1234952.5980188646,1120138.4109014645,464.4051594375919,395379.57904738747,358620.9333763151,1431859.7659386252,1298739.0167243765,0.9540237736577386,10.221976045039327,17893.44541006809,16229.882458111644,0.1459789958017982,0.46802100398799823,8.957808095552519,7013.729806999147,6361.659688888114,0.1987974635903349,8.350666401439813,7.511694400582771,66.15183182634291,116724.46929166176,105872.53450490862,1.1302764250217203,1.8575806105956167,53.52102466391038,80182.69862810204,72728.07131800638,0.4672469391882323,42.99651290245269,0.0,1.3222962509331595,0.03295106496033624,0.03295106496033638,0.0,0.0,0.0
3,4,MEX_2042_high-WECC_2041_high,368381.4683987052,318221.7630050363,149.55108796288548,1220240.0463807888,1054089.2312975174,458.87248968154233,396200.1210200833,342252.56107986893,1430880.0834424584,1236048.0150674514,1.3939171369729195,11.615893182012247,20333.48049591507,17564.824961377883,0.19870789224504182,0.6021175513133598,9.559925646865878,7485.17212546772,6465.97311345878,0.25368132549302025,7.908129032438153,9.758071673959078,73.909903500302,130413.53539714393,112656.11523346846,1.5758566108658776,2.0292380205832097,53.55026268449359,80226.50166452795,69302.66853646729,0.6189055874378764,40.461215143355226,0.0,1.2593297627934852,0.033121590490852754,0.033121590490852865,0.0,0.0,0.0
4,5,MEX_2042_high-WECC_2041_high,375304.7902636001,308764.179751112,152.3617350937332,1235753.9313805217,1016657.8175805525,464.7065016495763,406474.23776424583,334407.3613477888,1455002.1798421668,1197033.8941837335,2.0366421030550175,13.328535285067264,23331.43977922518,19194.833246826314,0.263872217387952,0.7746352033570121,10.010560850222891,7838.007721425333,6448.348349854501,0.3198291808968886,7.6730986309948825,12.676229584996856,81.35113308529886,143543.5357343423,118093.62208902034,2.056032143665468,2.2167581426574663,50.53202082715106,75704.71272730663,62282.45451416364,0.7689488606260246,39.024410327829486,0.0,1.199361678850938,0.03350148290372694,0.033501482903727085,0.0,0.0,0.0
5,6,MEX_2042_high-WECC_2041_high,383803.001580268,300719.69450727524,155.81173694553826,1220683.1872387424,956437.2181696718,459.03913324431596,420723.56842009997,329647.9247071313,1462507.7210146668,1145913.0680771442,2.97572283596722,16.210258121034485,28375.86074295359,22233.22938816926,0.34343516956859343,0.9965823068453796,10.913143157068271,8544.706096883334,6695.0008116906665,0.39969147823588413,7.4731851282002975,16.46706458616891,94.72019767146776,167133.16168518548,130953.20546494648,2.567536315530936,2.4216068362576193,49.855627663408676,74691.37209074303,58522.64444252912,0.9176228666397815,36.712842619442824,0.0,1.1422492179532742,0.03358489621093991,0.03358489621094008,0.0,0.0,0.0
6,7,MEX_2042_high-WECC_2041_high,383868.2273616054,286448.3815368394,155.8382165255362,1180331.4654298113,880781.5126383983,443.8648279063458,429195.7010480417,320272.4402922998,1449077.4755909585,1081323.9232053098,4.34780680572898,20.476064926763463,35843.10395227914,26746.676032437845,0.4522341355450471,1.2821213004691254,12.113264457537397,9484.369734162417,7077.382723026432,0.49503663166255174,7.118528729571994,21.39155134946425,111.579549020932,196881.37552201262,146915.91372552342,3.1813213670663476,2.6453854196198474,47.96881308302852,71864.63463913838,53626.49684139096,1.0631698140047767,33.8087983626249,0.0,1.0878563980507374,0.03368084183717748,0.03368084183717766,0.0,0.0,0.0
7,8,MEX_2042_high-WECC_2041_high,381622.4896093488,271211.9785231404,154.92651886172814,1165619.212010758,828383.8120170294,438.3322702958576,436285.8940402417,310060.23949352815,1458769.6969363752,1036720.3885722571,6.352548628339883,25.614613555103347,44838.071164396715,31865.580055582497,0.6006144708661487,1.6494724197142334,12.54873687725163,9825.333266501559,6982.680914809058,0.608990852738416,6.739888878278563,27.788709198427146,130.49265821935916,230253.43148619134,163636.81495563124,3.9183064976307147,2.8898431874069908,41.98305627043551,62897.05343942921,44699.761599598874,1.205755634063651,31.797512624273676,0.0,1.0360537124292737,0.03408656295881755,0.03408656295881771,0.0,0.0,0.0
8,9,MEX_2042_high-WECC_2041_high,372528.4800010545,252141.9387414302,151.2346419690681,1075449.4712449352,727906.5340115107,404.42384911112964,444323.0794083416,300735.3496013636,1436060.3356950835,971982.1614465624,9.281662198570658,34.589275753674,60548.10877516357,40981.343315425256,0.8025575800218187,2.1220763295972125,14.36381320684884,11246.490632129335,7612.067544512023,0.7452934673704927,6.265979319663281,36.09894141380677,166.33439963316593,293495.94691642286,198649.60946891704,4.803524319036788,3.1568910850815453,44.882747355517054,67241.23514838792,45511.514699855805,1.3455332837748306,27.940692308031867,0.0,0.986717821361213,0.033697514726975034,0.03369977840875735,0.0,0.0,0.0
9,10,MEX_2042_high-WECC_2041_high,369059.19533351914,237898.84792415207,149.82622341115822,1012226.2224406291,652490.0482146888,380.64868317502123,465597.93798560835,300128.5821981441,1448915.2188255417,933983.6688986048,13.561368548057676,47.70364430173168,83504.6522720605,53827.84340023693,1.0769414756567923,2.7300898728679233,16.646903079716765,13034.0903800344,8401.89087375879,0.9084149674577225,5.912024269763107,46.89435417429215,211.63575380745806,373429.88643406087,240716.23437759504,5.866897945674598,3.4486166469155832,46.73836400243265,70021.2333136557,45136.31131854911,1.4826429259844116,25.045830500720832,0.0,0.9397312584392504,0.033293050447278566,0.03341064259515585,0.0,0.0,0.0
