total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
93298.49087598757,2.7149233232691605,93298.49082726167,0.02909932730721056,0.02909932732240792
89908.69948895379,2.4448381949551976,89908.69944018572,0.02719245422135787,0.027192454236107534
86353.95026611243,2.142949947004441,86265.67194431368,0.02481588787079948,0.02484128273396816
83785.017441576,1.8457798407911803,82215.30264860239,0.02202995114345185,0.02245056311086337
85477.08080499811,1.6775892999456923,79925.77384429601,0.019626188495754038,0.020989340725231093
91049.1455569753,1.5944896040143839,79861.23883769507,0.017512406011724834,0.019965750935255634
96417.25844573209,1.4508976117320727,75370.85813436566,0.015048111044857204,0.01925011400487863
104772.41788685595,1.355101937847599,72941.41371686547,0.01293376601569869,0.018577950012151644
114949.73132614745,1.2581040311299665,69491.69444237177,0.010944819240684796,0.018104379828776374
128333.25412432943,1.212242969249215,68690.23341792828,0.009446054941260917,0.01764796695148247
144211.9009257476,1.1354547778690065,65532.938283419644,0.007873516475270886,0.017326474405257752
164704.204052102,1.0999102856940108,65586.27484961168,0.006678094782244106,0.01677043387836995
187804.95641737813,1.0221674518421677,62001.585649716246,0.005442707537337304,0.01648615017069077
215973.55205627054,0.9625949423595372,59799.65408060373,0.004457003800672497,0.0160969985054104
249924.318209641,0.9033668689192905,57214.15173686459,0.003614561701680947,0.015789220699696706
291025.44038593915,0.8605162627777373,56587.88437070722,0.002956842060393676,0.015206722646503187
339610.7396726159,0.8288436069106137,55823.998801775,0.0024405694817237443,0.014847442402930466
396986.16552496515,0.7664567830786351,52719.29908693368,0.001930688899612133,0.014538447899596584
465714.3035281014,0.7125132642365701,51011.83025109535,0.0015299363984288207,0.013967608312216375
548164.6236912786,0.655535525776767,49182.68400683695,0.001195873461082667,0.013328583809814856
645020.2240614962,0.6057713100275215,48019.70573464411,0.0009391508784223287,0.012615056688914363
759772.858362454,0.5434306822720132,45759.005727289885,0.0007152541398270988,0.011875928544223601
878230.5038080794,0.4999135256930518,45740.075088596524,0.000569228150838972,0.010929442610768373
997504.0853459534,0.42682919647592354,43110.612329782954,0.00042789719134623,0.009900791786737131
1118730.9051788382,0.35612827015303944,41507.185298315795,0.00031833237868413895,0.008579918575386748
1178140.1757162476,0.30527540360296773,39576.610290420984,0.000259116368234685,0.00771353082951765
1122435.8551227099,0.3050354310725173,39043.44925126677,0.0002717620162260136,0.007812717291175815
1069095.7218679162,0.2944382761902764,37113.23643933799,0.0002754087123983959,0.007933511179267246
1018511.9980736931,0.2921312844663241,36078.75785637633,0.00028682164276791104,0.0080970438513779
970147.4846401826,0.2831312111636313,34770.182759916774,0.0002918434729216885,0.008142931347776126
