,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,USA_maxRE_high_MEX_FF_Cost,474.5605795973051,1441501.1822344584,1441501.1822344584,1261958.0312173222,1261958.0312173222,10.925600000487563,59.33200000048756,104690.92118643223,104690.92118643223,0.0,1.556600001746911,49.963000001746906,74852.23231156339,74852.23231156339,0.0,31.360919033781663,0.021755735871958466,0.021755735909400626
1,2,USA_maxRE_high_MEX_FF_Cost,468.2168591778183,1452222.6914922919,1383069.2299926588,1245088.722481308,1185798.7833155314,14.192908044937033,73.5249080454246,129734.21346592008,123556.39377706674,0.0,1.700444055751406,51.66344405749832,77399.75815047362,73714.05538140344,0.0,29.468285564174266,0.021306442853523747,0.0213064428917493
2,3,USA_maxRE_high_MEX_FF_Cost,447.27895184939274,1431859.7659386252,1298739.0167243765,1189410.350855051,1078830.250208663,18.437306762238762,91.96221480766336,162266.71918154997,147180.6976703401,0.0,1.857580613782124,53.521024671280436,80182.69863914352,72728.07132802132,0.0,26.810010547935477,0.02064310854716982,0.020643108586630845
3,4,USA_maxRE_high_MEX_FF_Cost,432.3287163829974,1430880.0834424584,1236048.0150674514,1149654.4787355901,993114.764051908,23.950995776562266,113.91321058422562,200999.10590016557,173630.58494777285,0.0,2.0292380245846195,53.55026269586506,80226.50168156416,69302.6685511838,0.0,24.679895001453964,0.019966776897838726,0.019966776937955098
4,5,USA_maxRE_high_MEX_FF_Cost,425.9288332545616,1455002.1798421668,1197033.8941837335,1132635.8213501931,931822.2932627397,31.113557206613383,139.791767790839,246661.64875922774,202929.14887046258,0.0,2.2167581475756224,50.53202084344068,75704.71275171099,62282.454534241166,0.0,23.15671580987235,0.019345079428695313,0.019345079468834164
5,6,USA_maxRE_high_MEX_FF_Cost,404.38801257257325,1462507.7210146668,1145913.0680771442,1075354.174227893,842568.1337286361,40.418087459364045,177.11185525020306,312512.6959992826,244861.87466904076,0.0,2.421606842160492,49.85562768560118,74691.37212399078,58522.6444685796,0.0,20.93866069129033,0.01827183753091243,0.018272468719137354
6,7,USA_maxRE_high_MEX_FF_Cost,371.5056360359778,1449077.4755909585,1081323.9232053098,987912.9055260535,737195.820639567,52.50514375374424,225.0847990039473,397160.6376422933,296367.38274669973,0.0,2.645385426570427,47.9688131121716,71864.6346827992,53626.49687397133,0.0,18.320053338713866,0.016850834159235172,0.01694224361966276
7,8,USA_maxRE_high_MEX_FF_Cost,353.209928197894,1458769.6969363752,1036720.3885722571,939260.7071857111,667515.0487216996,58.16920543096832,274.37840443491564,484138.87807117123,344068.4618353246,0.0,2.8898431955127872,41.98305630768439,62897.05349523375,44699.76163925812,0.0,16.588416475782957,0.015704514984215746,0.016000858725878895
8,9,USA_maxRE_high_MEX_FF_Cost,326.6924228763133,1436060.3356950835,971982.1614465624,868744.9917067447,588000.80595241,63.98612597189703,338.1073304068127,596588.1460237942,403794.340148622,0.0,3.1568910944288957,44.88274740211328,67241.23521819622,45511.51474710481,0.0,14.612408028723348,0.01408687380526001,0.015033617496617717
9,10,USA_maxRE_high_MEX_FF_Cost,317.310077358362,1448915.2188255417,933983.6688986048,843795.3292461974,543917.9926950306,70.38473856626482,406.8990689730775,717970.7132802375,462810.3233636927,0.0,3.448616657611957,46.73836405972524,70021.23339948879,45136.311373877885,0.0,13.51690603646421,0.01285042360389699,0.014472315187699104
