,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,linear_red_2055,136.2489418996945,56.78821111,12410.59775012,12410.59775012,54.7476863477996,335836.6820303042,335836.6820303042,18.068013493230378,13.089999999629208,20.488999999629208,0.6212170868306292,35773.86440584416,35773.86440584416,2.9446244908767356e-12,7.399000000002944,2.540560383825724e-13,5878.468467948764,5878.468467948764
1,2,linear_red_2055,140.77241379013955,58.36387239,12902.58249528,12288.17380502857,55.48315305159085,346986.47717559646,330463.31159580615,17.778926163854376,4.084377365080004e-10,20.489000000037645,0.5916353208081769,35773.864406557295,34070.34705386409,1.1621916791831188,8.561191679186063,0.08950852823984345,9693.209318682115,9231.627922554395
2,3,linear_red_2055,137.54482759014425,59.00384411,12918.635116140002,11717.582871782313,56.89176725544166,339030.87895031867,307511.0013154818,16.544091870772917,2.8554136750265182e-11,20.489000000066202,0.5634622102945671,35773.86440660716,32447.94957515388,15.139570820811555,23.70076249999762,1.1294665036305092,18137.074761172327,16450.861461380795
3,4,linear_red_2055,134.3172413801465,57.68198185,13240.82324412,11437.920953780369,54.9581122437643,331075.2807003859,285995.2754133557,15.386545817238527,8.005584883575473e-12,20.489000000074206,0.5366306764712846,35773.86440662113,30902.809119206242,37.923734612286616,61.62449711228424,3.426914425876575,35892.56190358962,31005.344479939202
4,5,linear_red_2055,131.0896551701346,60.2140999,13690.052020120002,11262.839676982327,56.18277725219756,323119.6824504182,265831.36240592605,14.301727297438816,0.0,20.165000000074205,0.5110768347345568,35208.1592932577,28965.8397834299,6.063398464737089,67.36389557702132,3.6030185272600037,58077.907204843854,47780.8379881583
5,6,linear_red_2055,127.86206897013662,62.47696987,13951.06014893,10931.02067666201,57.50008087450808,315164.0842251334,246939.30672146127,13.285334701614614,4.4365194738433035e-13,20.071000000074648,0.4867398426043521,35044.03497024563,27457.91837782317,26.08590102333911,93.35579660036043,4.754542824287618,74170.71315248532,58114.694540598524
6,7,linear_red_2055,117.90927396391943,64.82582571,14167.152494209999,10571.747317678499,58.04053757095155,290631.68342104857,216873.8369192085,11.66781242625342,0.0,19.98900000007465,0.46356175486128764,34900.86268846846,26043.561094035966,9.153577306340251e-11,93.27379660045199,4.528136023135293,105607.07764486346,78805.62733239689
7,8,linear_red_2055,121.40689655012396,65.83368942,14414.000050769999,10243.760728576859,59.929486453849236,299252.8877252255,212673.4402938431,11.441831087808758,3.560045272287865e-11,18.77500000011025,0.441487385583019,32781.214516854074,23296.997136118698,46.96842159141792,139.0282181918699,6.29556497131831,106391.7326397738,75610.6180672827
8,9,linear_red_2055,118.17931034014042,66.51799268,15087.774971169998,10211.999985919092,58.12524125081799,291297.2894753276,197161.4715691665,10.607287170421156,2.2790040644484423e-11,18.46800000013304,0.4204641767462321,32245.191461947652,21824.814817597515,94.77636028590409,233.49757847777397,9.670118792611772,135998.29098128484,92048.99650476457
9,10,linear_red_2055,93.11951834124591,65.86045951,15118.182059120001,9745.314952312689,51.999385092465836,229528.021546083,147955.80921043575,7.9600225355214445,0.0,18.02100000013304,0.4004420730916497,31464.727925918483,20282.44416741417,1.0966687709006827e-11,233.05057847778497,9.209636945344936,200924.98741247033,129518.03837702704
10,11,linear_red_2055,107.93036660554701,68.59272402,15594.98459001,9573.96772857104,59.82266264448458,266034.91891926783,163322.36262917976,8.786743109449873,1.3128098503173304e-12,17.319000000134352,0.38137340294445343,30239.03351363335,18564.143448282703,0.0,232.34857847778497,8.771082805090415,184599.7826941255,113328.25319666769
11,12,linear_red_2055,86.23985133771639,72.22184541,15783.49193676,9228.280844886352,61.040126553806125,212570.49873728462,124285.56808246499,6.686563562836616,0.0,16.53900000013435,0.3632127647090032,28877.150833313983,16883.872020063838,5.830931092678102e-12,231.5685784777908,8.353412195324385,262188.11433366913,153295.9602955232
12,13,linear_red_2055,105.26896552011435,74.17093901,16397.07271246,9130.503634875937,62.602092732111885,259474.8965248074,144485.3314627631,7.7733108326966525,3.375160334698629e-11,16.410000000168104,0.3459169187710509,28651.91639008933,15954.459148496637,48.92400162105095,280.36358009884174,9.355744848633787,214549.01345739953,119468.91872616077
13,14,linear_red_2055,102.04137931012747,74.9614222,16412.47745414,8703.887210914969,58.768415384403426,251519.2982749013,133386.05397450234,7.176169703828226,1.529036216450961e-11,16.410000000183395,0.32944468454410236,28651.91639011603,15194.722998582383,104.47461663834981,384.83819673719154,11.703763203455138,224145.09564414766,118868.9298625231
14,15,linear_red_2055,78.57456751620805,75.67741713,17165.33819011,8669.662222154657,59.12110421435419,193676.52826277545,97819.80767295869,5.262705652805179,0.0,14.049000000183394,0.3137568424229546,24529.602276995494,12389.116009836325,1.2189261622631947e-12,382.47719673719274,11.14644114614778,329753.42280604073,166547.88624991273
15,16,linear_red_2055,92.57525023585646,76.26105637,17338.427885309997,8340.080266851368,63.344956615569814,228186.46841473132,109761.59286048084,5.9051736958938665,4.863746718234598e-12,13.595000000188259,0.29881604040288345,23736.91671692067,11417.862796800215,1.6830711581671127e-11,382.02319673720956,10.615658234426853,303515.517778589,145996.15358743508
16,17,linear_red_2055,60.67348419070201,78.94310056,17627.93468626,8075.559988687562,64.74214470821107,149552.58612448102,68511.76284723594,3.6859328411812964,0.0,13.435000000188259,0.28458670514560336,23457.556167111565,10746.17675791423,36.27473376229358,418.1379304995032,10.912672951627403,473426.90554004494,216882.32024862876
17,18,linear_red_2055,66.24623480315685,81.83882296,17885.20349942,7803.255044043056,63.67646094481844,163288.722709285,71242.32884226879,3.832837291714056,2.541239304414299e-11,13.272000000213671,0.27103495728185334,23172.95760703792,10110.284646097458,116.00000000006948,533.9749304995727,12.811567613816091,408625.8083495635,178282.08665522348
18,19,linear_red_2055,85.90344828012121,83.84869051,18536.546704729997,7702.318025731093,63.78012310667964,211741.30707449137,87982.88657808947,4.733479297901216,4.007314307815565e-11,13.272000000253746,0.2581285307451107,23172.957607107888,9628.842520121892,116.00000000008602,649.9749304996586,14.484253574918124,378571.29099541006,157304.19074844127
19,20,linear_red_2055,49.806074244210365,83.69941614,18984.90776768,7512.97267450015,60.51034353270686,122765.77334042518,48582.58527021567,2.6137430875375953,0.0,13.090000000253745,0.24583669594772445,22855.184981700033,9044.572791155675,5.54760970695188e-11,649.7929304997141,13.794527214208768,560220.1772428236,221698.14754087187
20,21,linear_red_2055,62.77481921072732,82.54523386,18948.150118409998,7141.358499527525,60.916092040044965,154732.11538261588,58316.90695039953,3.137449593931497,13.089999999304638,13.089999999929171,0.1440033435587067,22855.184981133327,8613.878848506105,22.04025575615548,671.8331862558667,13.525502664437882,533768.1039498702,201171.5846717685
21,22,linear_red_2055,26.756925519409045,85.77960604,19502.529655,7000.284110846004,63.909927340535084,65952.49080455753,23673.14300334857,1.2736150935801556,2.102736707712118e-11,13.089999999541762,0.13714604147825707,22855.184980456906,8203.694141191589,116.00000000005835,786.6709945767418,14.781054670155875,890689.8596730363,319706.324392758
22,23,linear_red_2055,36.238785465917374,88.72943633,19813.21606647,6773.145358134149,51.30206669933442,89324.09530667336,30535.430465515394,1.6428061590447274,3.121336973135465e-10,13.089999999825343,0.13061527760104275,22855.184980952043,7813.042039399346,116.00000000015127,887.5314237560816,15.516269231059237,679185.9032195859,232179.6134594661
23,24,linear_red_2055,68.72825102271811,92.06521073,20352.98426446,6626.347663841609,65.61136790577363,169406.58373852138,55153.922678322386,2.9672810400937433,1.1282532665829466e-10,13.089999999930162,0.12439550247814968,22855.18498113506,7440.992418535153,116.00000000009814,965.6076891438931,15.62963814567542,562408.3827252937,183104.0315549305
24,25,linear_red_2055,27.215603143139795,92.8472888,20328.5101797,6303.218670579156,69.05305134759048,67083.07405259988,20800.308586825908,1.1190566019712342,0.0,13.089999999930162,0.1184719071220473,22855.18498113506,7086.6594462239555,116.00000000010262,1075.5442906792587,16.40750441065027,927282.5001242553,287520.547055199
25,26,linear_red_2055,41.54726756651921,93.41038359,21187.57332786,6256.74912926663,59.206255064713886,102408.84290490282,30241.61515617848,1.6269988954024068,6.37417724778851e-11,13.08999999999346,0.11283038773582443,22855.184981245577,6749.199472626879,116.0000000001056,1165.458389656025,16.694467145019203,925950.8574532451,273435.8546618625
26,27,linear_red_2055,12.6904257338818,91.96150327,21109.642403849997,5936.891344195723,51.45016400192964,31280.319777869823,8797.300123806932,0.47329474666081306,2.597076180268183e-11,13.09000000001943,0.10745751212956832,22855.18498129092,6427.809021562161,116.00000000010758,1281.4583896560412,17.388190202374545,1450901.3312149385,408052.5567311846
27,28,linear_red_2055,17.633878268658812,96.81547879,21618.8232368,5790.565462740154,46.59500893609835,43465.31493383973,11642.111539844891,0.6263456008436561,1.1309735160060057e-10,13.090000000096927,0.10234048774300689,22855.184981426228,6121.72287771449,116.00000000016944,1350.4899680647927,17.22768708279502,1033466.2235025915,276812.1907086929
28,29,linear_red_2055,53.627586210107374,99.93212632,21839.34654276,5571.07834242087,73.97789482777523,132185.32464901957,33719.63524165766,1.8141163760011865,2.230973426100293e-10,13.090000000297234,0.09746713118527567,22855.18498177597,5830.212264579206,116.00000000011012,1371.7136077789987,16.367684890711065,798940.646793361,203804.67545196592
29,30,linear_red_2055,21.003643099837277,101.8518583,22516.5320651,5470.308628890685,74.25766213852187,51771.36578712669,12577.66285571727,0.6766782616375883,0.0,13.090000000297234,0.09282583922407203,22855.18498177597,5552.583109123053,7.518167351789425e-11,1371.7136077790628,15.588271324487406,1182625.4248186497,287314.49618559366
