,scenario,asset_name,total_system_cost,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_tonnes
0,MEX-WECC,RE_PV_MY,714.8170619347214,55.4121594037437,0.0,55.4121594037437,0.0
1,MEX-WECC,RE_WIND_MY,714.8170619347214,37.39115538321012,0.0,37.39115538321012,0.0
2,MEX-WECC,PP_CO2_MY,714.8170619347214,0.0,504.540230150901,504.540230150901,4353.378134256167
3,MEX-WECC,EL_Demand_MY,714.8170619347214,0.0,0.0,0.0,0.0
4,MEX-WECC,RE_PV_MY,714.8170619347214,1.3207604493937162e-12,0.0,1.3207604493937162e-12,0.0
5,MEX-WECC,RE_WIND_MY,714.8170619347214,47.50584543840897,0.0,47.50584543840897,0.0
6,MEX-WECC,PP_CO2_MY,714.8170619347214,0.0,60.49772171702935,60.49772171702935,658.4144209992975
7,MEX-WECC,EL_Demand_MY,714.8170619347214,0.0,0.0,0.0,0.0
8,MEX-WECC,EL_Transport_MY,714.8170619347214,8.394830289508208,1.0751195519187395,9.469949841426947,0.0
