,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
0,1,fast_slow_2055,143.9999999999999,52.48666157,6353.38273807,51.259334594068484,5834.664253564779,19.095883657875266,7.7782719583686495,15.17727195836865,0.3691363977609639,441.72567130425773,0.0,7.399,0.0,76.99281320098899
1,2,fast_slow_2055,99.44103937433104,53.92082334,6348.5642297,50.94407800659195,4029.201928991235,12.558958457079498,66.70794856147435,81.885220519843,3.2843161927709463,2383.221708304468,0.0,7.399,0.0,112.579335402751
2,3,fast_slow_2055,102.76309120176496,58.6403178,6564.49384039,55.73090896156697,4163.806491810805,12.360494040769275,3.0298995812189777,84.91512010106199,3.252535616479437,2471.405173038423,0.0,7.399,0.0,97.461189100212
3,4,fast_slow_2055,108.26527167486559,59.44361835,6853.91121484,56.66098515255935,4386.746600998738,12.402194579967922,0.6126798636008832,85.52779996466286,3.1214413924117936,2489.236864055495,0.0,7.399,0.0,113.35117467345
4,5,fast_slow_2055,103.83207566740668,59.56341654,6678.35711806,56.366930230910555,4207.120140764245,11.327957412009402,7.519264930841059e-14,85.20379996466293,2.9728013261064725,2479.8070325353683,0.0,7.075,0.0,151.791328457675
5,6,fast_slow_2055,114.50653982999995,61.38922567,7094.954855,59.48342631152022,4639.6334357325895,11.897646576645169,1.5388159370787068e-14,85.10979996466294,2.831239358196641,2477.071217217801,0.0,6.981,0.0,72.643171909191
6,7,fast_slow_2055,106.31568414674128,59.91544914,7252.61940769,57.72147312469495,4307.752235307468,10.520558891513225,37.99594950663531,123.02374947129826,3.9962876286810936,3580.5346620024034,1.0315551623691977e-13,6.899000000000103,6.3832484558762636e-15,104.97159547825257
7,8,fast_slow_2055,104.26730082999995,65.42808402,7324.350730339999,60.95676032677213,4224.754812281154,9.826532742199342,5.038563895633417e-13,121.80974947129877,3.8059882177915343,3545.2018982202103,14.552280446906598,20.237280446906702,0.8645394743749223,266.569727869982
8,9,fast_slow_2055,97.7137922717612,66.15911406,7396.876363926,60.85454392588676,3959.2164642243074,8.770386729743874,6.348125464384116e-14,121.50274947129884,3.624750683610987,3536.2668418107082,31.001666928381766,50.931947375288466,2.599109644213493,780.2670716847259
9,10,fast_slow_2055,72.7373464832459,67.87187079,7825.69751527,55.01693164712392,2947.2083015621624,6.217718127137406,3.1646253008811105e-14,121.05574947129887,3.4521435082009404,3523.2571668431247,83.87525052870046,134.36019790398893,7.126054752013287,2882.644937340297
10,11,fast_slow_2055,90.57788346999997,67.85149988,7607.63189143,63.123841015462915,3670.0801308747577,7.374056240884406,6.41410362765411e-14,120.35374947129894,3.2877557220961355,3502.825865216183,5.140923014418981e-13,133.65819790398945,6.786718811441252,1390.825877010769
11,12,fast_slow_2055,86.45992865999997,66.75124086,8080.07537078,53.342423880736106,3503.22677165461,6.703627147494542,1.9244999123596453e-14,119.57374947129895,3.131195925805844,3480.124418964024,0.9928010761321422,133.87099898012158,6.515701516645282,2036.9114873475394
12,13,fast_slow_2055,82.56456598999998,68.52455013,8067.98711291,58.66152985168185,3345.3925124510006,6.0967639611157,2.6948475738781634e-14,119.44474947129898,2.9820913579103285,3476.369949006936,28.33414535266969,162.07614433279127,7.661637271004127,2134.9011692730674
13,14,fast_slow_2055,78.89179547999996,74.49958027,8339.85991431,62.60392955158112,3196.577354074307,5.548150333048266,1.5191040071160796e-14,119.44474947129899,2.840087007533646,3476.3699490069366,20.15707065332678,182.23321498611804,8.313118312623612,2791.77577823974
14,15,fast_slow_2055,53.647695900617904,75.26912148,8415.414769789,60.88252947152236,2173.72426081562,3.593173228957535,9.651009375895484e-17,117.083749471299,2.7048447690796635,3407.654417466745,67.60286532513514,247.47508031125318,11.269818083601894,5309.480028355468
15,16,fast_slow_2055,72.21403092,75.43696698,8458.12807092,67.58645336221089,2926.004338991291,4.606375837783931,3.531772946393007e-14,116.62974947129902,2.5760426372187277,3394.4410115712576,83.87525052870096,330.89633083995415,14.833734711101545,3443.2544113060203
16,17,fast_slow_2055,55.95282090170792,77.56867572,8964.86714637,49.460647427811296,2267.1244722313,3.3991510932537774,1.519115337876252e-15,116.46974947129902,2.453373940208312,3389.784304647738,3.9539493160676904e-14,330.73633083995423,14.127366391525282,5032.31197722752
17,18,fast_slow_2055,66.42663495999993,75.63975902,9156.008877870001,61.08585760535086,2691.5077255951946,3.8432747822466706,1.365517895643412e-14,116.30674947129906,2.3365466097222027,3385.0402844694026,1.7008179865288517,332.27414882648304,13.535912515328171,4376.785194200547
18,19,fast_slow_2055,45.398319108576565,77.46556633,9120.69017157,62.72707745996336,1839.4718727412444,2.5015527078636275,2.6117318000705017e-15,116.30674947129906,2.225282485449717,3385.0402844694026,83.8752505286981,416.1493993551811,16.86365946664877,6375.324132526075
19,20,fast_slow_2055,28.029111952879322,83.24784011,9307.470174066,59.137820668942595,1135.6976220182676,1.470922949225853,0.0,116.12474947129905,2.119316652809254,3379.7432803438987,83.87525052870093,499.8426498838821,20.00258993588445,10723.926479954629
20,21,fast_slow_2055,59.414982160000015,85.06620648,9808.22235906,73.64523274983308,2407.4060592718142,2.9695268579839107,30.663635970982664,139.01011348391307,2.774313426338725,4045.808486873993,60.98988651608706,560.8325363999691,21.897820784567102,5835.933871074427
21,22,fast_slow_2055,33.51619048528037,84.85265766,9513.83220095,45.08670271848314,1358.0258231953699,1.595352427557359,1.7600837293112421e-15,72.3021649224387,1.5368777231822384,2104.3124498737825,1.0644468762665153e-14,560.8325363999691,20.855067413873428,8533.336156257288
