total_discounted_energy_GWh,total_discounted_cost_BUSD,total_discounted_demand_GWh,lcoe_USD/kWh,lcue_USD/kWh
1441501.1822346118,48.44025893318849,1441501.1822344584,0.033604036909700284,0.033604036909703865
1383069.2299928125,45.51688620265661,1383069.2299926588,0.03291005628322246,0.032910056283226116
1298739.0167245306,41.41089905956346,1298739.0167243765,0.03188546623016172,0.031885466230165506
1236048.0150676048,38.120710123737425,1236048.0150674514,0.03084080040503316,0.03084080040503699
1197033.8941838872,35.767998632875845,1197033.8941837335,0.029880522854586103,0.02988052285458994
1145952.650380884,32.34197771952191,1145913.0680771442,0.028222787135901557,0.02822376201171362
1087189.6977671287,28.29726148169157,1081323.9232053098,0.02602789700804608,0.02616908853529434
1056283.2696972638,25.622565051432712,1036720.3885722571,0.024257285698348955,0.024715019916526776
1037306.6583434837,22.570410842474786,971982.1614465624,0.021758667661999173,0.023221013448316934
1051864.6249324665,20.878292055618353,933983.6688986048,0.019848839442583987,0.022354022613948876
1075072.1075110482,19.43178693350839,896615.6771181466,0.018074868464865924,0.021672370257862304
1101365.6188389563,17.997419760020264,858855.5702736274,0.016341003797624334,0.020955117930115272
1127596.040015014,16.6204030899366,814710.5756148867,0.014739678484251596,0.020400377247334345
1156893.2667209639,15.29077621297468,765146.0377533488,0.013217101916682458,0.01998412781156398
1198880.2929995563,14.343191114153957,727239.8972532604,0.011963822575036077,0.019722778093346216
1239297.9084611963,13.586964463592029,698292.2455937101,0.010963436935403695,0.01945741850826363
1285901.9386720655,12.915413805824041,673429.9740938288,0.010043855925096143,0.01917855501338962
1336182.9918361148,12.038682114306479,635574.9166924849,0.0090097555408661,0.018941405329454257
1391009.5826175655,11.23996488767133,608634.2381809726,0.008080436704483558,0.018467519870824643
1449129.026387622,10.395099505581396,571136.9717196944,0.007173342964148763,0.018200711948802285
1508403.918587657,9.813004302089528,547592.307214055,0.006505554766310606,0.017920274212788755
1569536.5319011563,9.25371144985069,525015.1846869552,0.005895824188712451,0.017625607258137294
1630541.2680335564,8.647112795912388,502336.6404976899,0.005303216156154615,0.017213780757352803
1692137.4808074646,8.029796202565336,473758.12536500714,0.004745356859971939,0.016949147196955783
1753870.7652320021,7.396880680946323,446998.7104345428,0.004217460503692165,0.016547879240536422
1819669.8665800213,6.916211645166467,424439.8706704646,0.0038008057242631273,0.016294915070634866
1885236.126554457,6.44541327306984,406875.8563611441,0.003418889115418008,0.01584122815915839
1955503.2996040988,6.021361665755332,389254.89845137345,0.0030791876786781113,0.015468942561059467
2028380.5918685722,5.549585550479227,367853.8368240758,0.002735968571542519,0.015086387567389404
2105916.8948112763,5.1017170790721895,351362.0763329123,0.0024225633459906233,0.01451982846958805
