,year,scenario,Annual_Emissions,Total_Annual_Demand,Discounted_Annual_Demand,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_PV_MY_annual_CAPEX_BUSD,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh,RE_WIND_MY_annual_CAPEX_BUSD,PP_CO2_MY_annual_OPEX_BUSD,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh
0,1,MEX_maxEmissions,144.2653974892098,12309.572899269999,12309.572899269999,11683.117812852233,11683.117812852233,0.0,7.533,433.526313605661,433.526313605661,0.0,0.0,7.217,192.928772812111,192.928772812111,0.0,32.867385148033875,2.670067062195392,2.6700670621953932
1,2,MEX_maxEmissions,146.48125085073235,12489.02047526,11894.305214533333,11862.565388842226,11297.681322706881,0.0,7.533,433.526313605661,412.88220343396284,0.0,0.0,7.217,192.928772812111,183.74168839248665,0.0,31.78306076008861,2.6721241961450377,2.6721241961450373
2,3,MEX_maxEmissions,152.7604289446656,12997.530337749999,11789.143163492061,12371.075251332224,11220.929933181154,0.0,7.533,433.526313605661,393.22114612758367,0.0,0.0,7.217,192.928772812111,174.99208418332063,0.0,31.56714087289773,2.677645053175114,2.6776450531751137
3,4,MEX_maxEmissions,153.09351068208218,13024.50446493,11251.056659047617,12398.049378512225,10709.90120160866,0.0,7.533,433.526313605661,374.49632964531776,0.0,0.0,7.217,192.928772812111,166.65912779363867,0.0,30.12949568166055,2.677925869072191,2.6779258690721908
4,5,MEX_maxEmissions,157.60127208618823,13362.25115426,10993.157093400383,12763.103705280619,10500.237004359802,0.0,7.2090000000000005,414.88002054735307,341.3228196460142,0.0,0.0,6.893,184.26742843201896,151.59726939455797,0.0,29.53966049955268,2.687095276504918,2.687095276504916
5,6,MEX_maxEmissions,163.4833175707654,13830.67723917,10836.697516869439,13239.45237636103,10373.457366591885,0.0,7.115,409.470293548955,320.8306893871272,0.0,0.0,6.799,181.75456926001704,142.40946089042714,0.0,29.182999268347537,2.692979039316959,2.692979039316959
6,7,MEX_maxEmissions,167.00774218980814,14109.18631243,10528.492060350027,13524.872641812231,10092.468202869784,0.0,7.033,404.751169997161,302.03155485857053,0.0,0.0,6.717,179.562500620611,133.99230262167387,0.0,28.392510015870883,2.6967309138975546,2.6967309138975555
7,8,MEX_maxEmissions,171.14931599767945,14342.266125909999,10192.7807674419,13860.27181285462,9850.23640792455,0.0,5.819000000000001,334.88512131572304,237.9966034574451,0.0,0.0,5.503,147.10919173964902,104.54775605990083,0.0,27.71105444663865,2.7186942483011287,2.718694248301128
8,9,MEX_maxEmissions,174.73134961364815,14606.476940659999,9886.238534003041,14150.357456905818,9577.518913610007,0.0,5.5120000000000005,317.217183140104,214.70507586108516,0.0,0.0,5.196,138.902300614068,94.01454453194268,0.0,26.943835364726944,2.725387949325264,2.725387949325263
9,10,MEX_maxEmissions,183.83264172186182,15305.85706717,9866.291935852965,14887.412009141026,9596.558520500215,0.0,5.065,291.49220475410505,187.89847419247988,0.0,0.0,4.749,126.95285327486698,81.83494116026903,0.0,26.99739830081573,2.736326725009049,2.7363267250090484
10,11,MEX_maxEmissions,185.16755676818167,15354.79662125,9426.513151208243,14995.518111004232,9205.947312055987,0.0,4.363,251.09190312777102,154.148647186911,0.0,0.0,4.047,108.186607118001,66.41719196534784,0.0,25.89851620130009,2.7474120903316774,2.747412090331678
11,12,MEX_maxEmissions,192.15696948593464,15855.083165650001,9270.138753698582,15561.545264052227,9098.513222072472,0.0,3.583,206.202679098511,120.56243582303617,0.0,0.0,3.267,87.335222499261,51.06309580307374,0.0,25.596278590580102,2.761153772414436,2.761153772414436
12,13,MEX_maxEmissions,194.87601932679993,16064.408871919999,8945.26396078861,15781.743455598637,8787.865280156137,0.0,3.4540000000000006,198.77869204751804,110.68741366845208,0.0,0.0,3.138,83.886724273854,46.711266964025654,0.0,24.722352151083236,2.763736459813055,2.7637364598130567
13,14,MEX_maxEmissions,202.83083282979575,16708.617566120003,8860.936635080454,16425.95214979863,8711.03312971619,0.0,3.4540000000000006,198.77869204751804,105.41658444614482,0.0,0.0,3.138,83.886724273854,44.486920918119665,0.0,24.506205064259937,2.7656449959522176,2.7656449959522176
14,15,MEX_maxEmissions,205.69428879283342,16741.51850645,8455.604482089293,16657.84485553623,8413.343602502613,0.0,1.093,62.90246392818101,31.770018694580827,0.0,0.0,0.777,20.771186985591,10.490860892099603,0.0,23.66873372294544,2.7991770160348297,2.7991770160348297
15,16,MEX_maxEmissions,215.88914877606723,17528.86961469,8431.685994873164,17483.46036932263,8409.84337144005,0.0,0.6390000000000002,36.774633531663014,17.689227504759423,0.0,0.0,0.323,8.634611835709,4.153395928354686,0.0,23.658886741661576,2.8059496945269564,2.805949694526957
16,17,MEX_maxEmissions,218.7496686040801,17724.611093940002,8119.848564950508,17715.115296549182,8115.498430755278,0.0,0.16500000000000004,9.495797390805002,4.350134195223645,0.0,0.0,0.0,0.0,0.0,0.0,22.83082451659191,2.811730333881059,2.8117303338810564
17,18,MEX_maxEmissions,222.75284957011542,18039.306929929997,7870.489860324037,18039.306929929993,7870.489860324036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14155721843335,2.813237500000001,2.8132375000000005
18,19,MEX_maxEmissions,226.2542948038184,18322.86624417,7613.529380826817,18322.86624417,7613.529380826817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.418666361493777,2.8132374999999996,2.8132374999999996
19,20,MEX_maxEmissions,234.74596725371347,19010.5516586,7523.120832927226,19010.551658599983,7523.1208329272185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1643256442221,2.8132375000000014,2.813237499999999
20,21,MEX_maxEmissions,240.67479873367026,19490.68922366,7345.835782343579,19490.68922365999,7345.8357823435745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.665580691730792,2.8132375000000014,2.8132375
21,22,MEX_maxEmissions,240.45270071533628,19472.70294726,6989.578041840355,19472.702947259993,6989.578041840352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.663343056481846,2.8132375,2.8132374999999987
22,23,MEX_maxEmissions,247.73268020764687,20062.2612167,6858.281410635024,20062.261216699997,6858.281410635022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.293974449951342,2.8132375,2.813237499999999
23,24,MEX_maxEmissions,251.9423691998171,20403.17659424,6642.688846189067,20403.17659423998,6642.68884618906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.687461362930808,2.8132375000000014,2.813237499999999
