Total_Curtailment,PV_Curtailment,Wind_Curtailment
223.09967257412112,22.991244185265813,7.460065899676159
6.007862961693917,0.6698499322889369,5.33801302940498
5.494816893629434,0.0,5.494816893629434
5.266918752378942,0.0,5.266918752378942
5.146491365551611,0.0,5.146491365551611
5.085259330101053,0.0,5.085259330101053
5.053440776700768,0.0,5.053440776700768
5.062391980546494,0.0,5.062391980546494
5.108770619947947,0.0,5.108770619947947
5.148167795546598,0.0,5.148167795546598
5.2552812877917745,0.0,4.106242219416144
5.2789909749334925,0.0,4.321666826006636
5.309567387416649,0.0,4.383568671799027
5.345004293936441,0.0,4.619610118432213
5.134117508496445,4.590367319318095,0.5437501891783496
4.0184050233875155,4.0184050233875155,0.0
2.732990404223756,2.732990404223756,0.0
1.7913245169559673,1.7913245169559673,0.0
1.1657406859755497,1.1657406859755497,0.0
0.8923318153141793,0.8923318153141793,0.0
1.0725794843251037,1.0725794843251037,0.0
1.4179219681621191,1.4179219681621191,0.0
2.0070548887483284,2.0070548887483284,0.0
2.4374704585484466,2.4374704585484466,0.0
1.8494573236647511,1.8494573236647511,0.0
2.6591702385631777,2.2601847489717337,0.398985489591444
2.802025150595682,0.0,2.802025150595682
2.809331654849302,0.0,2.809331654849302
2.824701693113056,0.0,2.824701693113056
2.8719036204768003,0.0,2.8719036204768003
2.9164811063303944,0.0,2.9164811063303944
2.9405554081932053,0.0,2.819082265047283
2.9590439611339434,0.0,2.323145165461922
2.976270540795923,0.0,1.9773515600323355
2.989435981897884,0.0,1.8062597224255645
3.0016258621314194,0.0,1.6958435001077063
3.0246873877602667,0.0,1.5350871417144216
3.0561005363523748,0.0,1.4261063019821014
2.8465344655200937,2.8465344655200937,0.0
1.9689051571457554,1.9689051571457554,0.0
4.222640890792306,4.222640890792306,0.0
4.326911895009573,4.326911895009573,0.0
4.105563325858981,4.105563325858981,0.0
4.073423039562584,4.073423039562584,0.0
4.256455929343986,4.256455929343986,0.0
4.611480791204826,4.611480791204826,0.0
5.169014404822548,5.169014404822548,0.0
5.980400055360562,5.980400055360562,0.0
5.912225822833477,5.912225822833477,0.0
6.479454280579262,4.2939133084465855,2.185540972132676
6.365651429429633,0.0,6.365651429429633
6.158700197902604,0.0,6.158700197902604
6.03588856291735,0.0,6.03588856291735
5.959153654393688,0.0,5.959153654393688
5.9260018865181365,0.0,5.9260018865181365
5.928218106339614,0.0,5.928218106339614
5.96790349790777,0.0,5.96790349790777
6.004668024551691,0.0,6.004668024551691
6.084475885008487,0.0,6.084475885008487
6.127195213177771,0.0,6.127195213177771
6.2482432146455125,0.0,6.2482432146455125
6.468036848939363,0.0,6.468036848939363
6.688212507994692,4.1429015977335295,2.545310910261162
6.60897306177705,6.60897306177705,0.0
7.81281997803552,7.81281997803552,0.0
9.15215773456137,9.15215773456137,0.0
10.187161355282115,10.187161355282115,0.0
10.736106286635135,10.736106286635135,0.0
10.717763952105145,10.717763952105145,0.0
9.991860639121171,9.991860639121171,0.0
8.628009307986332,8.628009307986332,0.0
6.815225259531587,6.815225259531587,0.0
3.952973522259427,3.952973522259427,0.0
4.21256197564297,4.1298933184448146,0.08266865719815542
4.242695715304123,0.0,4.242695715304123
4.17141353385648,0.0,4.17141353385648
4.138053270710017,0.0,4.138053270710017
4.116678580366155,0.0,3.9156008136686355
4.106303904433645,0.0,3.8058643544871997
4.099481135556715,0.0,3.804161021742402
4.11472325849104,0.0,3.6679430105817787
4.13986224398829,0.0,3.4867289217051587
4.1509629824193155,0.0,2.9169029429069386
4.162851412448035,0.0,2.6018984713125977
4.192251356153392,0.0,2.4478601895038627
4.254884579678929,0.0,2.468566321106671
4.13443243058893,4.13443243058893,0.0
3.4687587078752955,3.4687587078752955,0.0
3.221132337889827,3.221132337889827,0.0
2.5206101378584265,2.5206101378584265,0.0
1.8297023602128206,1.8297023602128206,0.0
1.3601747816136935,1.3601747816136935,0.0
1.4380939658643115,1.4380939658643115,0.0
1.6913633894736222,1.6913633894736222,0.0
2.2361223387812004,2.2361223387812004,0.0
2.823803829467323,2.823803829467323,0.0
2.5867985887581995,2.5867985887581995,0.0
2.9247598603501217,2.9247598603501217,0.0
2.9567497677221155,1.2622514424174691e-05,2.956737145207691
2.9344449767883987,0.0,2.9344449767883987
2.8914830188177234,0.0,2.8914830188177234
2.864815836089946,0.0,2.864815836089946
2.9207408875193295,0.0,2.9207408875193295
3.0141543158067634,0.0,3.0141543158067634
3.0875096827378457,0.0,3.0875096827378457
3.1913425633549224,0.0,3.1913425633549224
3.298344114455361,0.0,3.298344114455361
3.3720017813799785,0.0,3.3720017813799785
3.4449938102717965,0.0,3.4449938102717965
3.50104745961697,0.05252697364280942,3.4485204859741607
3.2726094362817832,3.2726094362817832,0.0
2.310746415271936,2.310746415271936,0.0
2.9775150795508836,2.9775150795508836,0.0
2.4280512819897524,2.4280512819897524,0.0
1.9533783220174712,1.9533783220174712,0.0
1.8092326517266315,1.8092326517266315,0.0
1.9185978591444552,1.9185978591444552,0.0
2.1520566692869636,2.1520566692869636,0.0
2.695127408529544,2.695127408529544,0.0
3.3801859184097225,3.3801859184097225,0.0
3.4725291843006403,3.4725291843006403,0.0
3.848220953736572,3.848220953736572,0.0
3.957062273766951,0.04835261945056777,3.9087096543163833
3.8448747701678485,0.0,3.8448747701678485
3.8128814899346395,0.0,3.8128814899346395
3.8275576333951165,0.0,3.8275576333951165
3.9009898541471273,0.0,3.9009898541471273
4.062592059334591,0.0,4.062592059334591
4.228750897784749,0.0,4.228750897784749
4.396848714483468,0.0,4.396848714483468
4.526254258719206,0.0,4.526254258719206
4.607009222979599,0.0,4.495431221145548
4.674881057314224,0.0,3.9851563727143637
4.734122153457179,0.16019734701646093,3.629809702536332
4.556631390355619,4.556631390355619,0.0
3.719599601769545,3.719599601769545,0.0
5.011930472852555,5.011930472852555,0.0
5.261840289259709,5.261840289259709,0.0
5.274162271926571,5.274162271926571,0.0
5.354905057487628,5.354905057487628,0.0
5.461735868022146,5.461735868022146,0.0
5.505553529958547,5.505553529958547,0.0
5.46299034016792,5.46299034016792,0.0
5.1434457088329,5.1434457088329,0.0
3.3676657720401693,3.3676657720401693,0.0
2.9083141407850377,2.9083141407850377,0.0
3.094716806184195,0.11966551477138263,2.975051291412812
3.0467994202580257,0.0,3.0467994202580257
3.0680578646900187,0.0,3.0680578646900187
3.1272044694696177,0.0,3.1272044694696177
3.210000801126327,0.0,3.210000801126327
3.2753479222523936,0.0,3.2753479222523936
3.3337768281283076,0.0,3.3337768281283076
3.3806102697875815,0.0,3.3806102697875815
3.3771897479719257,0.0,3.3771897479719257
3.4233688624586165,0.0,3.4233688624586165
3.4784581095813394,0.0,3.4784581095813394
3.5542381066835134,0.3614756375503693,3.192762469133144
3.162944747195155,3.162944747195155,0.0
2.463723692554595,2.463723692554595,0.0
3.611826847004295,3.611826847004295,0.0
3.433779977821729,3.433779977821729,0.0
3.3730173938736527,3.3730173938736527,0.0
3.5204706922222897,3.5204706922222897,0.0
3.7594169095056316,3.7594169095056316,0.0
3.945829087793328,3.945829087793328,0.0
3.9756109569833313,3.9756109569833313,0.0
3.888700656888062,3.888700656888062,0.0
3.5228621071887147,3.5228621071887147,0.0
2.8331867082742406,2.8331867082742406,0.0
3.0892664433131216,0.2470613934435735,2.842205049869548
3.047346835392972,0.0,3.047346835392972
3.1099496527092896,0.0,3.1099496527092896
3.2034816035053666,0.0,3.2034816035053666
3.329399526916262,0.0,3.329399526916262
3.3997082278456787,0.0,3.3997082278456787
3.451624790702013,0.0,3.451624790702013
3.4738166359047398,0.0,2.9793187246526838
3.4843774820659803,0.0,2.7052808132525685
3.5002778849662235,0.0,2.389216542169163
3.5176532666798863,0.0,2.165124012102803
3.538381575096892,0.36682165648262616,1.9922769122555792
3.165876299413256,3.165876299413256,0.0
2.2664308207277486,2.2664308207277486,0.0
2.266759407626182,2.266759407626182,0.0
1.6085623528855422,1.6085623528855422,0.0
1.0576974993860517,1.0576974993860517,0.0
0.859578267009141,0.859578267009141,0.0
0.9254773709393191,0.9254773709393191,0.0
1.252475768700691,1.252475768700691,0.0
1.8405781765038114,1.8405781765038114,0.0
2.610016352806497,2.610016352806497,0.0
2.728800624376646,2.728800624376646,0.0
3.64170700798428,3.64170700798428,0.0
3.9835187710637285,0.234086929426166,3.7494318416375627
3.950909746308824,0.0,3.950909746308824
3.955740522336896,0.0,3.955740522336896
3.9767974089275526,0.0,3.9767974089275526
3.9810000291190164,0.0,3.9810000291190164
3.997716608335935,0.0,3.997716608335935
4.132687740005295,0.0,4.132687740005295
4.282393545932322,0.0,4.282393545932322
4.502149069361863,0.0,4.502149069361863
4.578370004094566,0.0,4.578370004094566
4.645424203944444,0.0,4.645424203944444
4.695767152029589,0.947544855550081,3.7482222964795078
4.138168314663687,4.138168314663687,0.0
4.667450012052129,4.667450012052129,0.0
6.341994051507527,6.341994051507527,0.0
7.069656451804036,7.069656451804036,0.0
7.491282272717655,7.491282272717655,0.0
7.740137584530714,7.740137584530714,0.0
7.832561835511228,7.832561835511228,0.0
7.697570027680456,7.697570027680456,0.0
7.332422662650714,7.332422662650714,0.0
6.702582946730814,6.702582946730814,0.0
5.469106475258656,5.469106475258656,0.0
5.252341044639863,5.252341044639863,0.0
5.3761513316703144,0.3440411714421761,5.032110160228139
5.157464742299865,0.0,5.157464742299865
5.020153440328073,0.0,5.020153440328073
4.930774843235781,0.0,4.930774843235781
4.908292199315497,0.0,4.908292199315497
4.91429351166029,0.0,4.91429351166029
4.926807553460222,0.0,4.926807553460222
4.9246353100149065,0.0,4.9246353100149065
5.106632014257542,0.0,5.106632014257542
5.115276110460243,0.0,5.115276110460243
5.184628820762882,0.0,5.184628820762882
5.303273348595994,1.2840218208198952,4.019251527776099
5.026713840292956,5.026713840292956,0.0
7.543988729786662,7.543988729786662,0.0
13.217872447476793,13.217872447476793,0.0
19.605187310208663,19.605187310208663,0.0
25.657708611646484,25.657708611646484,0.0
29.912544016507923,29.912544016507923,0.0
30.875075559703276,30.875075559703276,0.0
28.743862205582587,28.743862205582587,0.0
23.117823601187155,23.117823601187155,0.0
17.676312746350447,17.676312746350447,0.0
10.937268476541107,10.937268476541107,0.0
8.993096360493666,8.993096360493666,0.0
8.379929873927892,0.4379125840274549,7.942017289900438
7.895403502085813,0.0,7.895403502085813
7.6182655384496485,0.0,7.6182655384496485
7.447769711557271,0.0,7.447769711557271
7.3610462006226385,0.0,7.3610462006226385
7.33634018229273,0.0,7.33634018229273
7.394888299257843,0.0,7.394888299257843
7.542871467554676,0.0,7.542871467554676
7.844336850661691,0.0,7.844336850661691
8.146008896426167,0.0,7.239836456117156
8.437341032961626,0.0,6.8707440937268895
8.824351225660337,2.0402561469005738,6.216601294827651
8.70297762548789,8.70297762548789,0.0
9.878909853215163,9.878909853215163,0.0
12.56067081888304,12.56067081888304,0.0
15.485680434047282,15.485680434047282,0.0
18.000807168208013,18.000807168208013,0.0
19.29000594568177,19.29000594568177,0.0
18.781899738284892,18.781899738284892,0.0
16.854616335989874,16.854616335989874,0.0
13.535120883204456,13.535120883204456,0.0
9.85277499461867,9.85277499461867,0.0
5.208525526326028,5.208525526326028,0.0
3.3945811847383,3.3945811847383,0.0
3.630374248029156,0.6074904932278167,3.0228837548013394
3.5116288083338105,0.0,3.5116288083338105
3.509888018731772,0.0,3.509888018731772
3.5184764366317296,0.0,3.5184764366317296
3.5292877120578225,0.0,3.5292877120578225
3.5769461239536042,0.0,3.5769461239536042
