RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
22.931694292760703,7.700783789463441,7.586766989944104,2.730013344659226e-07,0.0,0.0,24.6446669
0.6681149460854532,8.007820896737032,2.413992197783917e-07,14.845554790332157,0.0,0.0,23.8957202
0.0,7.820189143391229,2.4040406008323223e-07,15.027288916097781,0.0,0.0,23.1738763
0.0,7.463378658037821,2.411815185314722e-07,14.747485436679781,0.0,0.0,22.5122237
0.0,7.110387382520529,2.4146307571538563e-07,14.587471094440765,0.0,0.0,21.9715276
0.0,6.801087484189359,2.408362772582136e-07,14.652440443178623,0.0,0.0,21.6978045
0.0,6.58382689651293,2.4035830646532153e-07,14.724770188771064,0.0,0.0,21.5315602
0.0,6.2274432264413,2.408262206495852e-07,14.547245546063653,0.0,0.0,20.9700946
0.0,5.7570965258139655,2.385718334119481e-07,14.980253311015355,0.0,0.0,20.8797037
0.0,5.5361713884573795,2.3553113343648743e-07,15.753785151936121,0.0,0.0,21.3931379
0.0,4.238740507676066,2.2806735670009422e-07,17.859842777859605,0.0,0.0,22.0326325
0.0,4.461116333921195,2.2785507260766535e-07,18.151423006713035,0.0,0.0,22.5592635
0.0,4.525015599293181,2.280986507718056e-07,18.310812533476597,0.0,0.0,22.7843043
0.0,4.768673520056756,2.2921961587937075e-07,18.292641114831937,0.0,0.0,23.0321202
4.578477754829039,4.933053891507888,2.5104941897164454e-07,13.12578237273006,0.0,0.0,22.9332566
25.656722977073255,5.3655055815195025,36.29055072729976,28.622526986550366,0.0,0.0,23.1192155
53.7206828403995,5.0122368526947225,62.748308707883524,26.754973934658928,0.0,0.0,23.4132785
76.63722918803332,4.917467653937081,83.28512920861459,24.297867763345483,0.0,0.0,24.071908
91.71601141871562,5.858648176247191,95.9291101671422,23.18824518939651,0.0,0.0,26.9259066
97.86260765960891,6.726446778807041,101.22572628452959,22.809568278791254,0.0,0.0,28.5218206
91.53071836564772,7.375898276876954,95.78928648388177,23.353115488665466,0.0,0.0,28.6278281
79.70566238250913,7.611447876003275,85.35484453026224,24.41455876894394,0.0,0.0,28.1410631
