RE_PV_Openfield_Lim_[MEX],RE_WIND_Onshore_Lim_[MEX],BESSch_[MEX],BESSdisch_[MEX],PP_CO2_[MEX],PP_CO2_Existing_[MEX],EL_Demand_[MEX]
22.322859860502323,7.434450407323499,7.312622907144668,6.812909667043953e-06,0.0,0.0,24.6446669
0.6503765540290194,7.73086856547992,7.1015071544210465e-06,15.096755387286173,0.0,0.0,23.8957202
0.0,7.549726099566627,7.070860891899988e-06,15.27144406117197,0.0,0.0,23.1738763
0.0,7.205255987082431,7.04052275775984e-06,14.980500869670205,0.0,0.0,22.5122237
0.0,6.8644729961819655,7.005857215607431e-06,14.80946604683821,0.0,0.0,21.9715276
0.0,6.565870306118192,6.966704454427918e-06,14.864778962928261,0.0,0.0,21.6978045
0.0,6.356123725938083,6.938300795369132e-06,14.930325770908789,0.0,0.0,21.5315602
0.0,6.01206566723078,6.907755825646715e-06,14.741674740873892,0.0,0.0,20.9700946
0.0,5.557986015644327,6.8451240560558685e-06,15.159998139638725,0.0,0.0,20.8797037
0.0,5.344701625079311,6.79777807097525e-06,15.926632617220845,0.0,0.0,21.3931379
0.0,4.092142690325632,6.681894324775694e-06,17.99218410567341,0.0,0.0,22.0326325
0.0,4.3068275973696455,6.679034967079797e-06,18.290706957286098,0.0,0.0,22.5592635
0.0,4.368516891922029,6.671002597088569e-06,18.4520914416076,0.0,0.0,22.7843043
0.0,4.603747847340733,6.664335126478524e-06,18.441527093206663,0.0,0.0,23.0321202
4.456919579978044,4.762443085760875,6.759296786487515e-06,13.287938428276915,0.0,0.0,22.9332566
24.975539276997143,5.179938334407323,24.11700327368013,16.525669407045527,0.0,0.0,23.1192155
52.29440351624191,4.838887485985953,49.298752003539306,13.480132787351327,0.0,0.0,23.4132785
74.6025176082055,4.747395901808577,71.2154056478982,12.460424187509346,0.0,0.0,24.071908
89.2809595194434,5.656025478842952,84.60544445728337,12.11168387933952,0.0,0.0,26.9259066
95.26436417994714,6.493811066733787,90.19049254244104,12.030585925698732,0.0,0.0,28.5218206
