,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,MEX,125.85563366448952,54.16614512,6260.15966328,6260.15966328,51.95060926300228,5096.115288572158,5096.115288572158,28.673165268269017,29.999999999947963,37.53299999994796,1.9391469567374249,1091.919307512745,1091.919307512745,0.0,7.217,0.0,72.125067203378,72.125067203378
1,2,MEX,129.14939523044188,52.81832545,6393.5298445299995,6089.076042409523,51.82842574300543,5229.485469822113,4980.462352211536,28.022446913159406,1.643553679064959e-11,37.532999999964396,1.8468066254651472,1091.9193075132232,1039.9231500125934,1.4370582592759729e-15,7.217000000000001,1.719791352766979e-16,72.12506720337802,68.69054019369335
2,3,MEX,129.1926720997043,54.31761722,6395.282200850001,5800.709479229025,52.19546203630367,5231.23782614235,4744.886917135918,26.696987617092333,8.040217403864463e-12,37.53299999997244,1.7588634528243479,1091.9193075134572,990.403000012206,3.634082017337369e-14,7.217000000000038,4.2738060126729714e-15,72.12506720337838,65.41956208923209
3,4,MEX,134.70016989227318,59.12088035,6618.29044359,5717.1281231746025,57.13636923301156,5454.24606888267,4711.582825943349,26.509602980599627,5.1357932000082e-12,37.53299999997758,1.6751080503091227,1091.9193075136068,943.2409523927064,7.415558841510625e-14,7.2170000000001115,1.1995558431875369e-14,72.12506720337912,62.30434484688834
4,5,MEX,142.38420257613686,59.98875925,6916.766529699999,5690.440941541846,57.86255160994406,5765.386025815527,4743.197351568967,26.687481318668993,3.5446704308566414e-12,37.208999999981124,1.595341000294532,1082.493419478258,890.5700151506895,1.1399662073483738e-13,6.893000000000225,2.2936493561329535e-14,68.88708441636425,56.67357483054014
5,6,MEX,138.28127452148058,60.17525632,6746.957692509999,5286.417896137238,58.616883924697774,5599.251274605378,4387.159886285184,24.684245421186432,2.4857749464864973e-12,37.1149999999836,1.5193723812329645,1079.758748258168,846.019232733504,1.5643086361527137e-13,6.799000000000383,3.677065745602867e-14,67.94766965716983,53.2387771269475
6,7,MEX,148.9407017679579,62.08503249,7175.37153876,5354.372718810961,59.75885085402262,6030.870174582539,4500.328179390116,25.320983993134,1.2776938905281608e-12,37.03299999998488,1.447021315460003,1077.3731840023192,803.9524578259568,2.1687521993127404e-13,6.717000000000599,5.436711886103298e-14,67.12818018638399,50.09208160327752
7,8,MEX,154.23423836575085,60.65603635,7342.2656879900005,5218.011145309484,59.90108364209474,6245.214753376235,4438.357527877681,24.972307671665575,2.5433192691873636e-12,35.818999999987426,1.378115538533404,1042.055196116471,740.5691728450581,5.320599980027526e-13,5.503000000001132,9.613955944373497e-14,54.99573850911331,39.08444459514499
8,9,MEX,156.50358772375444,66.30177585,7422.15621422,5023.60747690992,64.47348709753251,6337.104688071282,4289.201894183168,24.133087227574233,2.4615881780827377e-12,35.51199999998989,1.3124909890794938,1033.123876280482,699.2589053182855,7.67212823724168e-13,5.196000000001899,1.5132462837898312e-13,51.92764988068298,35.14667741689049
9,10,MEX,160.04448886803146,67.11539279,7548.06205893,4865.548103351542,65.15134657965093,6480.481984194375,4177.376468400496,23.503904265043673,9.806879530105466e-13,35.06499999999087,1.2499914181709686,1020.1196418612292,657.5782167526543,9.629223772652855e-13,4.749000000002861,2.1417045964811505e-13,47.4604328874946,30.593418206835388
