RE_PV_Openfield_Lim_[MX],RE_WIND_Onshore_Lim_[MX],BESSch_[MX],BESSdisch_[MX],PP_CO2_[MX],PP_CO2_Existing_[MX],EL_Demand_[MX]
3.1701424816234725,1.1831487338475507e-08,5.5052418671754855e-06,6.5336058412788914e-06,4.7928837056708424e-06,19.875563590694295,24.6446669
0.09236210574557101,1.2303219274661024e-08,5.67476182085054e-06,5.56477162453953e-06,4.8754937417986515e-06,23.05798516469625,23.8957202
0.0,1.201494177269502e-08,5.73114400680644e-06,5.499084121184353e-06,4.855178292047008e-06,22.471791485672334,23.1738763
0.0,1.1466737998233733e-08,5.762334660264189e-06,5.467840605731311e-06,4.833393412454126e-06,21.842172690975836,22.5122237
0.0,1.0924402059314175e-08,5.785224195784088e-06,5.444258641222006e-06,4.813080684418503e-06,21.333167498084215,21.9715276
0.0,1.044919357002974e-08,5.814265573762968e-06,5.408470715389852e-06,4.7988919920283575e-06,21.08721279390157,21.6978045
0.0,1.011539431497722e-08,5.8392647897866296e-06,5.3785594533923675e-06,4.7875903744631345e-06,20.94047377433836,21.5315602
0.0,9.567846299688025e-09,5.815697152318455e-06,5.409552953547117e-06,4.764348671928981e-06,20.41100354683265,20.9700946
0.0,8.84520543801623e-09,5.823168064024575e-06,5.397604087080252e-06,4.757260653052005e-06,20.36283944609395,20.8797037
0.0,8.505775967348346e-09,5.8809193469971615e-06,5.3339949970924e-06,4.770482523126568e-06,20.896107963667518,21.3931379
0.0,6.51240263572533e-09,5.978358340510799e-06,5.264049374867285e-06,4.787441702432469e-06,21.652083426601475,22.0326325
0.0,6.854060945390144e-09,6.079470378872444e-06,5.218869844931291e-06,4.794278463703275e-06,22.158750114266237,22.5592635
0.0,6.952235802632723e-09,6.18573259137988e-06,5.17696590184438e-06,4.792964201766941e-06,22.378054316321496,22.7843043
0.0,7.326591930950197e-09,6.363610177400349e-06,5.119039322200974e-06,4.789356760435305e-06,22.60399534030677,23.0321202
0.632941755042219,7.579146000339734e-09,6.422117146807901e-06,5.050652109856902e-06,4.756596391828629e-06,21.67622457284833,22.9332566
3.5468581784880033,8.243564952326861e-09,6.12563010461597e-06,5.110312546858507e-06,4.540720068953543e-06,18.075203612658758,23.1192155
7.426499614026959,7.700802734033113e-09,5.720905583894703e-06,5.613756406695767e-06,3.844283570748543e-06,13.41062016898156,23.4132785
10.594548000737818,7.555199298612335e-09,5.5025640746775395e-06,6.275254570377404e-06,3.2223534064975874e-06,10.002713946561515,24.071908
12.679081638347217,9.001229434943134e-09,5.503796426697034e-06,6.1059453659602935e-06,3.182294620140776e-06,10.090891025406476,26.9259066
13.528804542022693,1.0334515559997295e-08,5.5137997905355755e-06,6.013573876240235e-06,3.237774129215486e-06,10.515901853342042,28.5218206
12.653466200971282,1.1332333105125842e-08,5.577956929841718e-06,5.855819302983731e-06,3.475663205161366e-06,11.689545913187482,28.6278281
11.018736911406414,1.1694231604790151e-08,5.680162690820192e-06,5.729979041302675e-06,3.871042332666411e-06,13.284377104052272,28.1410631
8.501201141268432,1.0174698981454801e-08,5.771747162376582e-06,5.603803680115647e-06,4.301341126337213e-06,15.427671282231454,26.9572724
5.352056886560824,1.0716880856472483e-08,5.8101756834041015e-06,5.489856879558789e-06,4.615043380268788e-06,18.06889876250958,25.5794545
3.4097709420945033,1.2234284117968993e-08,6.3666836816872655e-06,5.124462448447001e-06,4.836368170074109e-06,24.706144666471403,29.8070156
0.31164506067160186,1.1488983053989743e-08,6.587769330797633e-06,5.1307039198470145e-06,4.877688035028012e-06,27.513348564000513,28.5855657
0.0,9.82599455265372e-09,6.258279772974509e-06,5.178883646977932e-06,4.917127695158747e-06,27.132427737431374,27.7066029
0.0,8.560556996849991e-09,5.991974963636948e-06,5.2851278479320585e-06,4.943977552357334e-06,26.652976278398928,27.1532073
0.0,7.68776667742822e-09,5.880974726770726e-06,5.354633469507622e-06,4.973572983064375e-06,26.794639671947483,27.2438703
0.0,6.407785345637987e-09,5.795676707498187e-06,5.419508815327115e-06,5.002557766358865e-06,27.017301483093423,27.3917379
0.0,5.352378187273653e-09,5.85021598349304e-06,5.379612686630165e-06,5.049134274912166e-06,28.101883859253128,28.4146486
0.0,4.470997518463701e-09,5.89775479298608e-06,5.351384011017735e-06,5.094393694636038e-06,29.089743259995334,29.3510054
0.0,3.6844530571501382e-09,6.01837337681678e-06,5.290698193102128e-06,5.146327034391841e-06,30.3511652031927,30.5664663
0.0,3.136032611622499e-09,6.1795739437623425e-06,5.2330179204978135e-06,5.19469439394123e-06,31.5974211564916,31.7806757
